	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  6.7390 	 2.862724e+00 	 194.0123 	  6.2529 	 1.069053e+23 	 3.480927e+21 	 1.148760e-04 	 1.108921e-05 	  3.4654 	  0.6729 	 -1000.0000 	 -1000.0000 
	  6.8710 	 2.825341e+00 	 194.8375 	  6.1578 	 1.051074e+23 	 3.361438e+21 	 1.174924e-04 	 1.057394e-05 	  3.4423 	  0.6384 	 -1000.0000 	 -1000.0000 
	  7.6620 	 2.612758e+00 	 198.4539 	  5.6155 	 9.548288e+22 	 2.741149e+21 	 1.253961e-04 	 7.832116e-06 	  3.4566 	  0.4908 	 -1000.0000 	 -1000.0000 
	  7.7940 	 2.579097e+00 	 198.8745 	  5.5286 	 9.404587e+22 	 2.651767e+21 	 1.255882e-04 	 7.459849e-06 	  3.4795 	  0.4734 	 -1000.0000 	 -1000.0000 
	  7.9270 	 2.545679e+00 	 199.2567 	  5.4418 	 9.264030e+22 	 2.565262e+21 	 1.255149e-04 	 7.112462e-06 	  3.5072 	  0.4576 	 -1000.0000 	 -1000.0000 
	  8.0590 	 2.512997e+00 	 199.5989 	  5.3563 	 9.128487e+22 	 2.482733e+21 	 1.252021e-04 	 6.795004e-06 	  3.5387 	  0.4432 	 -1000.0000 	 -1000.0000 
	  8.1910 	 2.480787e+00 	 199.9082 	  5.2712 	 8.996640e+22 	 2.403320e+21 	 1.246759e-04 	 6.504207e-06 	  3.5737 	  0.4302 	 -1000.0000 	 -1000.0000 
	  8.9750 	 2.298668e+00 	 201.2967 	  4.7707 	 8.276426e+22 	 1.985047e+21 	 1.186386e-04 	 5.268053e-06 	  3.8242 	  0.3737 	 -1000.0000 	 -1000.0000 
	  9.1070 	 2.269460e+00 	 201.4931 	  4.6862 	 8.163511e+22 	 1.921793e+21 	 1.173916e-04 	 5.130330e-06 	  3.8683 	  0.3671 	 -1000.0000 	 -1000.0000 
	  9.2390 	 2.240646e+00 	 201.6899 	  4.6014 	 8.052355e+22 	 1.860080e+21 	 1.161542e-04 	 5.009196e-06 	  3.9114 	  0.3612 	 -1000.0000 	 -1000.0000 
	  9.3710 	 2.212214e+00 	 201.8911 	  4.5160 	 7.942715e+22 	 1.799710e+21 	 1.149555e-04 	 4.903329e-06 	  3.9527 	  0.3560 	 -1000.0000 	 -1000.0000 
	  9.5030 	 2.184156e+00 	 202.1009 	  4.4301 	 7.834347e+22 	 1.740486e+21 	 1.138238e-04 	 4.811449e-06 	  3.9917 	  0.3514 	 -1000.0000 	 -1000.0000 
	 10.2950 	 2.023363e+00 	 203.5268 	  3.9046 	 7.208363e+22 	 1.406030e+21 	 1.091410e-04 	 4.492631e-06 	  4.1603 	  0.3340 	 -1000.0000 	 -1000.0000 
	 10.4270 	 1.997822e+00 	 203.7524 	  3.8171 	 7.109354e+22 	 1.354447e+21 	 1.087328e-04 	 4.470159e-06 	  4.1773 	  0.3325 	 -1000.0000 	 -1000.0000 
	 10.5590 	 1.972641e+00 	 203.9618 	  3.7300 	 7.012295e+22 	 1.304292e+21 	 1.084211e-04 	 4.454048e-06 	  4.1916 	  0.3312 	 -1000.0000 	 -1000.0000 
