	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  1.3530 	 3.654125e+00 	 140.9520 	  4.8878 	 1.882394e+23 	 7.202440e+21 	 7.714179e-10 	 5.827406e-10 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.4910 	 3.585424e+00 	 140.9171 	  4.6643 	 1.847922e+23 	 6.806562e+21 	 8.063789e-10 	 6.010081e-10 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.6300 	 3.517416e+00 	 140.8759 	  4.4481 	 1.813780e+23 	 6.424870e+21 	 8.445806e-10 	 6.209543e-10 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.7680 	 3.451064e+00 	 140.8293 	  4.2422 	 1.780452e+23 	 6.062473e+21 	 8.856893e-10 	 6.423683e-10 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.9070 	 3.385395e+00 	 140.7771 	  4.0433 	 1.747447e+23 	 5.713729e+21 	 9.305378e-10 	 6.656439e-10 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  5.8900 	 1.939373e+00 	 139.0402 	  1.1663 	 1.010797e+23 	 9.658727e+20 	 5.192860e-09 	 1.893102e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.0270 	 1.902550e+00 	 139.0404 	  1.1361 	 9.915521e+22 	 9.245882e+20 	 5.596499e-09 	 2.004030e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.1650 	 1.866188e+00 	 139.0492 	  1.1084 	 9.725027e+22 	 8.872873e+20 	 6.024086e-09 	 2.118885e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.3020 	 1.830800e+00 	 139.0669 	  1.0834 	 9.539178e+22 	 8.541341e+20 	 6.470065e-09 	 2.235909e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.4400 	 1.795857e+00 	 139.0943 	  1.0605 	 9.355190e+22 	 8.242643e+20 	 6.941562e-09 	 2.356698e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.1830 	 1.409579e+00 	 140.4250 	  0.8998 	 7.280308e+22 	 5.963825e+20 	 1.497314e-08 	 4.048180e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.3200 	 1.383135e+00 	 140.6040 	  0.8926 	 7.135237e+22 	 5.814367e+20 	 1.577437e-08 	 4.186715e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.4570 	 1.357212e+00 	 140.7890 	  0.8859 	 6.992778e+22 	 5.666282e+20 	 1.660213e-08 	 4.325589e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.5940 	 1.331800e+00 	 140.9783 	  0.8798 	 6.852950e+22 	 5.519939e+20 	 1.745740e-08 	 4.464955e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.7310 	 1.306891e+00 	 141.1707 	  0.8740 	 6.715770e+22 	 5.375709e+20 	 1.834147e-08 	 4.605059e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 10.4830 	 1.028627e+00 	 143.2925 	  0.8350 	 5.201432e+22 	 3.869578e+20 	 3.316388e-08 	 6.658695e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 10.6200 	 1.009715e+00 	 143.4062 	  0.8340 	 5.101364e+22 	 3.784469e+20 	 3.469790e-08 	 6.857129e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
