	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  7.0790 	 2.548265e+00 	 142.8996 	  2.0639 	 1.279693e+23 	 1.835977e+21 	 1.627034e-07 	 2.000878e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.0820 	 1.966875e+00 	 150.6802 	  1.3494 	 9.473534e+22 	 1.008226e+21 	 4.564663e-07 	 6.338582e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.2160 	 1.933101e+00 	 151.0113 	  1.3155 	 9.291224e+22 	 9.694787e+20 	 4.740660e-07 	 6.265789e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.3510 	 1.899674e+00 	 151.3233 	  1.2828 	 9.112087e+22 	 9.322580e+20 	 4.886824e-07 	 6.190703e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.4860 	 1.866839e+00 	 151.6140 	  1.2517 	 8.937402e+22 	 8.968072e+20 	 5.005599e-07 	 6.120826e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.6210 	 1.834587e+00 	 151.8839 	  1.2220 	 8.767072e+22 	 8.630736e+20 	 5.099988e-07 	 6.059809e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.6050 	 1.422060e+00 	 153.7219 	  0.9340 	 6.703771e+22 	 5.316785e+20 	 4.210347e-07 	 4.786268e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.7390 	 1.397955e+00 	 153.7210 	  0.9229 	 6.589903e+22 	 5.181176e+20 	 4.041725e-07 	 4.636790e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.8740 	 1.374101e+00 	 153.7064 	  0.9127 	 6.477907e+22 	 5.052932e+20 	 3.866577e-07 	 4.482031e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.0080 	 1.350842e+00 	 153.6789 	  0.9033 	 6.369348e+22 	 4.933437e+20 	 3.689115e-07 	 4.325259e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.1420 	 1.327991e+00 	 153.6387 	  0.8947 	 6.263290e+22 	 4.821197e+20 	 3.509630e-07 	 4.166269e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.1280 	 1.031445e+00 	 151.8569 	  0.8363 	 4.922977e+22 	 3.677662e+20 	 1.850200e-07 	 4.013095e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.2620 	 1.013937e+00 	 151.6879 	  0.8356 	 4.844471e+22 	 3.617603e+20 	 1.785540e-07 	 3.940894e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.3960 	 9.967155e-01 	 151.5200 	  0.8352 	 4.767141e+22 	 3.558673e+20 	 1.730644e-07 	 3.876140e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.5300 	 9.797760e-01 	 151.3547 	  0.8350 	 4.690941e+22 	 3.500815e+20 	 1.684678e-07 	 3.818468e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.6640 	 9.631148e-01 	 151.1938 	  0.8351 	 4.615825e+22 	 3.443971e+20 	 1.646810e-07 	 3.767510e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.6410 	 7.470528e-01 	 150.3184 	  0.8518 	 3.605368e+22 	 2.687680e+20 	 1.501878e-07 	 3.559581e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.7750 	 7.342613e-01 	 150.3930 	  0.8533 	 3.542356e+22 	 2.640451e+20 	 1.492657e-07 	 3.567330e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.9080 	 7.217803e-01 	 150.4778 	  0.8549 	 3.480574e+22 	 2.594130e+20 	 1.482495e-07 	 3.576163e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.0420 	 7.094195e-01 	 150.5721 	  0.8564 	 3.419129e+22 	 2.548055e+20 	 1.471290e-07 	 3.585954e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.1760 	 6.972705e-01 	 150.6731 	  0.8580 	 3.358524e+22 	 2.502612e+20 	 1.459161e-07 	 3.596379e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.1540 	 5.407360e-01 	 151.6086 	  0.8812 	 2.583759e+22 	 1.926574e+20 	 1.204144e-07 	 3.658620e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.2880 	 5.315447e-01 	 151.5746 	  0.8827 	 2.540141e+22 	 1.894725e+20 	 1.183619e-07 	 3.647795e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
