	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	 13.8090 	 1.049584e+00 	 132.0852 	  1.1319 	 5.768151e+22 	 6.586060e+20 	 4.580284e-07 	 1.284333e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.9400 	 1.030768e+00 	 132.2920 	  1.1435 	 5.654880e+22 	 6.442976e+20 	 4.837768e-07 	 1.329011e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.0720 	 1.012125e+00 	 132.5068 	  1.1545 	 5.542698e+22 	 6.301217e+20 	 5.102717e-07 	 1.373192e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.2040 	 9.937972e-01 	 132.7280 	  1.1648 	 5.432457e+22 	 6.161862e+20 	 5.372683e-07 	 1.416401e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.8270 	 6.897304e-01 	 138.3920 	  1.2488 	 3.613106e+22 	 3.859087e+20 	 1.081861e-06 	 1.993652e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.9590 	 6.771981e-01 	 138.7370 	  1.2483 	 3.538666e+22 	 3.765045e+20 	 1.108900e-06 	 2.064375e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.0900 	 6.649987e-01 	 139.0847 	  1.2474 	 3.466264e+22 	 3.673632e+20 	 1.134869e-06 	 2.130292e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.2220 	 6.529428e-01 	 139.4404 	  1.2462 	 3.394773e+22 	 3.583429e+20 	 1.160139e-06 	 2.192727e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.3540 	 6.411209e-01 	 139.8014 	  1.2447 	 3.324731e+22 	 3.495122e+20 	 1.184532e-06 	 2.251515e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.9760 	 4.496998e-01 	 147.9916 	  1.1773 	 2.202630e+22 	 2.101356e+20 	 1.706329e-06 	 3.241067e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.1060 	 4.421072e-01 	 148.4445 	  1.1733 	 2.158793e+22 	 2.048508e+20 	 1.747666e-06 	 3.310313e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.2370 	 4.346134e-01 	 148.9049 	  1.1694 	 2.115598e+22 	 1.996653e+20 	 1.792307e-06 	 3.385259e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.3670 	 4.273297e-01 	 149.3660 	  1.1656 	 2.073687e+22 	 1.946565e+20 	 1.839842e-06 	 3.465145e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.4980 	 4.201407e-01 	 149.8346 	  1.1618 	 2.032393e+22 	 1.897450e+20 	 1.891283e-06 	 3.551478e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 23.0990 	 3.038029e-01 	 159.8864 	  1.1300 	 1.377876e+22 	 1.172987e+20 	 4.164591e-06 	 6.983107e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 23.2290 	 2.990824e-01 	 160.4147 	  1.1312 	 1.352063e+22 	 1.147560e+20 	 4.370012e-06 	 7.268136e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
