	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	 37.5420 	 8.119747e-02 	 165.9941 	  2.3148 	 3.543932e+21 	 7.406956e+19 	 4.721444e-05 	 4.945728e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 37.6660 	 8.004716e-02 	 165.9440 	  2.3081 	 3.494657e+21 	 7.290419e+19 	 4.698056e-05 	 4.857414e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 37.7890 	 7.892205e-02 	 165.9044 	  2.3006 	 3.446309e+21 	 7.175741e+19 	 4.676131e-05 	 4.821403e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 37.9130 	 7.780367e-02 	 165.8743 	  2.2922 	 3.398103e+21 	 7.061078e+19 	 4.654903e-05 	 4.837406e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 38.0360 	 7.670987e-02 	 165.8537 	  2.2831 	 3.350816e+21 	 6.948301e+19 	 4.636630e-05 	 4.856704e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 39.9050 	 6.187212e-02 	 166.3481 	  2.0649 	 2.697168e+21 	 5.367255e+19 	 4.735838e-05 	 4.158757e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 40.0280 	 6.100472e-02 	 166.4124 	  2.0464 	 2.658415e+21 	 5.272909e+19 	 4.759615e-05 	 4.062972e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 40.1510 	 6.014977e-02 	 166.4781 	  2.0275 	 2.620189e+21 	 5.179883e+19 	 4.783853e-05 	 3.966044e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 40.2740 	 5.930710e-02 	 166.5445 	  2.0083 	 2.582488e+21 	 5.088196e+19 	 4.808173e-05 	 3.868917e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 40.3980 	 5.846982e-02 	 166.6119 	  1.9886 	 2.545013e+21 	 4.997142e+19 	 4.832375e-05 	 3.771719e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 42.2510 	 4.730179e-02 	 167.3658 	  1.6730 	 2.048332e+21 	 3.814862e+19 	 4.905648e-05 	 2.518619e-06 	  2.7945 	  0.7096 	 -1000.0000 	 -1000.0000 
	 42.3740 	 4.664225e-02 	 167.3886 	  1.6522 	 2.019428e+21 	 3.748677e+19 	 4.882646e-05 	 2.406585e-06 	  2.7927 	  0.7012 	 -1000.0000 	 -1000.0000 
	 42.4960 	 4.599738e-02 	 167.4087 	  1.6318 	 1.991215e+21 	 3.684496e+19 	 4.856404e-05 	 2.285835e-06 	  2.7955 	  0.6941 	 -1000.0000 	 -1000.0000 
	 42.6180 	 4.536165e-02 	 167.4267 	  1.6118 	 1.963446e+21 	 3.621756e+19 	 4.821000e-05 	 2.214444e-06 	  2.8026 	  0.6892 	 -1000.0000 	 -1000.0000 
	 42.7410 	 4.472985e-02 	 167.4430 	  1.5920 	 1.935888e+21 	 3.559943e+19 	 4.777370e-05 	 2.191412e-06 	  2.8138 	  0.6861 	 -1000.0000 	 -1000.0000 
	 44.6010 	 3.620995e-02 	 167.6770 	  1.3799 	 1.566095e+21 	 2.789232e+19 	 4.433775e-05 	 2.114433e-06 	  3.1132 	  0.6898 	 -1000.0000 	 -1000.0000 
