	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	 -0.6630 	 4.355675e+00 	 151.7137 	  4.8160 	 2.083052e+23 	 6.737479e+21 	 4.862752e-08 	 2.363685e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 -0.5290 	 4.282924e+00 	 151.7895 	  4.7128 	 2.047311e+23 	 6.475605e+21 	 5.161108e-08 	 2.453192e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 -0.3950 	 4.211279e+00 	 151.8519 	  4.6012 	 2.012206e+23 	 6.214114e+21 	 5.508867e-08 	 2.550396e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 -0.2610 	 4.140732e+00 	 151.9027 	  4.4820 	 1.977720e+23 	 5.953574e+21 	 5.903051e-08 	 2.654518e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 -0.1270 	 4.071273e+00 	 151.9438 	  4.3560 	 1.943839e+23 	 5.694553e+21 	 6.340684e-08 	 2.764780e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.1000 	 3.484422e+00 	 152.1883 	  3.0341 	 1.658897e+23 	 3.491671e+21 	 1.185341e-07 	 3.925363e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.2410 	 3.422494e+00 	 152.2384 	  2.8796 	 1.628753e+23 	 3.269440e+21 	 1.260103e-07 	 4.060549e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.3820 	 3.361668e+00 	 152.3007 	  2.7280 	 1.599078e+23 	 3.055943e+21 	 1.335980e-07 	 4.192875e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.5240 	 3.301512e+00 	 152.3779 	  2.5792 	 1.569647e+23 	 2.850429e+21 	 1.413172e-07 	 4.322330e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  1.6650 	 3.242865e+00 	 152.4713 	  2.4364 	 1.540857e+23 	 2.656459e+21 	 1.490240e-07 	 4.446181e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  2.9300 	 2.763330e+00 	 154.3093 	  1.5159 	 1.299324e+23 	 1.456858e+21 	 2.153800e-07 	 5.222339e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  3.0710 	 2.714801e+00 	 154.5973 	  1.4579 	 1.274315e+23 	 1.382539e+21 	 2.225712e-07 	 5.271475e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  3.2120 	 2.667184e+00 	 154.8820 	  1.4070 	 1.249779e+23 	 1.317250e+21 	 2.298972e-07 	 5.316561e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  3.3540 	 2.620128e+00 	 155.1589 	  1.3621 	 1.225579e+23 	 1.259614e+21 	 2.374718e-07 	 5.359095e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  3.4950 	 2.574273e+00 	 155.4174 	  1.3232 	 1.202086e+23 	 1.209443e+21 	 2.452488e-07 	 5.399690e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  4.7470 	 2.201786e+00 	 156.1521 	  1.1131 	 1.020786e+23 	 9.237671e+20 	 3.346321e-07 	 5.888011e-08 	  1.8941 	  0.9247 	 -1000.0000 	 -1000.0000 
	  4.8870 	 2.163732e+00 	 156.0838 	  1.0965 	 1.003355e+23 	 8.990261e+20 	 3.476921e-07 	 5.983813e-08 	  1.8995 	  0.9169 	 -1000.0000 	 -1000.0000 
	  5.0280 	 2.126107e+00 	 156.0188 	  1.0805 	 9.861778e+22 	 8.748839e+20 	 3.615730e-07 	 6.095303e-08 	  1.9045 	  0.9090 	 -1000.0000 	 -1000.0000 
	  5.1680 	 2.089437e+00 	 155.9695 	  1.0651 	 9.694297e+22 	 8.516061e+20 	 3.761023e-07 	 6.222793e-08 	  1.9087 	  0.9011 	 -1000.0000 	 -1000.0000 
	  5.3080 	 2.053447e+00 	 155.9470 	  1.0503 	 9.529218e+22 	 8.289424e+20 	 3.914000e-07 	 6.368902e-08 	  1.9113 	  0.8930 	 -1000.0000 	 -1000.0000 
	  6.5770 	 1.757014e+00 	 158.6652 	  0.9204 	 8.043202e+22 	 6.400033e+20 	 5.684539e-07 	 8.800606e-08 	  1.8793 	  0.8235 	 -1000.0000 	 -1000.0000 
	  6.7170 	 1.727416e+00 	 159.3312 	  0.9063 	 7.877037e+22 	 6.205314e+20 	 5.921548e-07 	 9.183274e-08 	  1.8732 	  0.8175 	 -1000.0000 	 -1000.0000 
	  6.8580 	 1.698182e+00 	 160.0479 	  0.8925 	 7.710473e+22 	 6.013136e+20 	 6.167385e-07 	 9.580974e-08 	  1.8676 	  0.8120 	 -1000.0000 	 -1000.0000 
	  6.9980 	 1.669711e+00 	 160.7951 	  0.8794 	 7.546351e+22 	 5.826699e+20 	 6.418146e-07 	 9.984485e-08 	  1.8632 	  0.8069 	 -1000.0000 	 -1000.0000 
	  7.1380 	 1.641781e+00 	 161.5676 	  0.8668 	 7.383962e+22 	 5.645100e+20 	 6.675135e-07 	 1.039303e-07 	  1.8609 	  0.8021 	 -1000.0000 	 -1000.0000 
	  8.3900 	 1.413826e+00 	 168.0676 	  0.8006 	 6.079846e+22 	 4.305173e+20 	 9.193686e-07 	 1.374608e-07 	  1.9203 	  0.7609 	 -1000.0000 	 -1000.0000 
	  8.5300 	 1.390574e+00 	 168.6452 	  0.7991 	 5.954713e+22 	 4.190129e+20 	 9.500267e-07 	 1.406109e-07 	  1.9309 	  0.7561 	 -1000.0000 	 -1000.0000 
	  8.6700 	 1.367743e+00 	 169.1888 	  0.7986 	 5.833632e+22 	 4.081528e+20 	 9.813572e-07 	 1.436676e-07 	  1.9414 	  0.7512 	 -1000.0000 	 -1000.0000 
	  8.8100 	 1.345325e+00 	 169.6985 	  0.7991 	 5.716501e+22 	 3.979129e+20 	 1.013419e-06 	 1.466443e-07 	  1.9513 	  0.7464 	 -1000.0000 	 -1000.0000 
	  8.9500 	 1.323313e+00 	 170.1744 	  0.8005 	 5.603217e+22 	 3.882692e+20 	 1.046273e-06 	 1.495544e-07 	  1.9600 	  0.7416 	 -1000.0000 	 -1000.0000 
	 13.8100 	 7.561083e-01 	 167.1222 	  0.9237 	 3.280805e+22 	 2.409359e+20 	 3.113330e-06 	 3.107454e-07 	  1.8447 	  0.6090 	 -1000.0000 	 -1000.0000 
