	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	 19.3270 	 5.445106e-01 	 161.7778 	  1.5080 	 2.439971e+22 	 2.384141e+20 	 3.186714e-05 	 7.507996e+03 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.4710 	 5.352787e-01 	 162.4860 	  1.5118 	 2.388149e+22 	 2.328265e+20 	 3.252105e-05 	 7.432788e+03 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.6160 	 5.261373e-01 	 163.3161 	  1.5147 	 2.335475e+22 	 2.268658e+20 	 2.483655e-05 	 7.357277e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.7600 	 5.172093e-01 	 164.2493 	  1.5164 	 2.282880e+22 	 2.206451e+20 	 2.663813e-05 	 7.324328e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.9040 	 5.084454e-01 	 165.2765 	  1.5156 	 2.230315e+22 	 2.140755e+20 	 2.860060e-05 	 7.303798e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.1970 	 4.911899e-01 	 167.5931 	  1.5003 	 2.124812e+22 	 1.993835e+20 	 3.316000e-05 	 7.308933e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.3410 	 4.830268e-01 	 168.8118 	  1.4833 	 2.074341e+22 	 1.913905e+20 	 3.571675e-05 	 7.341209e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.4860 	 4.750411e-01 	 170.0717 	  1.4578 	 2.024883e+22 	 1.827479e+20 	 3.851757e-05 	 7.399805e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.6300 	 4.673473e-01 	 171.3401 	  1.4238 	 1.977342e+22 	 1.736119e+20 	 4.151615e-05 	 7.473114e-06 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 21.0570 	 4.457388e-01 	 175.0602 	  1.2881 	 1.845875e+22 	 1.453586e+20 	 5.127046e-05 	 7.619396e-06 	  4.1969 	  0.7569 	 -1000.0000 	 -1000.0000 
	 21.2010 	 4.387928e-01 	 176.2530 	  1.2359 	 1.804799e+22 	 1.361731e+20 	 5.460140e-05 	 7.565552e-06 	  4.1172 	  0.6967 	 -1000.0000 	 -1000.0000 
	 21.3460 	 4.319391e-01 	 177.3983 	  1.1831 	 1.765124e+22 	 1.274723e+20 	 5.781521e-05 	 7.410936e-06 	  4.0552 	  0.6403 	 -1000.0000 	 -1000.0000 
	 21.4900 	 4.252584e-01 	 178.4699 	  1.1318 	 1.727389e+22 	 1.195314e+20 	 6.077344e-05 	 7.152411e-06 	  4.0113 	  0.5882 	 -1000.0000 	 -1000.0000 
	 21.6340 	 4.187002e-01 	 179.4728 	  1.0831 	 1.691257e+22 	 1.123193e+20 	 6.342151e-05 	 6.791384e-06 	  3.9843 	  0.5396 	 -1000.0000 	 -1000.0000 
	 21.9170 	 4.061627e-01 	 181.2354 	  1.0003 	 1.624683e+22 	 1.003410e+20 	 6.752965e-05 	 5.834616e-06 	  3.9735 	  0.4542 	 -1000.0000 	 -1000.0000 
	 22.0610 	 3.999586e-01 	 182.0220 	  0.9674 	 1.592946e+22 	 9.539981e+19 	 6.899293e-05 	 5.262965e-06 	  3.9860 	  0.4159 	  1.2664 	  0.1334 
	 22.2060 	 3.938289e-01 	 182.7358 	  0.9425 	 1.562362e+22 	 9.123520e+19 	 7.001896e-05 	 4.658855e-06 	  4.0084 	  0.3813 	  1.2607 	  0.1213 
	 22.3500 	 3.878560e-01 	 183.3672 	  0.9264 	 1.533289e+22 	 8.788657e+19 	 7.060829e-05 	 4.070655e-06 	  4.0384 	  0.3515 	  1.2577 	  0.1109 
	 22.4940 	 3.819938e-01 	 183.9256 	  0.9179 	 1.505435e+22 	 8.523328e+19 	 7.080422e-05 	 3.746703e-06 	  4.0739 	  0.3348 	  1.2569 	  0.1050 
	 22.9240 	 3.651141e-01 	 185.2074 	  0.9258 	 1.428766e+22 	 8.048628e+19 	 6.961833e-05 	 3.443549e-06 	  4.1932 	  0.3213 	  1.2625 	  0.0991 
	 23.0680 	 3.596595e-01 	 185.5237 	  0.9356 	 1.405018e+22 	 7.963795e+19 	 6.887287e-05 	 3.379085e-06 	  4.2309 	  0.3210 	  1.2654 	  0.0986 
	 23.2120 	 3.542985e-01 	 185.7913 	  0.9469 	 1.382111e+22 	 7.899991e+19 	 6.807256e-05 	 3.332513e-06 	  4.2642 	  0.3220 	  1.2678 	  0.0986 
	 23.3550 	 3.490642e-01 	 186.0138 	  0.9585 	 1.360119e+22 	 7.847836e+19 	 6.727845e-05 	 3.302074e-06 	  4.2920 	  0.3242 	  1.2696 	  0.0989 
	 24.4840 	 3.105270e-01 	 186.8299 	  0.9575 	 1.204914e+22 	 6.961763e+19 	 6.355096e-05 	 3.334905e-06 	  4.3150 	  0.3773 	  1.2564 	  0.1049 
	 24.6270 	 3.059815e-01 	 186.8972 	  0.9488 	 1.186844e+22 	 6.799339e+19 	 6.358946e-05 	 3.437420e-06 	  4.2962 	  0.3829 	  1.2526 	  0.1061 
	 24.7700 	 3.015124e-01 	 186.9771 	  0.9421 	 1.169019e+22 	 6.650881e+19 	 6.377906e-05 	 3.679341e-06 	  4.2733 	  0.3912 	  1.2486 	  0.1088 
	 24.9140 	 2.970883e-01 	 187.0707 	  0.9381 	 1.151309e+22 	 6.520931e+19 	 6.411529e-05 	 3.922526e-06 	  4.2470 	  0.3972 	  1.2443 	  0.1111 
	 25.0570 	 2.927666e-01 	 187.1646 	  0.9365 	 1.134010e+22 	 6.408970e+19 	 6.457319e-05 	 4.158516e-06 	  4.2187 	  0.4015 	  1.2402 	  0.1132 
	 25.3470 	 2.842025e-01 	 187.3013 	  0.9381 	 1.100033e+22 	 6.220522e+19 	 6.575193e-05 	 4.573064e-06 	  4.1602 	  0.4054 	  1.2323 	  0.1160 
	 25.4900 	 2.800690e-01 	 187.3143 	  0.9401 	 1.083937e+22 	 6.139904e+19 	 6.637393e-05 	 4.719316e-06 	  4.1337 	  0.4051 	  1.2287 	  0.1165 
	 25.6330 	 2.759887e-01 	 187.2730 	  0.9422 	 1.068350e+22 	 6.062976e+19 	 6.696089e-05 	 4.812585e-06 	  4.1111 	  0.4033 	  1.2257 	  0.1164 
	 25.9190 	 2.679798e-01 	 187.0324 	  0.9451 	 1.038635e+22 	 5.911882e+19 	 6.788660e-05 	 4.860385e-06 	  4.0821 	  0.3972 	  1.2219 	  0.1150 
	 26.2040 	 2.602064e-01 	 186.6924 	  0.9460 	 1.010355e+22 	 5.759617e+19 	 6.831084e-05 	 4.769411e-06 	  4.0794 	  0.3895 	  1.2220 	  0.1130 
	 26.3470 	 2.563867e-01 	 186.5274 	  0.9456 	 9.964300e+21 	 5.680732e+19 	 6.829947e-05 	 4.680715e-06 	  4.0891 	  0.3849 	  1.2244 	  0.1120 
	 26.4900 	 2.526223e-01 	 186.3890 	  0.9446 	 9.825547e+21 	 5.599204e+19 	 6.813455e-05 	 4.556906e-06 	  4.1061 	  0.3793 	  1.2286 	  0.1109 
	 26.6340 	 2.488879e-01 	 186.2877 	  0.9430 	 9.685737e+21 	 5.514568e+19 	 6.782564e-05 	 4.397643e-06 	  4.1299 	  0.3722 	  1.2349 	  0.1096 
	 27.0670 	 2.379876e-01 	 186.1716 	  0.9405 	 9.267270e+21 	 5.266325e+19 	 6.631107e-05 	 3.787274e-06 	  4.2218 	  0.3480 	  1.2614 	  0.1052 
	 27.2100 	 2.344921e-01 	 186.1782 	  0.9424 	 9.130722e+21 	 5.194015e+19 	 6.574430e-05 	 3.596644e-06 	  4.2499 	  0.3436 	  1.2700 	  0.1038 
	 27.3530 	 2.310465e-01 	 186.1987 	  0.9467 	 8.995497e+21 	 5.130272e+19 	 6.520795e-05 	 3.438713e-06 	  4.2725 	  0.3401 	  1.2770 	  0.1027 
	 27.4960 	 2.276496e-01 	 186.2287 	  0.9535 	 8.861826e+21 	 5.075996e+19 	 6.472867e-05 	 3.325539e-06 	  4.2878 	  0.3379 	  1.2812 	  0.1020 
	 27.6390 	 2.243012e-01 	 186.2660 	  0.9622 	 8.729798e+21 	 5.029331e+19 	 6.432116e-05 	 3.267486e-06 	  4.2957 	  0.3374 	  1.2822 	  0.1016 
	 27.9270 	 2.177033e-01 	 186.3541 	  0.9831 	 8.469168e+21 	 4.949542e+19 	 6.371211e-05 	 3.307427e-06 	  4.2923 	  0.3489 	  1.2749 	  0.1022 
	 28.0700 	 2.144989e-01 	 186.4000 	  0.9939 	 8.342521e+21 	 4.912551e+19 	 6.350898e-05 	 3.392881e-06 	  4.2834 	  0.3584 	  1.2676 	  0.1031 
	 28.2130 	 2.113415e-01 	 186.4444 	  1.0039 	 8.217802e+21 	 4.874369e+19 	 6.336456e-05 	 3.511593e-06 	  4.2712 	  0.3697 	  1.2586 	  0.1043 
