	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  9.5900 	 1.381907e+00 	 211.1516 	  7.1754 	 4.742486e+22 	 1.678239e+21 	 2.159255e-04 	 1.398865e-05 	  3.6728 	  0.6595 	  0.5107 	  0.1206 
	  9.7110 	 1.366524e+00 	 210.8945 	  7.0967 	 4.695327e+22 	 1.645744e+21 	 2.154284e-04 	 1.410135e-05 	  3.6731 	  0.6505 	  0.5078 	  0.1183 
	  9.8330 	 1.351175e+00 	 210.6388 	  7.0191 	 4.648200e+22 	 1.613650e+21 	 2.144205e-04 	 1.437917e-05 	  3.6735 	  0.6493 	  0.5052 	  0.1169 
	  9.9540 	 1.336111e+00 	 210.3882 	  6.9437 	 4.601876e+22 	 1.582463e+21 	 2.129943e-04 	 1.474248e-05 	  3.6742 	  0.6540 	  0.5029 	  0.1163 
	 10.0750 	 1.321203e+00 	 210.1402 	  6.8697 	 4.555966e+22 	 1.551898e+21 	 2.117848e-04 	 1.505430e-05 	  3.6749 	  0.6593 	  0.5009 	  0.1158 
	 11.9530 	 1.108671e+00 	 206.3463 	  5.8139 	 3.896070e+22 	 1.141999e+21 	 2.305061e-04 	 1.551578e-05 	  3.7069 	  0.7689 	  0.4957 	  0.1192 
	 12.0740 	 1.096115e+00 	 206.0870 	  5.7458 	 3.856910e+22 	 1.118770e+21 	 2.338265e-04 	 1.542033e-05 	  3.7101 	  0.7778 	  0.4967 	  0.1201 
	 12.1950 	 1.083688e+00 	 205.8237 	  5.6769 	 3.818153e+22 	 1.095808e+21 	 2.372650e-04 	 1.532328e-05 	  3.7134 	  0.7871 	  0.4978 	  0.1211 
	 12.3160 	 1.071387e+00 	 205.5559 	  5.6071 	 3.779796e+22 	 1.073093e+21 	 2.407844e-04 	 1.522616e-05 	  3.7170 	  0.8024 	  0.4990 	  0.1221 
	 12.4370 	 1.059211e+00 	 205.2833 	  5.5364 	 3.741841e+22 	 1.050605e+21 	 2.443465e-04 	 1.513043e-05 	  3.7207 	  0.8179 	  0.5004 	  0.1232 
	 14.3060 	 8.859022e-01 	 200.2203 	  4.2346 	 3.205644e+22 	 7.183874e+20 	 2.772008e-04 	 1.484361e-05 	  3.8397 	  1.0249 	  0.5366 	  0.1456 
	 14.4260 	 8.756608e-01 	 199.8399 	  4.1364 	 3.174254e+22 	 6.976684e+20 	 2.769311e-04 	 1.493432e-05 	  3.8547 	  1.0328 	  0.5400 	  0.1468 
	 14.5470 	 8.654373e-01 	 199.4526 	  4.0364 	 3.142928e+22 	 6.769095e+20 	 2.764138e-04 	 1.503607e-05 	  3.8711 	  1.0396 	  0.5437 	  0.1479 
	 14.6670 	 8.554001e-01 	 199.0655 	  3.9363 	 3.112173e+22 	 6.564710e+20 	 2.756788e-04 	 1.514615e-05 	  3.8888 	  1.0451 	  0.5474 	  0.1489 
	 14.7880 	 8.453812e-01 	 198.6727 	  3.8346 	 3.081468e+22 	 6.360296e+20 	 2.747354e-04 	 1.526532e-05 	  3.9078 	  1.0494 	  0.5514 	  0.1498 
	 18.9920 	 5.556787e-01 	 189.0239 	  1.1779 	 2.132353e+22 	 1.614161e+20 	 2.729821e-04 	 1.574423e-05 	  4.8113 	  0.6411 	  0.7429 	  0.1271 
	 19.1120 	 5.489306e-01 	 188.9858 	  1.1583 	 2.106981e+22 	 1.574097e+20 	 2.765604e-04 	 1.549052e-05 	  4.8278 	  0.6238 	  0.7496 	  0.1267 
	 19.2310 	 5.423147e-01 	 188.9589 	  1.1419 	 2.081945e+22 	 1.538648e+20 	 2.802103e-04 	 1.523108e-05 	  4.8429 	  0.6066 	  0.7564 	  0.1265 
	 19.3510 	 5.357194e-01 	 188.9417 	  1.1280 	 2.056840e+22 	 1.506864e+20 	 2.839608e-04 	 1.496137e-05 	  4.8567 	  0.5892 	  0.7633 	  0.1264 
	 19.4710 	 5.291999e-01 	 188.9332 	  1.1167 	 2.031892e+22 	 1.478702e+20 	 2.877469e-04 	 1.468337e-05 	  4.8692 	  0.5717 	  0.7702 	  0.1264 
	 21.3250 	 4.377064e-01 	 189.0866 	  1.1042 	 1.677505e+22 	 1.252187e+20 	 3.404175e-04 	 1.275010e-05 	  4.9305 	  0.3998 	  0.8740 	  0.1377 
	 21.4440 	 4.323969e-01 	 189.0754 	  1.1065 	 1.657192e+22 	 1.239883e+20 	 3.422331e-04 	 1.270005e-05 	  4.9292 	  0.3925 	  0.8797 	  0.1382 
	 21.5630 	 4.271513e-01 	 189.0597 	  1.1090 	 1.637173e+22 	 1.227482e+20 	 3.438094e-04 	 1.265852e-05 	  4.9277 	  0.3859 	  0.8852 	  0.1386 
	 21.6830 	 4.219255e-01 	 189.0391 	  1.1115 	 1.617280e+22 	 1.214888e+20 	 3.451598e-04 	 1.262629e-05 	  4.9261 	  0.3801 	  0.8905 	  0.1390 
	 21.8020 	 4.168059e-01 	 189.0137 	  1.1140 	 1.597840e+22 	 1.202320e+20 	 3.462654e-04 	 1.260459e-05 	  4.9245 	  0.3752 	  0.8956 	  0.1393 
	 25.9100 	 2.727893e-01 	 184.0219 	  1.1215 	 1.074497e+22 	 7.814982e+19 	 2.860365e-04 	 1.612121e-05 	  4.8019 	  0.5178 	  0.9793 	  0.1428 
