	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  8.4510 	 2.824478e+00 	 140.3235 	  3.8045 	 1.452386e+23 	 4.290422e+21 	 2.319811e-08 	 2.809449e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.5910 	 2.770724e+00 	 139.8508 	  3.5650 	 1.428833e+23 	 4.002188e+21 	 2.171181e-08 	 2.622454e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.7300 	 2.718259e+00 	 139.4223 	  3.3405 	 1.405557e+23 	 3.731697e+21 	 2.031339e-08 	 2.446955e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.8700 	 2.666318e+00 	 139.0302 	  3.1272 	 1.382232e+23 	 3.474593e+21 	 1.898074e-08 	 2.280135e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.0100 	 2.615271e+00 	 138.6761 	  2.9265 	 1.359034e+23 	 3.232414e+21 	 1.772216e-08 	 2.123001e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.2570 	 1.658106e+00 	 137.4047 	  0.8853 	 8.755301e+22 	 7.063061e+20 	 4.547225e-09 	 5.078513e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.3960 	 1.625802e+00 	 137.4879 	  0.8707 	 8.579776e+22 	 6.835299e+20 	 4.464720e-09 	 4.961041e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.5350 	 1.594126e+00 	 137.5694 	  0.8588 	 8.407501e+22 	 6.639122e+20 	 4.405013e-09 	 4.866521e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.6740 	 1.563066e+00 	 137.6476 	  0.8494 	 8.238553e+22 	 6.469974e+20 	 4.366124e-09 	 4.792096e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.8130 	 1.532613e+00 	 137.7209 	  0.8420 	 8.073013e+22 	 6.323302e+20 	 4.346072e-09 	 4.734904e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.1600 	 1.266907e+00 	 137.9165 	  0.8056 	 6.656754e+22 	 5.247716e+20 	 4.675521e-09 	 4.506513e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.2990 	 1.242302e+00 	 137.8784 	  0.8020 	 6.529235e+22 	 5.132115e+20 	 4.693998e-09 	 4.462569e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.4370 	 1.218352e+00 	 137.8328 	  0.7984 	 6.405584e+22 	 5.017056e+20 	 4.692442e-09 	 4.405998e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.5760 	 1.194700e+00 	 137.7801 	  0.7949 	 6.283862e+22 	 4.901485e+20 	 4.666195e-09 	 4.333663e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.7150 	 1.171510e+00 	 137.7216 	  0.7914 	 6.164826e+22 	 4.786855e+20 	 4.610525e-09 	 4.243591e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.0600 	 9.688351e-01 	 137.0667 	  0.7668 	 5.123812e+22 	 3.832905e+20 	 2.114632e-09 	 2.272119e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.1990 	 9.499631e-01 	 137.0149 	  0.7655 	 5.025726e+22 	 3.753661e+20 	 1.827904e-09 	 2.060350e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.3370 	 9.315880e-01 	 136.9715 	  0.7644 	 4.929913e+22 	 3.677783e+20 	 1.609654e-09 	 1.890764e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.4760 	 9.134379e-01 	 136.9374 	  0.7635 	 4.834944e+22 	 3.603887e+20 	 1.477567e-09 	 1.773109e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.6150 	 8.956419e-01 	 136.9142 	  0.7628 	 4.741478e+22 	 3.532245e+20 	 1.454469e-09 	 1.721059e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.9630 	 7.402946e-01 	 137.4464 	  0.7644 	 3.906539e+22 	 2.903567e+20 	 9.920790e-09 	 6.421908e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.1010 	 7.260337e-01 	 137.5584 	  0.7652 	 3.828413e+22 	 2.843917e+20 	 1.146077e-08 	 7.322631e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.2400 	 7.119544e-01 	 137.6710 	  0.7661 	 3.751239e+22 	 2.784918e+20 	 1.300004e-08 	 8.232169e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.3780 	 6.982530e-01 	 137.7792 	  0.7671 	 3.676170e+22 	 2.727505e+20 	 1.447571e-08 	 9.114841e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.5170 	 6.847249e-01 	 137.8816 	  0.7681 	 3.602161e+22 	 2.670929e+20 	 1.586805e-08 	 9.960628e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.8560 	 5.672364e-01 	 138.0019 	  0.7791 	 2.977570e+22 	 2.203789e+20 	 1.903138e-08 	 1.260894e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.9940 	 5.563439e-01 	 137.9290 	  0.7804 	 2.921724e+22 	 2.163451e+20 	 1.896537e-08 	 1.253765e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.1320 	 5.456621e-01 	 137.8512 	  0.7817 	 2.867149e+22 	 2.124239e+20 	 1.917402e-08 	 1.254612e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.2700 	 5.351868e-01 	 137.7723 	  0.7831 	 2.813748e+22 	 2.086052e+20 	 1.975954e-08 	 1.267723e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.4080 	 5.249139e-01 	 137.6955 	  0.7845 	 2.761427e+22 	 2.048787e+20 	 2.082413e-08 	 1.297389e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 21.7490 	 4.348179e-01 	 137.6256 	  0.8049 	 2.292488e+22 	 1.716817e+20 	 7.255527e-08 	 3.132212e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 21.8870 	 4.264708e-01 	 137.6818 	  0.8077 	 2.247762e+22 	 1.685159e+20 	 8.191701e-08 	 3.467943e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 22.0240 	 4.183419e-01 	 137.7364 	  0.8105 	 2.204130e+22 	 1.654312e+20 	 9.156642e-08 	 3.811006e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 22.1620 	 4.103094e-01 	 137.7862 	  0.8134 	 2.160999e+22 	 1.623867e+20 	 1.015234e-07 	 4.161052e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 22.3000 	 4.024298e-01 	 137.8268 	  0.8164 	 2.118734e+22 	 1.594096e+20 	 1.115969e-07 	 4.510214e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 23.6390 	 3.332886e-01 	 137.1218 	  0.8463 	 1.760040e+22 	 1.346486e+20 	 1.946657e-07 	 6.939702e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 23.7770 	 3.268636e-01 	 136.9575 	  0.8493 	 1.727991e+22 	 1.324691e+20 	 2.013049e-07 	 7.076069e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 23.9140 	 3.206072e-01 	 136.7970 	  0.8521 	 1.696824e+22 	 1.303431e+20 	 2.077796e-07 	 7.201922e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 24.0520 	 3.144261e-01 	 136.6440 	  0.8549 	 1.666004e+22 	 1.282304e+20 	 2.142646e-07 	 7.322919e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 24.1900 	 3.083648e-01 	 136.5057 	  0.8576 	 1.635683e+22 	 1.261372e+20 	 2.207928e-07 	 7.441957e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 25.5320 	 2.552927e-01 	 136.9444 	  0.8774 	 1.353188e+22 	 1.052404e+20 	 3.006825e-07 	 9.169438e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 25.6700 	 2.504015e-01 	 137.1882 	  0.8793 	 1.325062e+22 	 1.030252e+20 	 3.110319e-07 	 9.425313e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 25.8070 	 2.456433e-01 	 137.4531 	  0.8813 	 1.297440e+22 	 1.008394e+20 	 3.215972e-07 	 9.688291e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 25.9440 	 2.409806e-01 	 137.7364 	  0.8835 	 1.270161e+22 	 9.867505e+19 	 3.324155e-07 	 9.958274e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 26.0810 	 2.364117e-01 	 138.0337 	  0.8860 	 1.243271e+22 	 9.654017e+19 	 3.434497e-07 	 1.023334e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 27.4150 	 1.964782e-01 	 140.8508 	  0.9345 	 1.009589e+22 	 7.872687e+19 	 4.569685e-07 	 1.286308e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 27.5520 	 1.928117e-01 	 141.0930 	  0.9420 	 9.887695e+21 	 7.725194e+19 	 4.697360e-07 	 1.313001e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 27.6890 	 1.892205e-01 	 141.3271 	  0.9498 	 9.685003e+21 	 7.583405e+19 	 4.829890e-07 	 1.340300e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 27.8260 	 1.857031e-01 	 141.5540 	  0.9580 	 9.487645e+21 	 7.446985e+19 	 4.968099e-07 	 1.368412e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 27.9630 	 1.822582e-01 	 141.7741 	  0.9663 	 9.295456e+21 	 7.315599e+19 	 5.112810e-07 	 1.397545e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 31.1720 	 1.188276e-01 	 146.6643 	  1.1123 	 5.875898e+21 	 4.877375e+19 	 1.245388e-06 	 2.876992e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 31.3080 	 1.167337e-01 	 146.9267 	  1.1133 	 5.761971e+21 	 4.775597e+19 	 1.307993e-06 	 2.997012e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
