	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  8.8600 	 2.333430e+00 	 171.6222 	  5.0180 	 9.857080e+22 	 2.956736e+21 	 6.113263e-06 	 6.073609e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.0380 	 2.286528e+00 	 171.4124 	  4.8680 	 9.670868e+22 	 2.821609e+21 	 6.154622e-06 	 5.767946e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.2150 	 2.240776e+00 	 171.2000 	  4.7291 	 9.489123e+22 	 2.693902e+21 	 6.152131e-06 	 5.488974e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.3930 	 2.195644e+00 	 170.9832 	  4.5977 	 9.309728e+22 	 2.571476e+21 	 6.109244e-06 	 5.231260e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.5700 	 2.151624e+00 	 170.7648 	  4.4733 	 9.134637e+22 	 2.455015e+21 	 6.029895e-06 	 4.995436e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 10.3900 	 1.958495e+00 	 169.7328 	  3.9180 	 8.364622e+22 	 1.964278e+21 	 5.283994e-06 	 4.103851e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 10.5680 	 1.918836e+00 	 169.5076 	  3.7892 	 8.206028e+22 	 1.864039e+21 	 5.061443e-06 	 3.939840e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 10.7450 	 1.880173e+00 	 169.2845 	  3.6536 	 8.051216e+22 	 1.765060e+21 	 4.826321e-06 	 3.782195e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 10.9220 	 1.842265e+00 	 169.0627 	  3.5084 	 7.899227e+22 	 1.666086e+21 	 4.580862e-06 	 3.627724e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.1000 	 1.804894e+00 	 168.8414 	  3.3508 	 7.749163e+22 	 1.565863e+21 	 4.327064e-06 	 3.473303e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.9140 	 1.643188e+00 	 167.8634 	  2.4329 	 7.096855e+22 	 1.082560e+21 	 3.172559e-06 	 2.722426e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.0910 	 1.609926e+00 	 167.6520 	  2.1987 	 6.962184e+22 	 9.743141e+20 	 2.939082e-06 	 2.549913e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.2680 	 1.577300e+00 	 167.4354 	  1.9635 	 6.830074e+22 	 8.683926e+20 	 2.715666e-06 	 2.380088e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.4450 	 1.545292e+00 	 167.2104 	  1.7332 	 6.700530e+22 	 7.666249e+20 	 2.503837e-06 	 2.216250e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.6220 	 1.513882e+00 	 166.9739 	  1.5140 	 6.573559e+22 	 6.708403e+20 	 2.305117e-06 	 2.061694e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.4280 	 1.377884e+00 	 165.6775 	  0.8084 	 6.027938e+22 	 3.571061e+20 	 1.604265e-06 	 1.559344e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.6040 	 1.349639e+00 	 165.3433 	  0.7322 	 5.915667e+22 	 3.190939e+20 	 1.497548e-06 	 1.499969e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.7810 	 1.321745e+00 	 164.9938 	  0.6797 	 5.805048e+22 	 2.903293e+20 	 1.404640e-06 	 1.455292e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.9570 	 1.294511e+00 	 164.6356 	  0.6490 	 5.697234e+22 	 2.701455e+20 	 1.325243e-06 	 1.423856e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.1340 	 1.267622e+00 	 164.2676 	  0.6369 	 5.590901e+22 	 2.573134e+20 	 1.257096e-06 	 1.403327e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.4520 	 9.593060e-01 	 160.0503 	  0.9849 	 4.346314e+22 	 3.164931e+20 	 8.178122e-07 	 1.245070e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.6280 	 9.390239e-01 	 159.8354 	  0.9697 	 4.260522e+22 	 3.081238e+20 	 7.779900e-07 	 1.185366e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.8040 	 9.191463e-01 	 159.6134 	  0.9481 	 4.176317e+22 	 2.975190e+20 	 7.367107e-07 	 1.121084e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.9800 	 8.996639e-01 	 159.3730 	  0.9223 	 4.093931e+22 	 2.854725e+20 	 6.950627e-07 	 1.054956e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.1560 	 8.805673e-01 	 159.1028 	  0.8946 	 4.013600e+22 	 2.727778e+20 	 6.541343e-07 	 9.897149e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 17.9560 	 7.983725e-01 	 157.2306 	  0.8049 	 3.679861e+22 	 2.272499e+20 	 5.048342e-07 	 7.737711e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.1320 	 7.812521e-01 	 156.6902 	  0.7987 	 3.612956e+22 	 2.218285e+20 	 4.822614e-07 	 7.494952e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.3070 	 7.645569e-01 	 156.1441 	  0.7960 	 3.547903e+22 	 2.176148e+20 	 4.625212e-07 	 7.312314e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.4820 	 7.481815e-01 	 155.6094 	  0.7958 	 3.483855e+22 	 2.142510e+20 	 4.448666e-07 	 7.172908e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.6580 	 7.320277e-01 	 155.1035 	  0.7972 	 3.419990e+22 	 2.113986e+20 	 4.285980e-07 	 7.060834e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.4760 	 6.608963e-01 	 153.7178 	  0.7984 	 3.117867e+22 	 1.961747e+20 	 4.128521e-07 	 6.255170e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.6510 	 6.464973e-01 	 153.6650 	  0.7951 	 3.051309e+22 	 1.916197e+20 	 3.955241e-07 	 6.082791e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.8270 	 6.323066e-01 	 153.6744 	  0.7913 	 2.984283e+22 	 1.867467e+20 	 3.783045e-07 	 5.901302e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.0020 	 6.184863e-01 	 153.7318 	  0.7873 	 2.917905e+22 	 1.817352e+20 	 3.616758e-07 	 5.717724e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
