	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  2.3810 	 3.462166e+00 	 139.7608 	  3.4920 	 1.794959e+23 	 4.623883e+21 	 8.757864e-10 	 8.084314e-10 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  2.5280 	 3.392280e+00 	 139.7199 	  3.3387 	 1.759200e+23 	 4.340354e+21 	 1.085123e-09 	 9.987206e-10 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  2.6760 	 3.323307e+00 	 139.7002 	  3.1886 	 1.723699e+23 	 4.069639e+21 	 1.309961e-09 	 1.202139e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  2.8230 	 3.256161e+00 	 139.7005 	  3.0440 	 1.688941e+23 	 3.814998e+21 	 1.550050e-09 	 1.416669e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  2.9700 	 3.190350e+00 	 139.7192 	  2.9039 	 1.654691e+23 	 3.574154e+21 	 1.809630e-09 	 1.644373e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  4.1310 	 2.715279e+00 	 140.3610 	  1.9634 	 1.402708e+23 	 2.110821e+21 	 4.865885e-09 	 3.990005e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  4.2780 	 2.660502e+00 	 140.4852 	  1.8667 	 1.373235e+23 	 1.975281e+21 	 5.420918e-09 	 4.366966e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  4.4260 	 2.606508e+00 	 140.6155 	  1.7746 	 1.344132e+23 	 1.848790e+21 	 6.027132e-09 	 4.767077e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  4.5730 	 2.554008e+00 	 140.7488 	  1.6886 	 1.315800e+23 	 1.732659e+21 	 6.679122e-09 	 5.185663e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  4.7200 	 2.502613e+00 	 140.8847 	  1.6080 	 1.288046e+23 	 1.625603e+21 	 7.383592e-09 	 5.626084e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  5.8740 	 2.135297e+00 	 141.9026 	  1.1714 	 1.090717e+23 	 1.054358e+21 	 1.508515e-08 	 9.931598e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.0210 	 2.092811e+00 	 142.0199 	  1.1389 	 1.068119e+23 	 1.009398e+21 	 1.641096e-08 	 1.060433e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.1680 	 2.051223e+00 	 142.1361 	  1.1106 	 1.046037e+23 	 9.690857e+20 	 1.783675e-08 	 1.131018e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.3150 	 2.010511e+00 	 142.2521 	  1.0860 	 1.024450e+23 	 9.329085e+20 	 1.936979e-08 	 1.205079e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.4620 	 1.970653e+00 	 142.3686 	  1.0646 	 1.003337e+23 	 9.003544e+20 	 2.101734e-08 	 1.282780e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  7.6240 	 1.683058e+00 	 143.4014 	  0.9683 	 8.508486e+22 	 7.144384e+20 	 3.891556e-08 	 2.043097e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  7.7710 	 1.649890e+00 	 143.5580 	  0.9614 	 8.331631e+22 	 6.954189e+20 	 4.190348e-08 	 2.159226e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  7.9180 	 1.617404e+00 	 143.7231 	  0.9555 	 8.158108e+22 	 6.771125e+20 	 4.507801e-08 	 2.279932e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.0650 	 1.585587e+00 	 143.8976 	  0.9503 	 7.987850e+22 	 6.594880e+20 	 4.844647e-08 	 2.405228e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.2120 	 1.554430e+00 	 144.0823 	  0.9458 	 7.820793e+22 	 6.425143e+20 	 5.201615e-08 	 2.535123e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.3610 	 1.332379e+00 	 145.9550 	  0.9297 	 6.618387e+22 	 5.288452e+20 	 8.749459e-08 	 3.706169e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.5070 	 1.306743e+00 	 146.2466 	  0.9293 	 6.478224e+22 	 5.164387e+20 	 9.291289e-08 	 3.871427e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.6530 	 1.281656e+00 	 146.5472 	  0.9292 	 6.340897e+22 	 5.044231e+20 	 9.848739e-08 	 4.038818e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.8000 	 1.256942e+00 	 146.8576 	  0.9293 	 6.205503e+22 	 4.927006e+20 	 1.042397e-07 	 4.208956e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.9460 	 1.232929e+00 	 147.1724 	  0.9296 	 6.073888e+22 	 4.814112e+20 	 1.100735e-07 	 4.378976e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.1050 	 1.059964e+00 	 149.7684 	  0.9358 	 5.130209e+22 	 4.021072e+20 	 1.589371e-07 	 5.713203e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.2500 	 1.040369e+00 	 150.0950 	  0.9368 	 5.024334e+22 	 3.932842e+20 	 1.654512e-07 	 5.880727e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.3960 	 1.021054e+00 	 150.4239 	  0.9379 	 4.920234e+22 	 3.846271e+20 	 1.722029e-07 	 6.052682e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.5420 	 1.002143e+00 	 150.7528 	  0.9391 	 4.818566e+22 	 3.761935e+20 	 1.791857e-07 	 6.229089e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 11.6870 	 9.837488e-01 	 151.0795 	  0.9403 	 4.719920e+22 	 3.680347e+20 	 1.863870e-07 	 6.409845e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.8450 	 8.491691e-01 	 153.6785 	  0.9543 	 4.006291e+22 	 3.101737e+20 	 2.576717e-07 	 8.180111e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 12.9900 	 8.337242e-01 	 153.9921 	  0.9566 	 3.925519e+22 	 3.038010e+20 	 2.687020e-07 	 8.452360e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.1360 	 8.184735e-01 	 154.3002 	  0.9591 	 3.846084e+22 	 2.975761e+20 	 2.803239e-07 	 8.738236e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.2820 	 8.035209e-01 	 154.5988 	  0.9617 	 3.768548e+22 	 2.915425e+20 	 2.924722e-07 	 9.035867e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 13.4270 	 7.889623e-01 	 154.8843 	  0.9645 	 3.693421e+22 	 2.857388e+20 	 3.050675e-07 	 9.343059e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.5780 	 6.832772e-01 	 156.5907 	  0.9917 	 3.162624e+22 	 2.461312e+20 	 4.258124e-07 	 1.220589e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.7230 	 6.711366e-01 	 156.7386 	  0.9957 	 3.103395e+22 	 2.418633e+20 	 4.446073e-07 	 1.263554e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 14.8690 	 6.591565e-01 	 156.8801 	  0.9998 	 3.045200e+22 	 2.376891e+20 	 4.647641e-07 	 1.309117e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 15.0140 	 6.474942e-01 	 157.0163 	  1.0040 	 2.988737e+22 	 2.336522e+20 	 4.861499e-07 	 1.356909e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 15.1590 	 6.360602e-01 	 157.1509 	  1.0083 	 2.933506e+22 	 2.297102e+20 	 5.090410e-07 	 1.407488e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.3120 	 5.525045e-01 	 158.4916 	  1.0426 	 2.527373e+22 	 2.002360e+20 	 7.614137e-07 	 1.937781e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.4570 	 5.428494e-01 	 158.7218 	  1.0467 	 2.479609e+22 	 1.966413e+20 	 8.040737e-07 	 2.023493e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.6010 	 5.334396e-01 	 158.9664 	  1.0506 	 2.432863e+22 	 1.930872e+20 	 8.493030e-07 	 2.113262e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.7460 	 5.241419e-01 	 159.2292 	  1.0543 	 2.386484e+22 	 1.895233e+20 	 8.978650e-07 	 2.208449e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 16.8910 	 5.150197e-01 	 159.5091 	  1.0577 	 2.340799e+22 	 1.859732e+20 	 9.495917e-07 	 2.308566e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.0520 	 4.480056e-01 	 162.4060 	  1.0742 	 1.999868e+22 	 1.579691e+20 	 1.494873e-06 	 3.301821e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.1970 	 4.403504e-01 	 162.8468 	  1.0750 	 1.960400e+22 	 1.545651e+20 	 1.581957e-06 	 3.451368e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.3410 	 4.328965e-01 	 163.2991 	  1.0757 	 1.921897e+22 	 1.512281e+20 	 1.673321e-06 	 3.605782e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.4860 	 4.255378e-01 	 163.7681 	  1.0765 	 1.883825e+22 	 1.479198e+20 	 1.770460e-06 	 3.767294e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 18.6310 	 4.183239e-01 	 164.2496 	  1.0773 	 1.846458e+22 	 1.446718e+20 	 1.872984e-06 	 3.934937e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.7750 	 3.661874e-01 	 168.3722 	  1.0948 	 1.576575e+22 	 1.220002e+20 	 2.890074e-06 	 5.476489e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 19.9200 	 3.601485e-01 	 168.9258 	  1.0986 	 1.545480e+22 	 1.195300e+20 	 3.042742e-06 	 5.695595e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.0640 	 3.542704e-01 	 169.4817 	  1.1026 	 1.515261e+22 	 1.171515e+20 	 3.197635e-06 	 5.916311e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.2080 	 3.485086e-01 	 170.0435 	  1.1068 	 1.485688e+22 	 1.148410e+20 	 3.355071e-06 	 6.139382e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 20.3530 	 3.428222e-01 	 170.6151 	  1.1112 	 1.456553e+22 	 1.125767e+20 	 3.515440e-06 	 6.365619e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 21.5090 	 3.013489e-01 	 175.3467 	  1.1429 	 1.246004e+22 	 9.604897e+19 	 4.778790e-06 	 8.143015e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 21.6530 	 2.966271e-01 	 175.9422 	  1.1460 	 1.222356e+22 	 9.413360e+19 	 4.928870e-06 	 8.355870e-07 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
