	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	 -0.7430 	 3.304264e+00 	 171.3040 	  6.9748 	 1.399064e+23 	 5.884283e+21 	 7.915700e-06 	 1.566376e-06 	  4.1659 	  1.3250 	 -1000.0000 	 -1000.0000 
	 -0.6150 	 3.256580e+00 	 171.4041 	  6.8559 	 1.378087e+23 	 5.696139e+21 	 9.247648e-06 	 1.684688e-06 	  4.1931 	  1.1750 	 -1000.0000 	 -1000.0000 
	 -0.4870 	 3.209585e+00 	 171.5029 	  6.7402 	 1.357409e+23 	 5.513238e+21 	 1.088627e-05 	 1.770262e-06 	  4.2144 	  1.0381 	 -1000.0000 	 -1000.0000 
	 -0.3590 	 3.163273e+00 	 171.6013 	  6.6276 	 1.337024e+23 	 5.335421e+21 	 1.277897e-05 	 1.801033e-06 	  4.2293 	  0.9168 	 -1000.0000 	 -1000.0000 
	 -0.2310 	 3.117636e+00 	 171.7000 	  6.5177 	 1.316928e+23 	 5.162531e+21 	 1.482825e-05 	 1.762387e-06 	  4.2378 	  0.8139 	 -1000.0000 	 -1000.0000 
	  1.4040 	 2.591116e+00 	 173.3322 	  5.2236 	 1.083394e+23 	 3.318980e+21 	 1.580082e-05 	 1.480600e-06 	  3.9923 	  1.2034 	 -1000.0000 	 -1000.0000 
	  1.5400 	 2.551783e+00 	 173.5280 	  5.1144 	 1.065717e+23 	 3.190371e+21 	 1.615259e-05 	 1.466461e-06 	  3.9658 	  1.2302 	 -1000.0000 	 -1000.0000 
	  1.6760 	 2.513097e+00 	 173.7374 	  5.0034 	 1.048281e+23 	 3.064675e+21 	 1.661503e-05 	 1.461448e-06 	  3.9409 	  1.2471 	 -1000.0000 	 -1000.0000 
	  1.8110 	 2.475327e+00 	 173.9598 	  4.8910 	 1.031203e+23 	 2.942597e+21 	 1.714366e-05 	 1.464551e-06 	  3.9178 	  1.2544 	 -1000.0000 	 -1000.0000 
	  1.9470 	 2.437905e+00 	 174.1993 	  4.7751 	 1.014226e+23 	 2.822139e+21 	 1.771339e-05 	 1.475030e-06 	  3.8963 	  1.2526 	 -1000.0000 	 -1000.0000 
	  3.6170 	 2.026563e+00 	 178.7274 	  3.0398 	 8.221957e+22 	 1.488569e+21 	 1.805642e-05 	 1.419516e-06 	  3.7838 	  0.6290 	  0.6714 	  0.1237 
	  3.7530 	 1.996731e+00 	 179.2279 	  2.8803 	 8.078403e+22 	 1.392346e+21 	 1.736925e-05 	 1.285784e-06 	  3.7865 	  0.5865 	  0.6781 	  0.1178 
	  3.8880 	 1.967627e+00 	 179.7402 	  2.7235 	 7.937963e+22 	 1.299835e+21 	 1.794748e-05 	 1.335603e-06 	  3.7909 	  0.5806 	  0.6854 	  0.1177 
	  4.0230 	 1.939022e+00 	 180.2666 	  2.5692 	 7.799620e+22 	 1.210636e+21 	 1.877638e-05 	 1.397039e-06 	  3.7971 	  0.5733 	  0.6933 	  0.1174 
	  4.1590 	 1.910702e+00 	 180.8101 	  2.4174 	 7.662422e+22 	 1.124444e+21 	 1.990676e-05 	 1.472413e-06 	  3.8052 	  0.5646 	  0.7015 	  0.1169 
	  5.8200 	 1.601999e+00 	 187.9920 	  1.2331 	 6.179415e+22 	 4.739862e+20 	 7.024839e-05 	 3.325902e-06 	  4.1610 	  0.4118 	  0.7976 	  0.0933 
	  5.9550 	 1.579663e+00 	 188.5550 	  1.2010 	 6.075412e+22 	 4.544511e+20 	 7.653281e-05 	 3.607019e-06 	  4.2168 	  0.4128 	  0.8051 	  0.1007 
	  6.0900 	 1.557698e+00 	 189.1005 	  1.1760 	 5.973929e+22 	 4.384625e+20 	 8.167545e-05 	 4.070011e-06 	  4.2773 	  0.4401 	  0.8126 	  0.1117 
	  6.2250 	 1.536094e+00 	 189.6253 	  1.1572 	 5.874964e+22 	 4.256059e+20 	 8.616335e-05 	 4.396124e-06 	  4.3430 	  0.4691 	  0.8205 	  0.1212 
	  6.3600 	 1.514843e+00 	 190.1261 	  1.1439 	 5.778519e+22 	 4.154669e+20 	 9.020758e-05 	 4.609524e-06 	  4.4138 	  0.5109 	  0.8290 	  0.1286 
	  8.0230 	 1.278396e+00 	 193.2053 	  1.1236 	 4.793825e+22 	 3.628022e+20 	 1.037110e-04 	 3.739077e-06 	  5.3579 	  0.3941 	  0.9846 	  0.0907 
	  8.1580 	 1.261018e+00 	 193.1940 	  1.1195 	 4.728630e+22 	 3.572294e+20 	 1.017083e-04 	 3.719220e-06 	  5.3911 	  0.3985 	  0.9920 	  0.0914 
	  8.2920 	 1.244012e+00 	 193.1583 	  1.1149 	 4.665551e+22 	 3.514415e+20 	 9.970388e-05 	 3.702114e-06 	  5.4107 	  0.4026 	  0.9974 	  0.0930 
	  8.4270 	 1.227119e+00 	 193.1017 	  1.1099 	 4.603506e+22 	 3.454079e+20 	 9.773414e-05 	 3.687908e-06 	  5.4172 	  0.4063 	  1.0006 	  0.0952 
	  8.5620 	 1.210462e+00 	 193.0285 	  1.1047 	 4.542835e+22 	 3.392273e+20 	 9.586891e-05 	 3.676967e-06 	  5.4115 	  0.4096 	  1.0018 	  0.0974 
	 10.2160 	 1.023708e+00 	 192.2592 	  1.0589 	 3.861383e+22 	 2.713984e+20 	 9.238469e-05 	 3.818535e-06 	  4.9252 	  0.4504 	  0.9352 	  0.1020 
	 10.3510 	 1.009773e+00 	 192.2776 	  1.0580 	 3.808509e+22 	 2.672883e+20 	 9.392874e-05 	 3.850524e-06 	  4.8922 	  0.4498 	  0.9323 	  0.0998 
	 10.4850 	 9.961286e-01 	 192.3087 	  1.0573 	 3.756435e+22 	 2.633733e+20 	 9.565189e-05 	 3.883783e-06 	  4.8656 	  0.4429 	  0.9311 	  0.0974 
	 10.6190 	 9.826700e-01 	 192.3521 	  1.0568 	 3.704793e+22 	 2.596009e+20 	 9.752845e-05 	 3.918011e-06 	  4.8457 	  0.4308 	  0.9317 	  0.0950 
	 10.7530 	 9.693963e-01 	 192.4073 	  1.0564 	 3.653605e+22 	 2.559498e+20 	 9.951926e-05 	 3.952681e-06 	  4.8327 	  0.4147 	  0.9341 	  0.0927 
	 12.4160 	 8.196009e-01 	 193.8552 	  1.0369 	 3.064877e+22 	 2.130032e+20 	 1.200503e-04 	 4.278362e-06 	  5.0318 	  0.3437 	  1.0427 	  0.0895 
	 12.5510 	 8.085941e-01 	 194.0113 	  1.0335 	 3.021313e+22 	 2.094241e+20 	 1.206451e-04 	 4.291418e-06 	  5.0562 	  0.3423 	  1.0520 	  0.0892 
	 12.6850 	 7.978265e-01 	 194.1673 	  1.0301 	 2.978715e+22 	 2.058835e+20 	 1.210387e-04 	 4.302290e-06 	  5.0786 	  0.3414 	  1.0604 	  0.0885 
