	 height_(km) 	 press_(mbar) 	 temp_(K) 	 temperr_(K) 	 numdens_(m-3) 	 numdenserr_(m-3) 	 H2Ovmr_() 	 H2Ovmrerr_() 	 D/H_(VSMOW) 	 D/Herr_(VSMOW) 	 18O/16O_(VSMOW) 	 18O/16Oerr_(VSMOW) 
	  6.3970 	 2.038879e+00 	 137.3678 	  3.9243 	 1.077540e+23 	 3.105034e+21 	 9.639301e-08 	 3.975828e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.5570 	 1.993282e+00 	 136.8103 	  3.5767 	 1.057053e+23 	 2.792421e+21 	 6.379627e-08 	 2.718907e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.7180 	 1.948324e+00 	 136.3636 	  3.2562 	 1.036103e+23 	 2.505600e+21 	 3.843220e-08 	 1.738655e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  6.8780 	 1.904562e+00 	 136.0277 	  2.9655 	 1.015002e+23 	 2.246728e+21 	 2.035118e-08 	 1.038427e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  7.3960 	 1.769105e+00 	 135.6127 	  2.1978 	 9.454095e+22 	 1.570798e+21 	 2.180940e-08 	 2.243721e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  7.5570 	 1.728928e+00 	 135.6725 	  2.0081 	 9.235793e+22 	 1.405971e+21 	 1.609018e-08 	 1.351987e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  7.7170 	 1.689898e+00 	 135.8108 	  1.8401 	 9.018838e+22 	 1.260979e+21 	 1.516884e-08 	 7.869472e-09 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  7.8780 	 1.651526e+00 	 136.0238 	  1.6905 	 8.801057e+22 	 1.132592e+21 	 2.624306e-08 	 1.067488e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.0380 	 1.614283e+00 	 136.3033 	  1.5596 	 8.585690e+22 	 1.021000e+21 	 4.345862e-08 	 1.532390e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.5640 	 1.498069e+00 	 137.6299 	  1.2376 	 7.891726e+22 	 7.491352e+20 	 8.394712e-08 	 3.080928e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.7230 	 1.464805e+00 	 138.1333 	  1.1679 	 7.688186e+22 	 6.903921e+20 	 1.012595e-07 	 3.619303e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  8.8830 	 1.432200e+00 	 138.6781 	  1.1083 	 7.487219e+22 	 6.398080e+20 	 1.183633e-07 	 4.127057e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.0420 	 1.400659e+00 	 139.2520 	  1.0582 	 7.291860e+22 	 5.966357e+20 	 1.345033e-07 	 4.575375e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.2020 	 1.369781e+00 	 139.8568 	  1.0156 	 7.100181e+22 	 5.589409e+20 	 1.493365e-07 	 4.947240e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.7340 	 1.273054e+00 	 141.9299 	  0.9162 	 6.503545e+22 	 4.627871e+20 	 1.866980e-07 	 5.549665e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	  9.8930 	 1.245759e+00 	 142.5065 	  0.8959 	 6.338458e+22 	 4.409412e+20 	 1.954907e-07 	 5.598014e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
	 10.0530 	 1.218964e+00 	 143.0371 	  0.8784 	 6.178959e+22 	 4.214098e+20 	 2.038801e-07 	 5.616099e-08 	 -1000.0000 	 -1000.0000 	 -1000.0000 	 -1000.0000 
