FileName 	 Orbit 	 I/E 	 Pos 	 F/P 	 Ls 	 Loct 	 lat 	 lon 
MIR_2A_ORB013039_N1_I_P1_06_F 	 013039 	 I 	 06 	 F 	  302.68 	   15.52 	   56.94 	  163.78 
MIR_2A_ORB013048_N2_E_P1_06_F 	 013048 	 E 	 06 	 F 	  303.14 	   21.00 	  -61.65 	  -21.18 
MIR_2A_ORB013061_N1_I_P1_06_F 	 013061 	 I 	 06 	 F 	  303.75 	   15.82 	   54.28 	 -103.04 
MIR_2A_ORB013072_N2_E_P1_06_F 	 013072 	 E 	 06 	 F 	  304.30 	   20.28 	  -56.31 	   -0.03 
MIR_2A_ORB013361_N2_E_P1_06_F 	 013361 	 E 	 06 	 F 	  318.04 	    6.67 	   29.67 	  160.87 
MIR_2A_ORB013427_N2_E_P1_06_F 	 013427 	 E 	 06 	 F 	  321.11 	    7.45 	   52.66 	   77.60 
MIR_2A_ORB013448_N2_E_P1_06_F 	 013448 	 E 	 06 	 F 	  322.08 	    7.63 	   56.30 	 -162.39 
MIR_2A_ORB013471_N2_E_P1_06_F 	 013471 	 E 	 06 	 F 	  323.14 	    7.80 	   59.26 	  -99.94 
MIR_2A_ORB013492_N1_I_P1_06_F 	 013492 	 I 	 06 	 F 	  324.09 	    0.75 	  -75.27 	  -78.58 
MIR_2A_ORB013511_N1_I_P1_06_F 	 013511 	 I 	 06 	 F 	  324.96 	   23.75 	  -75.83 	   81.41 
MIR_2A_ORB013528_N1_E_P2_06_F 	 013528 	 E 	 06 	 F 	  325.75 	    8.17 	   64.93 	   70.07 
MIR_2A_ORB013555_N1_E_P2_06_F 	 013555 	 E 	 06 	 F 	  326.99 	    8.35 	   67.09 	   17.97 
MIR_2A_ORB013573_N1_I_P2_06_F 	 013573 	 I 	 06 	 F 	  327.79 	   21.07 	  -72.12 	   62.54 
MIR_2A_ORB013589_N1_I_P2_06_F 	 013589 	 I 	 06 	 F 	  328.51 	   20.62 	  -70.25 	  -43.34 
MIR_2A_ORB013608_N1_E_P2_06_F 	 013608 	 E 	 06 	 F 	  329.39 	    8.65 	   70.48 	  -58.06 
MIR_2A_ORB013638_N1_E_P2_06_F 	 013638 	 E 	 06 	 F 	  330.74 	    8.87 	   72.27 	  164.26 
MIR_2A_ORB013656_N1_I_P2_06_F 	 013656 	 I 	 06 	 F 	  331.53 	   19.40 	  -60.12 	  175.86 
MIR_2A_ORB013677_N1_E_P1_06_F 	 013677 	 E 	 06 	 F 	  332.49 	    9.17 	   74.44 	  129.89 
MIR_2A_ORB013695_N1_I_P1_06_F 	 013695 	 I 	 06 	 F 	  333.28 	   18.95 	  -52.24 	  130.00 
MIR_2A_ORB013731_N1_I_P1_06_F 	 013731 	 I 	 06 	 F 	  334.88 	   18.65 	  -43.28 	  172.03 
MIR_2A_ORB013740_N2_E_P1_06_F 	 013740 	 E 	 06 	 F 	  335.29 	    9.98 	   77.87 	  134.54 
MIR_2A_ORB013782_N2_E_P1_06_F 	 013782 	 E 	 06 	 F 	  337.15 	   11.02 	   79.89 	   25.15 
MIR_2A_ORB013793_N1_I_P1_06_F 	 013793 	 I 	 06 	 F 	  337.62 	   18.22 	  -20.48 	 -174.74 
MIR_2A_ORB014014_N1_I_P1_06_F 	 014014 	 I 	 06 	 F 	  347.20 	    7.60 	   76.42 	  155.26 
MIR_2A_ORB014021_N2_E_P1_06_F 	 014021 	 E 	 06 	 F 	  347.51 	    5.97 	   -6.49 	  -76.16 
MIR_2A_ORB014030_N1_I_P1_06_F 	 014030 	 I 	 06 	 F 	  347.88 	    8.00 	   79.43 	   62.31 
MIR_2A_ORB014068_N1_I_P1_06_F 	 014068 	 I 	 06 	 F 	  349.49 	    9.23 	   83.79 	   70.50 
MIR_2A_ORB014079_N2_E_P1_06_F 	 014079 	 E 	 06 	 F 	  349.97 	    5.78 	  -36.73 	   54.86 
MIR_2A_ORB014102_N2_E_P1_06_F 	 014102 	 E 	 06 	 F 	  350.94 	    5.75 	  -44.65 	  113.76 
MIR_2A_ORB014111_N1_I_P1_06_F 	 014111 	 I 	 06 	 F 	  351.31 	   12.30 	   86.09 	  -37.19 
MIR_2A_ORB014121_N2_E_P1_06_F 	 014121 	 E 	 06 	 F 	  351.74 	    5.73 	  -49.98 	  -72.13 
MIR_2A_ORB014132_N1_I_P1_06_F 	 014132 	 I 	 06 	 F 	  352.19 	   14.17 	   85.83 	  107.99 
MIR_2A_ORB014150_N1_I_P1_06_F 	 014150 	 I 	 06 	 F 	  352.94 	   15.40 	   84.92 	  -30.00 
MIR_2A_ORB014169_N1_E_P1_06_F 	 014169 	 E 	 06 	 F 	  353.75 	    5.70 	  -60.68 	  -10.62 
MIR_2A_ORB014188_N1_E_P2_06_F 	 014188 	 E 	 06 	 F 	  354.54 	    5.70 	  -64.16 	  163.97 
MIR_2A_ORB014231_N1_I_P2_06_F 	 014231 	 I 	 06 	 F 	  356.31 	   17.45 	   77.93 	 -163.82 
MIR_2A_ORB014255_N1_I_P2_06_F 	 014255 	 I 	 06 	 F 	  357.31 	   17.65 	   75.29 	 -129.47 
MIR_2A_ORB014274_N1_I_P2_06_F 	 014274 	 I 	 06 	 F 	  358.09 	   17.77 	   73.04 	   47.03 
MIR_2A_ORB014293_N1_E_P2_06_F 	 014293 	 E 	 06 	 F 	  358.88 	    5.90 	  -78.27 	   33.30 
MIR_2A_ORB014381_N1_E_P1_06_F 	 014381 	 E 	 06 	 F 	    2.47 	    7.53 	  -86.87 	   52.53 
MIR_2A_ORB014401_N1_I_P1_06_F 	 014401 	 I 	 06 	 F 	    3.27 	   18.08 	   50.81 	    6.17 
MIR_2A_ORB014412_N2_E_P1_06_F 	 014412 	 E 	 06 	 F 	    3.73 	   12.07 	  -88.23 	  -49.18 
MIR_2A_ORB014429_N1_I_P1_06_F 	 014429 	 I 	 06 	 F 	    4.40 	   18.10 	   42.60 	  -77.83 
MIR_2A_ORB014440_N2_E_P1_06_F 	 014440 	 E 	 06 	 F 	    4.86 	   15.43 	  -86.37 	  -82.11 
MIR_2A_ORB014453_N1_I_P1_06_F 	 014453 	 I 	 06 	 F 	    5.37 	   18.08 	   34.02 	  -47.27 
MIR_2A_ORB014466_N2_E_P1_06_F 	 014466 	 E 	 06 	 F 	    5.90 	   16.35 	  -83.50 	  -94.33 
MIR_2A_ORB014477_N1_I_P1_06_F 	 014477 	 I 	 06 	 F 	    6.34 	   18.05 	   23.23 	  -17.09 
