Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    3.96 	  153.57 	    1.71 	 1.006e-03 	 7.352e-05 	 9.472e-06 	 6.336e-07 	 1.898e-06 	 1.032e-07 
   6.11 	  149.81 	    1.35 	 1.039e-03 	 8.897e-05 	 9.564e-06 	 7.598e-07 	 1.890e-06 	 1.304e-07 
   8.25 	  149.28 	    0.85 	 1.070e-03 	 1.299e-04 	 1.063e-05 	 1.227e-06 	 2.013e-06 	 1.079e-07 
  10.39 	  148.83 	    0.80 	 1.177e-03 	 1.379e-04 	 1.240e-05 	 1.741e-06 	 2.294e-06 	 1.236e-07 
  12.53 	  146.21 	    0.91 	 1.324e-03 	 1.795e-04 	 1.363e-05 	 1.548e-06 	 2.649e-06 	 1.062e-07 
  14.67 	  144.89 	    0.85 	 1.454e-03 	 2.240e-04 	 1.514e-05 	 1.317e-06 	 3.050e-06 	 1.056e-07 
  16.79 	  146.11 	    0.86 	 1.589e-03 	 1.991e-04 	 1.646e-05 	 1.503e-06 	 3.226e-06 	 1.390e-07 
  18.92 	  147.96 	    0.87 	 1.587e-03 	 1.471e-04 	 1.667e-05 	 1.327e-06 	 3.235e-06 	 1.248e-07 
  21.04 	  148.20 	    1.02 	 1.527e-03 	 1.405e-04 	 1.557e-05 	 1.045e-06 	 3.153e-06 	 1.237e-07 
  23.16 	  148.36 	    0.90 	 1.505e-03 	 1.347e-04 	 1.642e-05 	 1.112e-06 	 3.253e-06 	 1.177e-07 
  26.29 	  149.35 	    1.02 	 1.530e-03 	 1.032e-04 	 1.695e-05 	 8.656e-07 	 3.463e-06 	 1.879e-07 
  29.42 	  151.51 	    1.43 	 1.709e-03 	 1.436e-04 	 1.726e-05 	 1.051e-06 	 3.579e-06 	 2.387e-07 
  31.53 	  153.56 	    0.59 	 1.644e-03 	 1.413e-04 	 1.712e-05 	 9.733e-07 	 3.542e-06 	 1.870e-07 
  33.63 	  156.08 	    0.73 	 1.621e-03 	 8.616e-05 	 1.672e-05 	 8.536e-07 	 3.413e-06 	 1.823e-07 
  35.73 	  157.79 	    0.99 	 1.778e-03 	 6.744e-05 	 1.714e-05 	 9.141e-07 	 3.463e-06 	 1.910e-07 
  37.82 	  158.00 	    1.36 	 1.836e-03 	 1.070e-04 	 1.843e-05 	 8.378e-07 	 3.817e-06 	 1.876e-07 
  39.91 	  157.80 	    1.53 	 2.273e-03 	 9.596e-05 	 2.401e-05 	 1.070e-06 	 4.823e-06 	 2.567e-07 
  43.04 	  160.10 	    1.82 	 2.803e-03 	 1.075e-04 	 3.145e-05 	 1.618e-06 	 5.787e-06 	 3.434e-07 
  46.15 	  165.39 	    2.19 	 2.428e-03 	 1.001e-04 	 2.566e-05 	 1.351e-06 	 5.067e-06 	 4.562e-07 
  48.23 	  166.83 	    2.60 	 2.346e-03 	 7.837e-05 	 2.465e-05 	 1.527e-06 	 5.041e-06 	 5.525e-07 
  52.37 	  166.66 	    4.15 	 2.665e-03 	 1.271e-04 	 3.221e-05 	 1.720e-06 	 5.473e-06 	 8.463e-07 
  56.50 	  167.26 	    6.13 	 3.352e-03 	 1.749e-04 	 3.807e-05 	 2.006e-06 	 5.418e-06 	 1.241e-06 
  58.56 	  168.71 	    7.17 	 3.075e-03 	 1.804e-04 	 3.600e-05 	 3.119e-06 	 5.281e-06 	 1.469e-06 
  60.61 	  170.44 	    8.20 	 2.941e-03 	 1.675e-04 	 3.677e-05 	 3.359e-06 	 5.181e-06 	 1.676e-06 
  62.65 	  172.78 	    9.21 	 3.179e-03 	 2.198e-04 	 4.248e-05 	 3.525e-06 	 5.247e-06 	 1.889e-06 
  64.70 	  173.98 	   10.11 	 3.296e-03 	 2.573e-04 	 4.765e-05 	 4.640e-06 	 5.311e-06 	 2.114e-06 
  66.74 	  173.02 	   10.85 	 3.368e-03 	 2.812e-04 	 4.829e-05 	 6.154e-06 	 5.366e-06 	 2.368e-06 
  68.77 	  171.22 	   11.36 	 3.429e-03 	 3.401e-04 	 4.731e-05 	 6.998e-06 	 5.356e-06 	 2.529e-06 
  70.80 	  169.24 	   11.55 	 3.474e-03 	 4.438e-04 	 4.842e-05 	 7.069e-06 	 5.225e-06 	 2.556e-06 
  72.83 	  164.31 	   11.40 	 3.602e-03 	 6.201e-04 	 5.092e-05 	 8.618e-06 	 4.985e-06 	 2.463e-06 
  74.85 	  159.25 	   10.99 	 3.845e-03 	 8.305e-04 	 5.488e-05 	 1.236e-05 	 4.677e-06 	 2.271e-06 
