Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   10.47 	  149.34 	    1.16 	 7.892e-04 	 5.425e-05 	 8.527e-06 	 4.199e-07 	 1.815e-06 	 7.447e-08 
  13.09 	  147.20 	    1.04 	 8.589e-04 	 6.807e-05 	 9.009e-06 	 5.431e-07 	 1.960e-06 	 1.206e-07 
  15.69 	  145.57 	    0.73 	 9.248e-04 	 1.064e-04 	 9.155e-06 	 5.395e-07 	 2.029e-06 	 1.692e-07 
  18.28 	  143.16 	    0.85 	 1.048e-03 	 1.536e-04 	 1.024e-05 	 4.879e-07 	 2.301e-06 	 1.583e-07 
  20.86 	  142.82 	    0.58 	 1.594e-03 	 2.188e-04 	 1.602e-05 	 9.817e-07 	 3.403e-06 	 2.025e-07 
  23.44 	  141.97 	    0.84 	 1.815e-03 	 1.985e-04 	 1.857e-05 	 1.156e-06 	 4.004e-06 	 2.632e-07 
  26.01 	  141.32 	    0.53 	 1.649e-03 	 1.817e-04 	 1.620e-05 	 9.549e-07 	 3.490e-06 	 2.171e-07 
  28.57 	  142.18 	    0.71 	 1.866e-03 	 1.811e-04 	 1.926e-05 	 8.204e-07 	 4.047e-06 	 2.415e-07 
  31.12 	  144.50 	    0.76 	 1.691e-03 	 1.101e-04 	 1.768e-05 	 1.280e-06 	 3.813e-06 	 2.579e-07 
  33.67 	  147.78 	    1.03 	 1.434e-03 	 9.855e-05 	 1.418e-05 	 6.514e-07 	 3.157e-06 	 2.235e-07 
  36.21 	  150.39 	    1.47 	 1.707e-03 	 1.005e-04 	 1.728e-05 	 5.015e-07 	 3.688e-06 	 2.264e-07 
  38.74 	  152.24 	    1.51 	 1.995e-03 	 1.141e-04 	 1.993e-05 	 7.923e-07 	 4.185e-06 	 2.794e-07 
  41.26 	  153.65 	    1.79 	 1.824e-03 	 1.346e-04 	 1.923e-05 	 7.308e-07 	 4.250e-06 	 3.019e-07 
  43.77 	  155.74 	    2.42 	 2.299e-03 	 1.613e-04 	 2.341e-05 	 8.101e-07 	 5.030e-06 	 3.138e-07 
  46.27 	  158.82 	    3.48 	 2.680e-03 	 1.769e-04 	 2.823e-05 	 1.006e-06 	 5.929e-06 	 4.739e-07 
  48.77 	  162.61 	    4.71 	 2.582e-03 	 1.709e-04 	 2.837e-05 	 1.364e-06 	 6.014e-06 	 6.403e-07 
  51.26 	  165.70 	    5.76 	 2.580e-03 	 2.414e-04 	 2.821e-05 	 1.457e-06 	 5.957e-06 	 8.160e-07 
  56.14 	  166.56 	    8.02 	 2.270e-03 	 3.026e-04 	 2.886e-05 	 1.966e-06 	 6.534e-06 	 1.245e-06 
  61.00 	  167.78 	   10.73 	 2.486e-03 	 3.750e-04 	 3.318e-05 	 1.547e-06 	 7.722e-06 	 1.866e-06 
  63.45 	  168.86 	   12.00 	 2.622e-03 	 4.225e-04 	 3.673e-05 	 1.747e-06 	 9.033e-06 	 2.455e-06 
  65.89 	  170.62 	   12.84 	 2.499e-03 	 4.241e-04 	 3.740e-05 	 2.758e-06 	 1.033e-05 	 3.233e-06 
  68.32 	  170.56 	   13.23 	 2.559e-03 	 4.609e-04 	 3.837e-05 	 4.217e-06 	 1.175e-05 	 4.202e-06 
  70.74 	  168.01 	   13.15 	 2.732e-03 	 5.705e-04 	 3.978e-05 	 5.769e-06 	 1.336e-05 	 5.439e-06 
  73.15 	  164.49 	   12.70 	 3.021e-03 	 6.467e-04 	 4.141e-05 	 6.586e-06 	 1.497e-05 	 6.762e-06 
  76.75 	  159.84 	   11.52 	 3.778e-03 	 8.943e-04 	 4.553e-05 	 9.098e-06 	 1.801e-05 	 9.712e-06 
  80.33 	  159.31 	   10.17 	 4.528e-03 	 1.367e-03 	 5.293e-05 	 1.404e-05 	 2.504e-05 	 1.724e-05 
  82.71 	  160.31 	    9.28 	 5.010e-03 	 1.661e-03 	 5.813e-05 	 1.808e-05 	 3.369e-05 	 2.673e-05 
  85.08 	  162.37 	    8.29 	 5.321e-03 	 1.857e-03 	 6.041e-05 	 2.381e-05 	 3.969e-05 	 3.642e-05 
  87.44 	  160.87 	    9.31 	 5.311e-03 	 2.078e-03 	 6.054e-05 	 3.136e-05 	 3.342e-05 	 3.251e-05 
  89.79 	  156.57 	   11.21 	 4.366e-03 	 1.660e-03 	 4.840e-05 	 2.348e-05 	 2.028e-05 	 1.805e-05 
