Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   11.52 	  172.10 	    1.32 	 8.554e-04 	 1.496e-04 	 9.363e-06 	 1.293e-06 	 2.083e-06 	 1.762e-07 
  14.33 	  166.42 	    1.39 	 8.608e-04 	 1.529e-04 	 9.171e-06 	 1.025e-06 	 2.032e-06 	 1.983e-07 
  17.13 	  163.23 	    1.34 	 1.030e-03 	 2.132e-04 	 1.105e-05 	 1.115e-06 	 2.353e-06 	 2.336e-07 
  21.27 	  159.44 	    1.15 	 8.771e-04 	 1.297e-04 	 9.669e-06 	 9.664e-07 	 2.184e-06 	 2.058e-07 
  25.39 	  155.84 	    1.28 	 8.763e-04 	 6.078e-05 	 9.417e-06 	 4.492e-07 	 2.078e-06 	 1.673e-07 
  28.16 	  156.27 	    1.22 	 1.148e-03 	 9.674e-05 	 1.251e-05 	 5.824e-07 	 2.692e-06 	 2.235e-07 
  30.91 	  158.13 	    1.30 	 1.129e-03 	 1.232e-04 	 1.270e-05 	 1.019e-06 	 2.783e-06 	 2.615e-07 
  33.65 	  159.88 	    1.67 	 1.032e-03 	 7.412e-05 	 1.145e-05 	 4.126e-07 	 2.455e-06 	 1.956e-07 
  36.39 	  162.39 	    1.79 	 1.017e-03 	 5.847e-05 	 1.107e-05 	 4.701e-07 	 2.428e-06 	 1.943e-07 
  39.11 	  167.73 	    2.05 	 1.056e-03 	 9.204e-05 	 1.192e-05 	 4.955e-07 	 2.593e-06 	 2.796e-07 
  44.48 	  180.64 	    1.90 	 1.363e-03 	 1.278e-04 	 1.333e-05 	 7.349e-07 	 2.798e-06 	 3.871e-07 
  49.82 	  184.33 	    1.50 	 1.402e-03 	 1.382e-04 	 1.424e-05 	 7.915e-07 	 2.785e-06 	 5.229e-07 
  52.50 	  181.55 	    2.09 	 1.353e-03 	 1.395e-04 	 1.469e-05 	 8.959e-07 	 2.806e-06 	 6.246e-07 
  55.16 	  177.33 	    3.19 	 1.288e-03 	 1.589e-04 	 1.417e-05 	 1.070e-06 	 2.713e-06 	 7.041e-07 
  57.81 	  171.20 	    4.57 	 1.200e-03 	 1.657e-04 	 1.352e-05 	 1.358e-06 	 2.661e-06 	 8.035e-07 
  60.46 	  166.19 	    6.00 	 1.155e-03 	 1.961e-04 	 1.307e-05 	 1.563e-06 	 2.726e-06 	 9.446e-07 
  63.10 	  161.51 	    7.09 	 1.156e-03 	 2.662e-04 	 1.307e-05 	 2.111e-06 	 2.933e-06 	 1.132e-06 
  65.72 	  156.03 	    7.55 	 1.245e-03 	 3.445e-04 	 1.328e-05 	 2.940e-06 	 3.280e-06 	 1.385e-06 
  68.33 	  150.67 	    7.50 	 1.366e-03 	 4.546e-04 	 1.389e-05 	 3.959e-06 	 3.818e-06 	 1.796e-06 
  70.94 	  144.68 	    7.06 	 1.497e-03 	 5.825e-04 	 1.492e-05 	 4.987e-06 	 4.574e-06 	 2.398e-06 
  73.53 	  142.74 	    6.41 	 1.694e-03 	 6.981e-04 	 1.646e-05 	 6.454e-06 	 5.516e-06 	 3.204e-06 
  76.12 	  144.52 	    5.70 	 1.971e-03 	 7.878e-04 	 1.870e-05 	 8.812e-06 	 6.347e-06 	 4.027e-06 
  78.69 	  143.67 	    5.77 	 2.475e-03 	 9.550e-04 	 2.287e-05 	 1.286e-05 	 7.034e-06 	 4.709e-06 
  82.49 	  140.47 	    7.83 	 3.820e-03 	 1.840e-03 	 3.307e-05 	 2.391e-05 	 6.829e-06 	 4.478e-06 
  86.26 	  143.24 	   10.76 	 6.559e-03 	 4.459e-03 	 4.931e-05 	 4.457e-05 	 6.023e-06 	 3.380e-06 
  88.80 	  144.67 	   13.45 	 5.126e-03 	 3.243e-03 	 4.157e-05 	 3.289e-05 	 5.237e-06 	 2.455e-06 
