Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   12.50 	  191.61 	    1.36 	 7.851e-04 	 1.094e-04 	 6.824e-06 	 4.267e-07 	 1.364e-06 	 6.607e-08 
  14.87 	  184.83 	    1.22 	 8.260e-04 	 1.064e-04 	 6.667e-06 	 3.986e-07 	 1.385e-06 	 5.422e-08 
  17.22 	  183.08 	    1.25 	 8.688e-04 	 9.578e-05 	 6.797e-06 	 4.358e-07 	 1.411e-06 	 6.810e-08 
  20.73 	  181.50 	    1.17 	 8.582e-04 	 9.611e-05 	 7.154e-06 	 4.600e-07 	 1.465e-06 	 6.971e-08 
  24.22 	  176.69 	    1.19 	 8.115e-04 	 9.346e-05 	 6.856e-06 	 4.373e-07 	 1.449e-06 	 4.241e-08 
  26.55 	  174.92 	    0.80 	 7.789e-04 	 8.676e-05 	 6.554e-06 	 3.793e-07 	 1.432e-06 	 6.926e-08 
  28.88 	  175.12 	    0.62 	 8.212e-04 	 9.399e-05 	 7.019e-06 	 3.766e-07 	 1.512e-06 	 6.999e-08 
  32.34 	  173.56 	    0.71 	 7.813e-04 	 7.407e-05 	 7.075e-06 	 3.035e-07 	 1.481e-06 	 5.228e-08 
  35.80 	  170.83 	    0.75 	 7.803e-04 	 7.481e-05 	 6.923e-06 	 3.564e-07 	 1.560e-06 	 7.361e-08 
  38.10 	  170.04 	    0.67 	 1.180e-03 	 1.075e-04 	 1.039e-05 	 6.247e-07 	 2.148e-06 	 9.913e-08 
  40.40 	  168.87 	    0.69 	 1.435e-03 	 1.436e-04 	 1.294e-05 	 7.752e-07 	 2.707e-06 	 1.481e-07 
  42.68 	  167.31 	    0.76 	 1.292e-03 	 9.743e-05 	 1.178e-05 	 6.110e-07 	 2.545e-06 	 1.582e-07 
  44.96 	  168.07 	    0.61 	 1.161e-03 	 1.052e-04 	 1.127e-05 	 4.766e-07 	 2.514e-06 	 1.474e-07 
  47.24 	  170.37 	    0.54 	 1.392e-03 	 8.494e-05 	 1.272e-05 	 4.137e-07 	 2.669e-06 	 1.317e-07 
  49.50 	  170.44 	    0.72 	 1.424e-03 	 1.130e-04 	 1.225e-05 	 7.155e-07 	 2.570e-06 	 1.580e-07 
  51.76 	  169.26 	    0.81 	 1.116e-03 	 1.456e-04 	 1.061e-05 	 9.770e-07 	 2.386e-06 	 1.601e-07 
  55.13 	  169.65 	    0.95 	 1.213e-03 	 9.230e-05 	 1.186e-05 	 5.418e-07 	 2.437e-06 	 1.626e-07 
  58.50 	  175.50 	    0.81 	 1.366e-03 	 7.158e-05 	 1.194e-05 	 8.428e-07 	 2.674e-06 	 2.949e-07 
  60.73 	  179.77 	    0.78 	 1.271e-03 	 8.804e-05 	 1.214e-05 	 1.435e-06 	 2.916e-06 	 4.159e-07 
  62.96 	  182.92 	    1.05 	 1.256e-03 	 7.075e-05 	 1.317e-05 	 1.693e-06 	 3.139e-06 	 5.178e-07 
  65.18 	  181.42 	    1.83 	 1.357e-03 	 4.717e-05 	 1.411e-05 	 2.051e-06 	 3.328e-06 	 6.215e-07 
  67.40 	  177.64 	    2.51 	 1.376e-03 	 8.350e-05 	 1.482e-05 	 2.398e-06 	 3.523e-06 	 7.496e-07 
  69.61 	  174.42 	    3.22 	 1.367e-03 	 1.257e-04 	 1.541e-05 	 2.379e-06 	 3.665e-06 	 8.845e-07 
  72.90 	  171.27 	    4.65 	 1.496e-03 	 2.066e-04 	 1.600e-05 	 3.338e-06 	 4.068e-06 	 1.240e-06 
  76.19 	  169.28 	    6.24 	 1.834e-03 	 2.987e-04 	 1.773e-05 	 4.361e-06 	 4.964e-06 	 1.980e-06 
  78.37 	  168.49 	    6.96 	 1.985e-03 	 4.505e-04 	 2.032e-05 	 5.158e-06 	 5.892e-06 	 2.782e-06 
  80.55 	  168.84 	    7.33 	 2.116e-03 	 6.782e-04 	 2.403e-05 	 7.023e-06 	 7.032e-06 	 3.869e-06 
  82.72 	  168.87 	    7.38 	 2.422e-03 	 9.080e-04 	 2.927e-05 	 1.131e-05 	 8.283e-06 	 5.151e-06 
  84.88 	  165.13 	    7.13 	 2.944e-03 	 1.136e-03 	 3.775e-05 	 1.960e-05 	 9.516e-06 	 6.474e-06 
  87.04 	  161.59 	    6.63 	 3.452e-03 	 1.172e-03 	 4.932e-05 	 3.331e-05 	 1.088e-05 	 8.461e-06 
  89.18 	  157.37 	    5.83 	 3.550e-03 	 1.172e-03 	 4.627e-05 	 2.894e-05 	 9.408e-06 	 7.159e-06 
