Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   27.11 	  199.21 	    1.69 	 9.792e-04 	 2.215e-04 	 7.809e-06 	 1.003e-06 	 1.785e-06 	 1.784e-07 
  29.89 	  192.80 	    2.05 	 9.734e-04 	 1.673e-04 	 7.737e-06 	 7.206e-07 	 1.784e-06 	 1.742e-07 
  32.67 	  188.31 	    2.22 	 1.032e-03 	 1.740e-04 	 8.573e-06 	 7.562e-07 	 1.897e-06 	 2.242e-07 
  35.43 	  185.10 	    1.98 	 8.991e-04 	 1.186e-04 	 8.143e-06 	 6.014e-07 	 1.789e-06 	 1.496e-07 
  38.19 	  182.46 	    1.78 	 8.442e-04 	 8.423e-05 	 7.637e-06 	 4.108e-07 	 1.749e-06 	 1.046e-07 
  40.93 	  178.39 	    1.81 	 9.115e-04 	 1.114e-04 	 8.445e-06 	 6.589e-07 	 1.957e-06 	 2.268e-07 
  43.66 	  175.95 	    2.16 	 9.325e-04 	 1.376e-04 	 8.546e-06 	 7.297e-07 	 2.026e-06 	 3.424e-07 
  46.40 	  174.43 	    1.75 	 9.337e-04 	 1.091e-04 	 8.397e-06 	 6.073e-07 	 1.907e-06 	 3.172e-07 
  49.11 	  170.92 	    1.17 	 9.333e-04 	 1.055e-04 	 8.143e-06 	 5.585e-07 	 1.809e-06 	 3.526e-07 
  51.81 	  166.48 	    1.56 	 9.619e-04 	 1.418e-04 	 8.120e-06 	 5.437e-07 	 1.871e-06 	 4.407e-07 
  54.51 	  161.56 	    2.34 	 9.741e-04 	 2.599e-04 	 8.855e-06 	 9.369e-07 	 2.130e-06 	 6.264e-07 
  57.19 	  156.25 	    2.69 	 1.061e-03 	 3.783e-04 	 9.645e-06 	 1.901e-06 	 2.543e-06 	 9.243e-07 
  59.86 	  152.58 	    3.19 	 1.255e-03 	 6.165e-04 	 1.060e-05 	 2.513e-06 	 3.038e-06 	 1.231e-06 
  62.52 	  149.79 	    4.14 	 1.389e-03 	 8.743e-04 	 1.065e-05 	 2.287e-06 	 3.138e-06 	 1.345e-06 
  65.17 	  147.16 	    4.97 	 1.214e-03 	 6.633e-04 	 9.363e-06 	 1.892e-06 	 2.681e-06 	 1.062e-06 
  67.81 	  146.79 	    5.35 	 1.043e-03 	 4.776e-04 	 8.731e-06 	 1.862e-06 	 2.461e-06 	 9.864e-07 
  71.72 	  149.63 	    5.09 	 1.009e-03 	 4.293e-04 	 7.977e-06 	 1.695e-06 	 2.586e-06 	 1.242e-06 
  75.61 	  154.95 	    5.30 	 1.144e-03 	 5.207e-04 	 7.661e-06 	 2.454e-06 	 3.450e-06 	 2.207e-06 
  78.22 	  154.90 	    5.67 	 1.300e-03 	 6.646e-04 	 7.970e-06 	 3.155e-06 	 4.699e-06 	 3.461e-06 
  80.80 	  153.23 	    5.89 	 1.561e-03 	 9.623e-04 	 8.826e-06 	 4.128e-06 	 6.247e-06 	 4.918e-06 
  83.38 	  151.13 	    5.80 	 1.869e-03 	 1.328e-03 	 1.029e-05 	 5.491e-06 	 7.793e-06 	 6.252e-06 
  85.95 	  148.55 	    5.28 	 2.095e-03 	 1.451e-03 	 1.213e-05 	 6.856e-06 	 9.072e-06 	 7.569e-06 
  88.51 	  145.14 	    4.45 	 2.093e-03 	 1.282e-03 	 1.310e-05 	 6.816e-06 	 7.454e-06 	 5.769e-06 
