Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   10.24 	  193.04 	    2.31 	 1.182e-03 	 1.639e-04 	 1.007e-05 	 1.526e-06 	 2.239e-06 	 2.923e-07 
  13.17 	  185.57 	    2.58 	 1.175e-03 	 1.909e-04 	 9.885e-06 	 1.574e-06 	 2.190e-06 	 1.627e-07 
  16.10 	  182.41 	    2.33 	 1.185e-03 	 1.171e-04 	 9.110e-06 	 8.995e-07 	 1.986e-06 	 1.591e-07 
  18.04 	  182.26 	    1.79 	 1.304e-03 	 1.497e-04 	 9.366e-06 	 7.484e-07 	 2.029e-06 	 1.236e-07 
  19.99 	  182.22 	    1.42 	 1.272e-03 	 9.479e-05 	 9.994e-06 	 7.448e-07 	 2.170e-06 	 1.443e-07 
  21.93 	  180.72 	    1.35 	 1.105e-03 	 9.998e-05 	 9.580e-06 	 9.432e-07 	 2.156e-06 	 1.665e-07 
  23.87 	  178.67 	    1.12 	 1.045e-03 	 9.832e-05 	 9.500e-06 	 7.343e-07 	 2.202e-06 	 1.168e-07 
  26.75 	  179.84 	    1.14 	 1.058e-03 	 1.211e-04 	 9.827e-06 	 8.402e-07 	 2.206e-06 	 8.009e-08 
  29.63 	  182.84 	    1.38 	 1.063e-03 	 1.249e-04 	 9.663e-06 	 3.729e-07 	 2.211e-06 	 1.338e-07 
  31.56 	  182.44 	    1.37 	 1.078e-03 	 1.316e-04 	 9.899e-06 	 6.097e-07 	 2.316e-06 	 2.034e-07 
  33.49 	  180.52 	    1.28 	 1.059e-03 	 1.149e-04 	 9.742e-06 	 7.665e-07 	 2.231e-06 	 1.585e-07 
  35.42 	  178.65 	    1.05 	 1.058e-03 	 9.099e-05 	 9.831e-06 	 4.203e-07 	 2.187e-06 	 1.288e-07 
  37.34 	  177.59 	    0.79 	 1.072e-03 	 9.127e-05 	 9.862e-06 	 3.663e-07 	 2.208e-06 	 1.491e-07 
  39.26 	  178.03 	    0.50 	 1.107e-03 	 8.151e-05 	 9.690e-06 	 3.782e-07 	 2.176e-06 	 1.476e-07 
  41.17 	  174.91 	    0.55 	 1.073e-03 	 8.665e-05 	 9.859e-06 	 3.934e-07 	 2.175e-06 	 1.647e-07 
  43.09 	  166.90 	    0.91 	 1.012e-03 	 8.339e-05 	 9.995e-06 	 5.183e-07 	 2.251e-06 	 1.771e-07 
  45.01 	  159.33 	    1.56 	 1.073e-03 	 1.071e-04 	 9.987e-06 	 6.333e-07 	 2.362e-06 	 3.222e-07 
  46.92 	  155.71 	    2.08 	 1.120e-03 	 1.284e-04 	 9.876e-06 	 9.402e-07 	 2.277e-06 	 4.439e-07 
  48.83 	  153.33 	    2.31 	 9.061e-04 	 1.686e-04 	 8.061e-06 	 8.943e-07 	 1.932e-06 	 3.045e-07 
  51.68 	  146.19 	    2.52 	 1.338e-03 	 2.791e-04 	 1.300e-05 	 1.625e-06 	 3.521e-06 	 4.376e-07 
  54.52 	  141.22 	    2.36 	 9.078e-04 	 1.362e-04 	 8.957e-06 	 6.567e-07 	 2.006e-06 	 2.400e-07 
  56.42 	  139.60 	    2.74 	 1.006e-03 	 1.717e-04 	 1.024e-05 	 6.648e-07 	 2.087e-06 	 2.636e-07 
  58.31 	  138.66 	    3.82 	 9.899e-04 	 1.994e-04 	 1.068e-05 	 7.054e-07 	 2.211e-06 	 3.682e-07 
  60.20 	  139.69 	    5.08 	 1.015e-03 	 2.393e-04 	 1.122e-05 	 8.560e-07 	 2.345e-06 	 5.537e-07 
  62.09 	  140.58 	    6.24 	 1.009e-03 	 2.913e-04 	 1.163e-05 	 1.334e-06 	 2.469e-06 	 7.508e-07 
  63.97 	  142.60 	    7.28 	 9.503e-04 	 3.492e-04 	 1.139e-05 	 1.755e-06 	 2.569e-06 	 9.303e-07 
  65.85 	  142.34 	    8.15 	 9.145e-04 	 4.130e-04 	 1.114e-05 	 2.258e-06 	 2.688e-06 	 1.120e-06 
  67.73 	  141.48 	    8.72 	 9.370e-04 	 4.762e-04 	 1.103e-05 	 2.762e-06 	 2.830e-06 	 1.317e-06 
  69.61 	  140.83 	    9.00 	 1.003e-03 	 5.308e-04 	 1.094e-05 	 3.181e-06 	 3.022e-06 	 1.520e-06 
  71.48 	  139.90 	    9.03 	 1.118e-03 	 5.816e-04 	 1.126e-05 	 3.812e-06 	 3.300e-06 	 1.762e-06 
  73.35 	  138.16 	    8.82 	 1.280e-03 	 6.302e-04 	 1.210e-05 	 4.683e-06 	 3.658e-06 	 2.057e-06 
  75.22 	  135.70 	    8.41 	 1.473e-03 	 6.687e-04 	 1.355e-05 	 5.853e-06 	 4.060e-06 	 2.388e-06 
  77.08 	  133.66 	    7.86 	 1.724e-03 	 7.083e-04 	 1.570e-05 	 7.502e-06 	 4.414e-06 	 2.679e-06 
  78.94 	  134.87 	    7.24 	 2.058e-03 	 7.975e-04 	 1.830e-05 	 9.548e-06 	 4.570e-06 	 2.803e-06 
  80.80 	  139.24 	    6.59 	 2.420e-03 	 9.809e-04 	 2.188e-05 	 1.257e-05 	 4.533e-06 	 2.738e-06 
  82.65 	  144.29 	    6.79 	 2.730e-03 	 1.230e-03 	 2.609e-05 	 1.664e-05 	 4.360e-06 	 2.502e-06 
  86.34 	  146.71 	    9.19 	 2.363e-03 	 9.821e-04 	 2.297e-05 	 1.389e-05 	 3.785e-06 	 1.730e-06 
