Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   26.50 	  159.79 	    3.26 	 8.451e-04 	 1.309e-04 	 8.992e-06 	 4.549e-07 	 1.779e-06 	 1.769e-07 
  30.83 	  157.83 	    3.87 	 9.306e-04 	 7.353e-05 	 8.409e-06 	 6.218e-07 	 2.020e-06 	 1.837e-07 
  35.15 	  159.44 	    3.94 	 9.740e-04 	 1.186e-04 	 9.127e-06 	 4.904e-07 	 2.234e-06 	 3.150e-07 
  37.33 	  160.28 	    3.80 	 9.819e-04 	 1.023e-04 	 9.444e-06 	 4.544e-07 	 2.091e-06 	 2.118e-07 
  39.51 	  163.24 	    3.66 	 1.007e-03 	 5.793e-05 	 9.334e-06 	 4.090e-07 	 2.004e-06 	 1.228e-07 
  41.68 	  167.68 	    3.39 	 9.965e-04 	 6.243e-05 	 9.625e-06 	 4.110e-07 	 2.050e-06 	 1.363e-07 
  43.84 	  172.43 	    3.29 	 1.001e-03 	 4.464e-05 	 9.599e-06 	 4.192e-07 	 2.087e-06 	 1.626e-07 
  46.00 	  175.01 	    3.12 	 9.780e-04 	 5.556e-05 	 9.404e-06 	 4.158e-07 	 2.123e-06 	 1.830e-07 
  48.16 	  174.77 	    2.72 	 9.854e-04 	 6.308e-05 	 9.470e-06 	 4.774e-07 	 2.155e-06 	 2.145e-07 
  50.30 	  172.63 	    2.21 	 9.988e-04 	 6.025e-05 	 9.556e-06 	 5.596e-07 	 2.127e-06 	 2.350e-07 
  52.44 	  167.69 	    1.65 	 9.478e-04 	 9.646e-05 	 9.709e-06 	 6.879e-07 	 2.078e-06 	 2.826e-07 
  54.58 	  160.45 	    1.21 	 9.055e-04 	 1.325e-04 	 9.986e-06 	 7.152e-07 	 2.081e-06 	 3.302e-07 
  56.71 	  154.21 	    1.44 	 8.572e-04 	 1.516e-04 	 1.001e-05 	 7.455e-07 	 2.169e-06 	 3.942e-07 
  58.84 	  149.57 	    2.25 	 8.271e-04 	 1.642e-04 	 1.014e-05 	 1.017e-06 	 2.275e-06 	 4.799e-07 
  60.96 	  145.62 	    3.05 	 8.425e-04 	 1.821e-04 	 1.102e-05 	 1.173e-06 	 2.404e-06 	 5.709e-07 
  64.10 	  141.87 	    3.87 	 8.951e-04 	 2.057e-04 	 1.208e-05 	 1.354e-06 	 2.572e-06 	 7.012e-07 
  68.28 	  135.80 	    4.46 	 9.270e-04 	 2.706e-04 	 1.248e-05 	 2.098e-06 	 2.884e-06 	 9.426e-07 
  71.42 	  133.33 	    4.66 	 8.479e-04 	 2.922e-04 	 1.248e-05 	 2.882e-06 	 3.249e-06 	 1.245e-06 
  73.50 	  132.76 	    4.60 	 8.347e-04 	 3.170e-04 	 1.291e-05 	 4.068e-06 	 3.736e-06 	 1.629e-06 
  75.58 	  130.71 	    4.63 	 8.712e-04 	 3.584e-04 	 1.361e-05 	 5.541e-06 	 4.413e-06 	 2.272e-06 
  77.66 	  128.96 	    5.46 	 9.912e-04 	 4.432e-04 	 1.526e-05 	 7.582e-06 	 5.341e-06 	 3.258e-06 
  79.73 	  129.58 	    6.44 	 1.230e-03 	 6.273e-04 	 1.803e-05 	 1.058e-05 	 6.305e-06 	 4.365e-06 
  81.79 	  133.86 	    7.55 	 1.583e-03 	 9.233e-04 	 2.126e-05 	 1.360e-05 	 6.762e-06 	 4.900e-06 
  84.85 	  137.83 	    9.58 	 1.846e-03 	 1.083e-03 	 2.441e-05 	 1.504e-05 	 6.266e-06 	 4.305e-06 
  87.91 	  137.55 	   12.39 	 1.733e-03 	 8.462e-04 	 2.567e-05 	 1.446e-05 	 5.459e-06 	 3.220e-06 
  89.95 	  134.50 	   14.91 	 1.645e-03 	 6.829e-04 	 2.452e-05 	 1.239e-05 	 4.912e-06 	 2.455e-06 
