Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    8.20 	  155.74 	    0.95 	 1.900e-03 	 1.870e-04 	 1.948e-05 	 1.685e-06 	 3.382e-06 	 1.718e-06 
  10.13 	  150.82 	    0.78 	 3.339e-03 	 3.449e-04 	 3.265e-05 	 2.716e-06 	 5.877e-06 	 2.658e-06 
  12.07 	  147.73 	    0.78 	 5.814e-03 	 8.448e-04 	 5.494e-05 	 5.757e-06 	 8.957e-06 	 4.015e-06 
  13.99 	  147.22 	    0.92 	 4.937e-03 	 8.907e-04 	 4.788e-05 	 7.111e-06 	 7.586e-06 	 3.339e-06 
  15.92 	  146.50 	    0.64 	 3.620e-03 	 6.848e-04 	 3.705e-05 	 5.745e-06 	 6.155e-06 	 2.345e-06 
  17.84 	  147.27 	    0.95 	 2.244e-03 	 4.036e-04 	 2.485e-05 	 3.501e-06 	 4.223e-06 	 1.553e-06 
  20.70 	  145.48 	    0.71 	 1.512e-03 	 1.788e-04 	 1.754e-05 	 2.181e-06 	 3.056e-06 	 1.108e-06 
  23.57 	  143.10 	    0.60 	 1.892e-03 	 2.582e-04 	 2.072e-05 	 2.381e-06 	 3.839e-06 	 1.159e-06 
  25.48 	  144.30 	    1.00 	 1.991e-03 	 3.055e-04 	 2.162e-05 	 2.327e-06 	 4.079e-06 	 1.218e-06 
  27.38 	  146.17 	    1.07 	 1.603e-03 	 2.242e-04 	 1.790e-05 	 1.594e-06 	 3.451e-06 	 1.126e-06 
  29.28 	  149.12 	    1.22 	 1.616e-03 	 2.553e-04 	 1.884e-05 	 1.344e-06 	 3.640e-06 	 1.170e-06 
  31.18 	  153.05 	    1.50 	 1.851e-03 	 4.021e-04 	 2.102e-05 	 1.502e-06 	 4.039e-06 	 1.275e-06 
  34.03 	  156.20 	    1.19 	 1.651e-03 	 3.606e-04 	 1.857e-05 	 9.800e-07 	 3.565e-06 	 1.198e-06 
  36.86 	  157.57 	    1.20 	 1.609e-03 	 3.198e-04 	 1.976e-05 	 7.239e-07 	 3.650e-06 	 1.164e-06 
  38.74 	  159.34 	    1.83 	 1.866e-03 	 4.368e-04 	 2.250e-05 	 9.664e-07 	 4.104e-06 	 1.322e-06 
  42.45 	  163.99 	    2.39 	 2.394e-03 	 5.521e-04 	 2.836e-05 	 1.377e-06 	 5.016e-06 	 1.539e-06 
  46.16 	  169.00 	    2.65 	 2.523e-03 	 6.771e-04 	 2.898e-05 	 2.127e-06 	 4.822e-06 	 1.414e-06 
  48.02 	  171.98 	    3.02 	 2.405e-03 	 7.251e-04 	 2.772e-05 	 2.499e-06 	 4.601e-06 	 1.264e-06 
  49.89 	  174.36 	    3.84 	 2.196e-03 	 6.779e-04 	 2.663e-05 	 2.834e-06 	 4.317e-06 	 1.219e-06 
  51.75 	  177.02 	    4.87 	 2.245e-03 	 7.568e-04 	 2.676e-05 	 3.221e-06 	 4.195e-06 	 1.208e-06 
  54.53 	  180.83 	    6.31 	 2.485e-03 	 8.417e-04 	 2.862e-05 	 3.347e-06 	 4.279e-06 	 1.345e-06 
  57.30 	  179.12 	    8.11 	 2.575e-03 	 8.403e-04 	 3.194e-05 	 3.260e-06 	 4.669e-06 	 1.636e-06 
  59.15 	  176.09 	    9.68 	 2.630e-03 	 8.368e-04 	 3.474e-05 	 3.760e-06 	 5.030e-06 	 1.878e-06 
  61.90 	  173.16 	   12.05 	 2.607e-03 	 7.829e-04 	 3.653e-05 	 5.300e-06 	 5.267e-06 	 2.172e-06 
  64.64 	  172.31 	   14.05 	 2.510e-03 	 6.886e-04 	 3.573e-05 	 6.043e-06 	 5.460e-06 	 2.523e-06 
  66.47 	  172.39 	   15.08 	 2.544e-03 	 6.561e-04 	 3.543e-05 	 6.403e-06 	 5.688e-06 	 2.849e-06 
  70.08 	  174.01 	   16.55 	 2.648e-03 	 6.747e-04 	 3.711e-05 	 8.277e-06 	 6.490e-06 	 3.840e-06 
  73.69 	  176.25 	   17.71 	 2.675e-03 	 7.057e-04 	 4.150e-05 	 1.071e-05 	 8.003e-06 	 5.375e-06 
  75.50 	  179.99 	   18.06 	 2.785e-03 	 7.503e-04 	 4.567e-05 	 1.275e-05 	 9.234e-06 	 6.481e-06 
  77.31 	  183.81 	   18.04 	 3.000e-03 	 8.622e-04 	 4.978e-05 	 1.561e-05 	 1.047e-05 	 7.558e-06 
  79.11 	  182.05 	   17.65 	 3.304e-03 	 9.495e-04 	 5.402e-05 	 1.912e-05 	 1.150e-05 	 8.397e-06 
  80.92 	  179.19 	   16.91 	 3.589e-03 	 1.007e-03 	 5.894e-05 	 2.321e-05 	 1.197e-05 	 8.684e-06 
  83.59 	  173.23 	   15.36 	 4.129e-03 	 1.349e-03 	 6.542e-05 	 3.014e-05 	 1.128e-05 	 7.830e-06 
  86.27 	  170.29 	   13.41 	 4.992e-03 	 2.026e-03 	 7.352e-05 	 4.159e-05 	 9.747e-06 	 6.184e-06 
  88.93 	  166.18 	   11.24 	 4.301e-03 	 1.840e-03 	 5.829e-05 	 3.132e-05 	 7.862e-06 	 4.280e-06 
