Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    6.27 	  151.78 	    1.26 	 8.954e-04 	 1.882e-04 	 9.378e-06 	 1.216e-06 	 1.894e-06 	 1.565e-07 
   8.30 	  150.77 	    1.47 	 9.020e-04 	 1.817e-04 	 9.904e-06 	 1.297e-06 	 1.975e-06 	 1.274e-07 
  10.33 	  149.01 	    1.38 	 8.697e-04 	 1.481e-04 	 1.005e-05 	 1.116e-06 	 2.016e-06 	 1.422e-07 
  12.35 	  147.17 	    1.02 	 9.265e-04 	 1.813e-04 	 1.029e-05 	 1.047e-06 	 2.088e-06 	 1.546e-07 
  14.37 	  144.81 	    1.01 	 9.786e-04 	 2.291e-04 	 1.043e-05 	 1.182e-06 	 2.108e-06 	 1.391e-07 
  16.38 	  142.96 	    1.12 	 1.010e-03 	 1.944e-04 	 1.088e-05 	 1.036e-06 	 2.180e-06 	 1.437e-07 
  18.39 	  142.79 	    0.78 	 1.415e-03 	 2.184e-04 	 1.579e-05 	 1.436e-06 	 3.139e-06 	 1.671e-07 
  21.41 	  140.88 	    0.90 	 1.886e-03 	 2.781e-04 	 2.117e-05 	 1.835e-06 	 4.296e-06 	 3.159e-07 
  24.43 	  141.47 	    1.18 	 1.623e-03 	 1.994e-04 	 1.763e-05 	 1.154e-06 	 3.635e-06 	 2.769e-07 
  26.42 	  143.14 	    1.02 	 1.648e-03 	 1.995e-04 	 1.796e-05 	 8.833e-07 	 3.751e-06 	 2.081e-07 
  28.41 	  143.95 	    1.03 	 1.675e-03 	 1.772e-04 	 1.772e-05 	 1.329e-06 	 3.734e-06 	 2.930e-07 
  31.38 	  146.38 	    1.21 	 1.579e-03 	 1.809e-04 	 1.822e-05 	 1.191e-06 	 3.728e-06 	 3.100e-07 
  35.33 	  151.01 	    1.15 	 1.607e-03 	 1.309e-04 	 1.728e-05 	 9.416e-07 	 3.721e-06 	 2.951e-07 
  38.28 	  154.76 	    0.98 	 2.063e-03 	 1.054e-04 	 2.200e-05 	 9.739e-07 	 4.316e-06 	 3.416e-07 
  40.25 	  156.41 	    0.95 	 2.009e-03 	 1.595e-04 	 2.087e-05 	 1.465e-06 	 4.378e-06 	 3.853e-07 
  42.22 	  157.06 	    1.08 	 2.001e-03 	 1.469e-04 	 2.050e-05 	 1.254e-06 	 4.441e-06 	 3.808e-07 
  44.18 	  156.46 	    1.40 	 2.349e-03 	 1.705e-04 	 2.590e-05 	 1.171e-06 	 5.230e-06 	 4.727e-07 
  46.14 	  156.48 	    1.90 	 2.602e-03 	 1.922e-04 	 2.852e-05 	 1.708e-06 	 5.709e-06 	 6.822e-07 
  48.09 	  158.07 	    2.47 	 2.634e-03 	 1.974e-04 	 2.805e-05 	 1.905e-06 	 5.669e-06 	 8.532e-07 
  50.04 	  161.18 	    2.99 	 2.758e-03 	 1.990e-04 	 2.821e-05 	 2.353e-06 	 5.765e-06 	 9.743e-07 
  51.99 	  165.10 	    3.41 	 2.974e-03 	 2.397e-04 	 3.175e-05 	 2.826e-06 	 6.272e-06 	 1.227e-06 
  53.93 	  167.38 	    3.79 	 2.946e-03 	 2.860e-04 	 3.409e-05 	 3.168e-06 	 6.787e-06 	 1.608e-06 
  55.86 	  166.93 	    4.17 	 2.862e-03 	 3.326e-04 	 3.485e-05 	 3.313e-06 	 7.007e-06 	 1.993e-06 
