Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    6.59 	  142.91 	    0.79 	 3.018e-03 	 3.117e-04 	 3.673e-05 	 2.903e-06 	 7.317e-06 	 4.887e-07 
   9.63 	  141.52 	    0.70 	 3.537e-03 	 2.731e-04 	 4.021e-05 	 2.178e-06 	 8.073e-06 	 4.251e-07 
  12.66 	  141.82 	    0.43 	 3.487e-03 	 2.555e-04 	 3.848e-05 	 2.273e-06 	 7.502e-06 	 4.744e-07 
  15.67 	  142.34 	    0.43 	 2.983e-03 	 2.848e-04 	 3.022e-05 	 3.287e-06 	 5.991e-06 	 5.013e-07 
  18.67 	  142.79 	    0.60 	 1.687e-03 	 1.358e-04 	 1.471e-05 	 1.454e-06 	 3.025e-06 	 1.776e-07 
  21.66 	  144.58 	    0.78 	 1.870e-03 	 1.238e-04 	 1.593e-05 	 1.465e-06 	 3.151e-06 	 1.570e-07 
  24.64 	  149.07 	    1.08 	 1.634e-03 	 1.059e-04 	 1.298e-05 	 1.276e-06 	 2.779e-06 	 1.611e-07 
  27.61 	  155.64 	    0.62 	 1.661e-03 	 1.104e-04 	 1.355e-05 	 7.859e-07 	 2.756e-06 	 1.373e-07 
  30.56 	  161.69 	    0.57 	 1.850e-03 	 1.329e-04 	 1.481e-05 	 9.128e-07 	 3.045e-06 	 1.206e-07 
  33.50 	  163.45 	    0.61 	 1.301e-03 	 1.456e-04 	 1.223e-05 	 5.883e-07 	 2.598e-06 	 1.262e-07 
  36.44 	  165.19 	    0.64 	 1.234e-03 	 1.552e-04 	 1.268e-05 	 3.363e-07 	 2.551e-06 	 9.095e-08 
  39.35 	  170.80 	    0.81 	 1.406e-03 	 2.217e-04 	 1.266e-05 	 5.294e-07 	 2.630e-06 	 1.302e-07 
  42.26 	  176.71 	    1.01 	 1.649e-03 	 3.167e-04 	 1.402e-05 	 8.705e-07 	 2.862e-06 	 1.910e-07 
  45.16 	  179.92 	    1.65 	 1.781e-03 	 4.167e-04 	 1.632e-05 	 9.472e-07 	 3.196e-06 	 2.735e-07 
  48.05 	  180.03 	    2.58 	 1.792e-03 	 4.609e-04 	 1.724e-05 	 1.156e-06 	 3.432e-06 	 4.228e-07 
  52.30 	  178.19 	    3.99 	 1.719e-03 	 3.504e-04 	 1.665e-05 	 1.730e-06 	 3.485e-06 	 6.221e-07 
  56.54 	  172.39 	    5.44 	 1.720e-03 	 3.124e-04 	 1.702e-05 	 2.257e-06 	 3.491e-06 	 7.408e-07 
  60.79 	  163.26 	    6.36 	 1.863e-03 	 4.290e-04 	 1.861e-05 	 3.087e-06 	 3.676e-06 	 9.995e-07 
  65.01 	  150.98 	    6.75 	 2.075e-03 	 7.143e-04 	 2.053e-05 	 4.352e-06 	 4.054e-06 	 1.504e-06 
  67.81 	  147.35 	    6.66 	 2.458e-03 	 1.056e-03 	 2.226e-05 	 5.280e-06 	 4.549e-06 	 2.072e-06 
  70.60 	  147.76 	    6.28 	 2.954e-03 	 1.618e-03 	 2.335e-05 	 6.551e-06 	 5.053e-06 	 2.733e-06 
  73.38 	  148.78 	    5.71 	 3.462e-03 	 2.215e-03 	 2.456e-05 	 8.540e-06 	 5.516e-06 	 3.432e-06 
  76.15 	  144.56 	    6.16 	 3.926e-03 	 2.252e-03 	 2.711e-05 	 1.159e-05 	 6.035e-06 	 4.250e-06 
  78.90 	  135.45 	    7.79 	 4.568e-03 	 2.118e-03 	 3.105e-05 	 1.504e-05 	 6.326e-06 	 4.732e-06 
  81.65 	  126.73 	   10.03 	 5.272e-03 	 2.439e-03 	 3.750e-05 	 1.827e-05 	 6.012e-06 	 4.351e-06 
  84.38 	  123.33 	   13.05 	 5.513e-03 	 2.768e-03 	 5.083e-05 	 2.549e-05 	 5.220e-06 	 3.352e-06 
  87.10 	  124.27 	   16.94 	 4.947e-03 	 2.482e-03 	 6.335e-05 	 3.506e-05 	 4.412e-06 	 2.334e-06 
  89.80 	  125.02 	   22.02 	 3.704e-03 	 1.589e-03 	 4.738e-05 	 2.613e-05 	 3.765e-06 	 1.756e-06 
