Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   32.66 	  175.70 	    3.93 	 7.346e-04 	 1.416e-04 	 7.614e-06 	 5.567e-07 	 1.966e-06 	 1.928e-07 
  34.47 	  173.59 	    4.60 	 6.972e-04 	 1.277e-04 	 7.654e-06 	 5.824e-07 	 2.014e-06 	 1.952e-07 
  36.27 	  172.01 	    4.97 	 7.927e-04 	 1.534e-04 	 8.729e-06 	 6.754e-07 	 2.091e-06 	 1.634e-07 
  38.07 	  172.06 	    5.02 	 1.019e-03 	 1.259e-04 	 9.781e-06 	 6.761e-07 	 2.144e-06 	 1.523e-07 
  39.87 	  171.63 	    4.94 	 1.070e-03 	 6.202e-05 	 9.644e-06 	 4.911e-07 	 2.125e-06 	 1.349e-07 
  41.67 	  169.96 	    4.52 	 1.034e-03 	 6.765e-05 	 9.825e-06 	 6.041e-07 	 2.165e-06 	 1.319e-07 
  43.47 	  168.50 	    4.12 	 1.009e-03 	 5.618e-05 	 9.800e-06 	 6.410e-07 	 2.138e-06 	 1.268e-07 
  45.26 	  167.73 	    4.18 	 1.078e-03 	 7.935e-05 	 1.007e-05 	 5.801e-07 	 2.125e-06 	 1.720e-07 
  47.05 	  167.16 	    4.27 	 1.083e-03 	 1.413e-04 	 1.039e-05 	 1.125e-06 	 2.124e-06 	 2.200e-07 
  48.84 	  168.33 	    3.84 	 1.022e-03 	 1.061e-04 	 1.012e-05 	 8.699e-07 	 2.091e-06 	 1.947e-07 
  50.62 	  170.16 	    3.35 	 1.064e-03 	 6.410e-05 	 9.953e-06 	 7.272e-07 	 2.080e-06 	 1.942e-07 
  52.41 	  167.66 	    3.14 	 1.064e-03 	 8.575e-05 	 1.006e-05 	 7.546e-07 	 2.096e-06 	 2.548e-07 
  54.18 	  161.43 	    3.07 	 1.046e-03 	 1.177e-04 	 1.019e-05 	 8.651e-07 	 2.128e-06 	 3.327e-07 
  55.96 	  154.33 	    3.40 	 1.074e-03 	 1.511e-04 	 1.026e-05 	 1.149e-06 	 2.160e-06 	 3.899e-07 
  57.73 	  148.17 	    4.31 	 1.108e-03 	 1.675e-04 	 1.053e-05 	 1.352e-06 	 2.214e-06 	 4.595e-07 
  59.49 	  143.74 	    5.33 	 1.143e-03 	 1.808e-04 	 1.081e-05 	 1.730e-06 	 2.285e-06 	 5.623e-07 
  61.26 	  141.46 	    6.27 	 1.144e-03 	 1.945e-04 	 1.076e-05 	 2.098e-06 	 2.312e-06 	 6.269e-07 
  63.02 	  139.12 	    7.03 	 1.094e-03 	 2.055e-04 	 1.057e-05 	 2.311e-06 	 2.341e-06 	 6.746e-07 
  64.78 	  135.22 	    7.40 	 1.040e-03 	 2.237e-04 	 1.042e-05 	 2.471e-06 	 2.419e-06 	 7.392e-07 
  67.38 	  127.84 	    7.52 	 1.045e-03 	 2.822e-04 	 1.035e-05 	 2.644e-06 	 2.628e-06 	 9.179e-07 
  69.98 	  120.78 	    7.39 	 1.172e-03 	 3.963e-04 	 1.061e-05 	 2.768e-06 	 3.014e-06 	 1.199e-06 
  71.72 	  119.29 	    7.19 	 1.314e-03 	 4.938e-04 	 1.094e-05 	 3.145e-06 	 3.350e-06 	 1.415e-06 
  73.47 	  120.59 	    6.85 	 1.444e-03 	 6.144e-04 	 1.122e-05 	 3.534e-06 	 3.669e-06 	 1.638e-06 
  76.09 	  124.07 	    6.16 	 1.707e-03 	 9.371e-04 	 1.170e-05 	 3.756e-06 	 4.153e-06 	 1.914e-06 
  78.71 	  120.63 	    5.94 	 2.222e-03 	 1.600e-03 	 1.339e-05 	 4.587e-06 	 5.050e-06 	 2.676e-06 
  80.44 	  114.67 	    6.86 	 3.054e-03 	 2.679e-03 	 1.591e-05 	 6.068e-06 	 6.076e-06 	 3.729e-06 
  82.16 	  109.81 	    7.90 	 4.286e-03 	 4.431e-03 	 1.937e-05 	 8.660e-06 	 7.183e-06 	 5.039e-06 
  83.89 	  106.39 	    9.12 	 5.781e-03 	 6.530e-03 	 2.448e-05 	 1.291e-05 	 8.142e-06 	 6.272e-06 
  85.61 	  106.17 	   10.58 	 7.143e-03 	 8.156e-03 	 3.128e-05 	 1.874e-05 	 8.409e-06 	 6.745e-06 
  87.33 	  112.03 	   12.40 	 7.772e-03 	 8.525e-03 	 3.677e-05 	 2.372e-05 	 7.817e-06 	 6.073e-06 
  89.89 	  124.07 	   15.95 	 5.325e-03 	 5.087e-03 	 3.224e-05 	 1.900e-05 	 6.187e-06 	 3.876e-06 
