Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   16.52 	  191.00 	    2.08 	 1.180e-03 	 1.068e-04 	 1.128e-05 	 2.018e-06 	 2.043e-06 	 1.596e-07 
  22.55 	  185.58 	    1.71 	 8.245e-04 	 1.048e-04 	 9.594e-06 	 4.553e-07 	 2.002e-06 	 1.364e-07 
  25.58 	  178.05 	    1.70 	 1.049e-03 	 7.124e-05 	 9.271e-06 	 5.393e-07 	 1.957e-06 	 1.511e-07 
  28.60 	  168.28 	    2.09 	 8.569e-04 	 1.224e-04 	 9.494e-06 	 5.765e-07 	 2.067e-06 	 1.192e-07 
  33.10 	  174.98 	    2.67 	 9.081e-04 	 1.071e-04 	 9.645e-06 	 4.152e-07 	 2.073e-06 	 1.232e-07 
  39.04 	  188.42 	    1.77 	 1.030e-03 	 8.207e-05 	 9.108e-06 	 2.219e-07 	 1.907e-06 	 1.042e-07 
  43.47 	  184.15 	    1.08 	 9.293e-04 	 8.023e-05 	 9.466e-06 	 3.256e-07 	 2.054e-06 	 1.250e-07 
  47.88 	  175.11 	    1.24 	 9.967e-04 	 4.928e-05 	 9.427e-06 	 4.056e-07 	 2.040e-06 	 1.465e-07 
  53.74 	  163.18 	    1.23 	 9.205e-04 	 8.256e-05 	 9.658e-06 	 4.172e-07 	 2.073e-06 	 1.599e-07 
  58.14 	  167.60 	    1.95 	 1.378e-03 	 1.694e-04 	 1.199e-05 	 7.351e-07 	 2.493e-06 	 3.076e-07 
  62.48 	  169.47 	    3.31 	 1.436e-03 	 2.245e-04 	 1.485e-05 	 1.253e-06 	 2.974e-06 	 5.544e-07 
  66.80 	  167.06 	    5.43 	 1.312e-03 	 2.203e-04 	 1.607e-05 	 1.824e-06 	 3.215e-06 	 9.018e-07 
  71.10 	  158.90 	    6.39 	 1.432e-03 	 3.133e-04 	 1.667e-05 	 2.204e-06 	 3.517e-06 	 1.448e-06 
  75.38 	  144.88 	    6.29 	 1.311e-03 	 3.479e-04 	 1.738e-05 	 2.879e-06 	 3.790e-06 	 2.012e-06 
  78.21 	  134.18 	    5.80 	 1.364e-03 	 4.963e-04 	 1.924e-05 	 3.700e-06 	 4.126e-06 	 2.502e-06 
  81.04 	  125.36 	    4.99 	 1.420e-03 	 6.491e-04 	 2.169e-05 	 5.746e-06 	 4.149e-06 	 2.718e-06 
  83.86 	  121.96 	    5.60 	 1.344e-03 	 6.085e-04 	 2.305e-05 	 7.252e-06 	 3.677e-06 	 2.287e-06 
  86.67 	  127.83 	    7.31 	 1.242e-03 	 5.091e-04 	 2.311e-05 	 8.043e-06 	 3.147e-06 	 1.664e-06 
  89.46 	  138.56 	    9.43 	 1.156e-03 	 4.252e-04 	 1.997e-05 	 6.284e-06 	 2.775e-06 	 1.152e-06 
