Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   10.89 	  187.01 	    1.51 	 1.149e-03 	 1.111e-04 	 1.092e-05 	 1.125e-06 	 2.255e-06 	 1.634e-07 
  12.71 	  185.65 	    1.54 	 1.273e-03 	 1.077e-04 	 1.158e-05 	 1.050e-06 	 2.334e-06 	 1.659e-07 
  14.53 	  186.01 	    1.58 	 1.373e-03 	 1.153e-04 	 1.167e-05 	 9.104e-07 	 2.384e-06 	 1.621e-07 
  16.35 	  186.93 	    1.51 	 1.399e-03 	 1.152e-04 	 1.162e-05 	 9.358e-07 	 2.419e-06 	 1.290e-07 
  18.16 	  187.18 	    1.21 	 1.289e-03 	 8.731e-05 	 1.154e-05 	 8.759e-07 	 2.412e-06 	 1.053e-07 
  19.98 	  185.95 	    1.14 	 1.224e-03 	 1.163e-04 	 1.108e-05 	 8.210e-07 	 2.372e-06 	 1.364e-07 
  21.79 	  184.91 	    1.08 	 1.315e-03 	 1.186e-04 	 1.124e-05 	 7.950e-07 	 2.377e-06 	 1.395e-07 
  23.60 	  185.18 	    0.92 	 1.266e-03 	 1.125e-04 	 1.130e-05 	 8.212e-07 	 2.417e-06 	 1.122e-07 
  25.41 	  185.55 	    0.92 	 1.196e-03 	 1.490e-04 	 1.118e-05 	 1.007e-06 	 2.469e-06 	 1.405e-07 
  27.21 	  184.94 	    0.96 	 1.159e-03 	 1.560e-04 	 1.133e-05 	 5.398e-07 	 2.457e-06 	 1.871e-07 
  29.01 	  183.30 	    0.92 	 1.118e-03 	 1.537e-04 	 1.135e-05 	 5.472e-07 	 2.428e-06 	 1.098e-07 
  30.81 	  181.59 	    0.96 	 1.128e-03 	 1.602e-04 	 1.135e-05 	 8.576e-07 	 2.436e-06 	 1.513e-07 
  32.61 	  180.19 	    0.96 	 1.177e-03 	 1.477e-04 	 1.145e-05 	 9.033e-07 	 2.446e-06 	 1.502e-07 
  34.41 	  177.83 	    0.92 	 1.161e-03 	 1.349e-04 	 1.112e-05 	 8.106e-07 	 2.450e-06 	 1.854e-07 
  36.21 	  173.72 	    0.89 	 1.109e-03 	 1.297e-04 	 1.130e-05 	 1.065e-06 	 2.387e-06 	 2.013e-07 
  38.00 	  170.91 	    0.81 	 1.145e-03 	 1.134e-04 	 1.118e-05 	 1.100e-06 	 2.360e-06 	 1.535e-07 
  41.54 	  164.87 	    0.85 	 1.246e-03 	 1.132e-04 	 1.145e-05 	 1.120e-06 	 2.731e-06 	 2.444e-07 
  45.09 	  158.80 	    0.69 	 1.190e-03 	 1.350e-04 	 1.204e-05 	 1.836e-06 	 3.267e-06 	 5.642e-07 
  46.87 	  156.17 	    1.41 	 1.130e-03 	 1.219e-04 	 1.120e-05 	 1.333e-06 	 3.240e-06 	 3.873e-07 
  48.65 	  155.45 	    2.31 	 1.177e-03 	 1.313e-04 	 1.129e-05 	 8.952e-07 	 3.196e-06 	 4.907e-07 
  50.44 	  153.92 	    2.51 	 1.261e-03 	 1.211e-04 	 1.159e-05 	 1.120e-06 	 3.066e-06 	 5.808e-07 
  52.21 	  153.29 	    2.36 	 1.243e-03 	 1.384e-04 	 1.181e-05 	 1.383e-06 	 2.793e-06 	 5.751e-07 
  54.85 	  158.52 	    1.98 	 1.320e-03 	 1.559e-04 	 1.201e-05 	 1.163e-06 	 2.580e-06 	 5.294e-07 
  57.49 	  165.09 	    1.43 	 1.361e-03 	 1.161e-04 	 1.243e-05 	 1.096e-06 	 2.649e-06 	 5.165e-07 
  60.13 	  160.93 	    1.27 	 1.324e-03 	 1.702e-04 	 1.367e-05 	 1.384e-06 	 2.821e-06 	 5.809e-07 
  62.75 	  152.60 	    1.54 	 1.232e-03 	 2.075e-04 	 1.393e-05 	 1.709e-06 	 2.840e-06 	 6.875e-07 
  64.52 	  147.36 	    1.82 	 1.234e-03 	 2.166e-04 	 1.365e-05 	 1.620e-06 	 2.871e-06 	 8.057e-07 
  66.28 	  144.08 	    2.00 	 1.262e-03 	 2.277e-04 	 1.355e-05 	 1.928e-06 	 2.948e-06 	 9.611e-07 
