Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   17.70 	  147.83 	    1.26 	 1.274e-03 	 1.357e-04 	 9.209e-06 	 8.785e-07 	 2.015e-06 	 1.914e-07 
  20.67 	  155.54 	    1.17 	 1.198e-03 	 1.739e-04 	 8.468e-06 	 7.863e-07 	 1.875e-06 	 1.383e-07 
  23.64 	  163.65 	    0.95 	 1.119e-03 	 1.400e-04 	 8.662e-06 	 5.387e-07 	 1.875e-06 	 1.179e-07 
  26.59 	  173.07 	    0.96 	 1.151e-03 	 1.017e-04 	 9.009e-06 	 6.633e-07 	 1.935e-06 	 1.355e-07 
  29.54 	  182.98 	    1.13 	 1.101e-03 	 1.179e-04 	 8.779e-06 	 5.506e-07 	 1.890e-06 	 1.633e-07 
  32.48 	  190.87 	    1.08 	 1.073e-03 	 1.023e-04 	 8.490e-06 	 5.727e-07 	 1.865e-06 	 1.798e-07 
  35.41 	  194.07 	    1.02 	 1.093e-03 	 1.380e-04 	 8.631e-06 	 5.873e-07 	 1.917e-06 	 1.948e-07 
  38.33 	  191.96 	    0.99 	 1.115e-03 	 1.446e-04 	 9.042e-06 	 5.124e-07 	 1.963e-06 	 2.228e-07 
  41.23 	  186.57 	    0.88 	 1.083e-03 	 1.614e-04 	 9.033e-06 	 7.012e-07 	 1.916e-06 	 2.900e-07 
  44.13 	  180.87 	    0.97 	 1.097e-03 	 1.431e-04 	 9.075e-06 	 7.632e-07 	 1.912e-06 	 3.513e-07 
  47.02 	  174.88 	    1.08 	 1.119e-03 	 1.336e-04 	 9.292e-06 	 8.486e-07 	 1.969e-06 	 4.541e-07 
  49.90 	  170.37 	    1.34 	 1.034e-03 	 1.544e-04 	 9.464e-06 	 1.030e-06 	 2.066e-06 	 6.195e-07 
  52.77 	  168.94 	    2.19 	 1.057e-03 	 1.314e-04 	 9.841e-06 	 1.110e-06 	 2.178e-06 	 7.825e-07 
  55.63 	  167.18 	    3.37 	 1.137e-03 	 1.516e-04 	 1.047e-05 	 1.385e-06 	 2.315e-06 	 9.263e-07 
  59.86 	  161.23 	    4.85 	 1.115e-03 	 2.673e-04 	 1.144e-05 	 1.869e-06 	 2.614e-06 	 1.219e-06 
  64.09 	  154.24 	    5.71 	 1.160e-03 	 4.541e-04 	 1.283e-05 	 2.705e-06 	 3.017e-06 	 1.653e-06 
  66.91 	  150.66 	    5.97 	 1.324e-03 	 5.966e-04 	 1.331e-05 	 3.658e-06 	 3.405e-06 	 2.129e-06 
  69.72 	  146.21 	    5.73 	 1.551e-03 	 7.653e-04 	 1.393e-05 	 5.005e-06 	 3.918e-06 	 2.915e-06 
  72.51 	  138.44 	    5.11 	 1.743e-03 	 9.440e-04 	 1.489e-05 	 6.267e-06 	 4.620e-06 	 4.169e-06 
  75.30 	  130.07 	    5.26 	 1.978e-03 	 1.252e-03 	 1.665e-05 	 8.437e-06 	 5.627e-06 	 6.118e-06 
  78.08 	  123.64 	    6.89 	 2.075e-03 	 1.381e-03 	 2.018e-05 	 1.325e-05 	 6.768e-06 	 8.433e-06 
  80.85 	  116.49 	    9.13 	 1.939e-03 	 1.162e-03 	 2.706e-05 	 2.257e-05 	 6.303e-06 	 7.536e-06 
  83.61 	  109.06 	   12.35 	 1.745e-03 	 8.663e-04 	 3.611e-05 	 3.515e-05 	 4.900e-06 	 4.753e-06 
  86.35 	  109.36 	   16.78 	 1.584e-03 	 7.640e-04 	 3.612e-05 	 3.567e-05 	 3.924e-06 	 2.893e-06 
  89.09 	  119.66 	   22.42 	 1.450e-03 	 9.521e-04 	 2.683e-05 	 2.196e-05 	 3.339e-06 	 1.833e-06 
