Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   11.71 	  138.50 	    0.98 	 1.938e-03 	 2.026e-04 	 1.736e-05 	 1.487e-06 	 3.768e-06 	 3.598e-07 
  13.62 	  138.20 	    0.63 	 1.869e-03 	 1.526e-04 	 1.832e-05 	 1.031e-06 	 3.841e-06 	 2.985e-07 
  15.52 	  132.07 	    1.03 	 1.680e-03 	 1.457e-04 	 1.731e-05 	 1.293e-06 	 3.687e-06 	 2.487e-07 
  17.42 	  132.19 	    1.28 	 1.504e-03 	 9.996e-05 	 1.615e-05 	 1.286e-06 	 3.546e-06 	 1.983e-07 
  19.32 	  131.77 	    1.06 	 1.528e-03 	 1.207e-04 	 1.655e-05 	 1.098e-06 	 3.653e-06 	 2.801e-07 
  21.22 	  133.02 	    0.94 	 1.835e-03 	 2.092e-04 	 1.862e-05 	 1.243e-06 	 4.059e-06 	 3.264e-07 
  23.11 	  137.65 	    1.01 	 2.113e-03 	 2.482e-04 	 2.086e-05 	 1.364e-06 	 4.569e-06 	 3.870e-07 
  25.00 	  141.64 	    1.18 	 1.956e-03 	 2.193e-04 	 1.997e-05 	 9.102e-07 	 4.385e-06 	 3.677e-07 
  26.89 	  142.60 	    1.40 	 1.924e-03 	 2.386e-04 	 1.960e-05 	 7.444e-07 	 4.276e-06 	 3.378e-07 
  28.78 	  143.49 	    1.53 	 2.337e-03 	 2.085e-04 	 2.501e-05 	 9.733e-07 	 5.148e-06 	 4.317e-07 
  30.67 	  146.21 	    1.68 	 2.386e-03 	 1.852e-04 	 2.386e-05 	 1.599e-06 	 5.121e-06 	 4.561e-07 
  32.55 	  151.72 	    1.62 	 2.374e-03 	 1.912e-04 	 2.234e-05 	 1.240e-06 	 4.678e-06 	 3.402e-07 
  34.43 	  157.19 	    1.17 	 2.583e-03 	 1.723e-04 	 2.529e-05 	 9.688e-07 	 5.024e-06 	 3.390e-07 
  36.30 	  162.12 	    0.71 	 2.588e-03 	 2.087e-04 	 2.500e-05 	 1.327e-06 	 5.217e-06 	 3.949e-07 
  38.18 	  165.85 	    0.69 	 2.674e-03 	 2.122e-04 	 2.600e-05 	 1.367e-06 	 5.260e-06 	 4.591e-07 
  40.06 	  168.01 	    0.89 	 2.525e-03 	 2.258e-04 	 2.498e-05 	 1.433e-06 	 4.993e-06 	 4.370e-07 
  41.93 	  169.07 	    1.09 	 2.212e-03 	 2.564e-04 	 2.231e-05 	 1.468e-06 	 4.640e-06 	 4.230e-07 
  43.80 	  170.33 	    1.07 	 2.219e-03 	 3.011e-04 	 2.257e-05 	 1.158e-06 	 4.681e-06 	 5.331e-07 
  45.66 	  172.31 	    1.09 	 2.563e-03 	 3.474e-04 	 2.555e-05 	 1.260e-06 	 5.106e-06 	 7.519e-07 
  47.53 	  175.90 	    1.28 	 2.786e-03 	 4.272e-04 	 2.739e-05 	 1.969e-06 	 5.424e-06 	 9.799e-07 
  49.39 	  179.04 	    1.63 	 2.824e-03 	 4.984e-04 	 2.796e-05 	 1.686e-06 	 5.432e-06 	 1.138e-06 
  51.24 	  180.15 	    2.41 	 2.839e-03 	 5.028e-04 	 2.808e-05 	 1.846e-06 	 5.272e-06 	 1.263e-06 
  53.10 	  179.41 	    3.40 	 2.745e-03 	 5.540e-04 	 2.725e-05 	 2.245e-06 	 5.092e-06 	 1.360e-06 
