Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   11.14 	  190.38 	    2.35 	 1.105e-03 	 2.099e-04 	 9.168e-06 	 1.003e-06 	 1.830e-06 	 1.572e-07 
  13.78 	  194.53 	    2.41 	 1.033e-03 	 1.551e-04 	 8.636e-06 	 7.390e-07 	 1.770e-06 	 1.489e-07 
  16.40 	  197.35 	    2.15 	 1.021e-03 	 1.081e-04 	 8.633e-06 	 5.262e-07 	 1.819e-06 	 1.079e-07 
  19.03 	  203.53 	    1.84 	 1.096e-03 	 1.454e-04 	 8.884e-06 	 4.981e-07 	 1.912e-06 	 1.589e-07 
  21.64 	  209.44 	    1.61 	 1.042e-03 	 1.349e-04 	 8.683e-06 	 4.935e-07 	 1.843e-06 	 1.384e-07 
  24.25 	  207.81 	    1.62 	 9.622e-04 	 8.515e-05 	 8.462e-06 	 4.093e-07 	 1.789e-06 	 8.744e-08 
  26.85 	  199.87 	    1.44 	 1.058e-03 	 9.687e-05 	 8.968e-06 	 4.585e-07 	 1.903e-06 	 1.265e-07 
  29.45 	  190.23 	    1.24 	 9.849e-04 	 9.427e-05 	 8.866e-06 	 3.839e-07 	 1.921e-06 	 1.864e-07 
  32.04 	  188.14 	    1.34 	 9.147e-04 	 9.234e-05 	 8.765e-06 	 5.215e-07 	 1.917e-06 	 1.411e-07 
  34.62 	  191.17 	    1.43 	 1.035e-03 	 1.098e-04 	 8.843e-06 	 4.598e-07 	 1.900e-06 	 1.469e-07 
  37.20 	  187.02 	    1.01 	 9.395e-04 	 1.299e-04 	 8.595e-06 	 5.314e-07 	 1.854e-06 	 1.194e-07 
  39.77 	  182.09 	    0.86 	 9.990e-04 	 9.830e-05 	 9.653e-06 	 5.012e-07 	 1.926e-06 	 1.404e-07 
  43.58 	  174.21 	    1.04 	 9.528e-04 	 1.013e-04 	 9.018e-06 	 8.197e-07 	 1.791e-06 	 1.726e-07 
  47.38 	  163.37 	    0.95 	 8.857e-04 	 7.590e-05 	 8.445e-06 	 6.553e-07 	 1.784e-06 	 2.348e-07 
  49.91 	  155.31 	    1.55 	 1.076e-03 	 1.601e-04 	 9.765e-06 	 1.046e-06 	 1.982e-06 	 3.097e-07 
  52.45 	  146.31 	    2.64 	 9.588e-04 	 2.439e-04 	 9.224e-06 	 7.547e-07 	 1.968e-06 	 3.770e-07 
  54.97 	  139.06 	    4.33 	 8.988e-04 	 1.826e-04 	 8.877e-06 	 7.714e-07 	 1.932e-06 	 4.461e-07 
  57.49 	  137.59 	    5.58 	 1.000e-03 	 1.299e-04 	 8.966e-06 	 9.861e-07 	 2.052e-06 	 5.828e-07 
  61.23 	  139.24 	    5.77 	 1.107e-03 	 1.418e-04 	 9.454e-06 	 1.003e-06 	 2.380e-06 	 7.551e-07 
  64.98 	  146.38 	    5.75 	 1.327e-03 	 2.300e-04 	 1.155e-05 	 1.320e-06 	 2.877e-06 	 9.035e-07 
  67.47 	  147.45 	    5.92 	 1.492e-03 	 3.576e-04 	 1.374e-05 	 1.922e-06 	 3.406e-06 	 1.087e-06 
  71.17 	  141.42 	    6.00 	 1.684e-03 	 7.034e-04 	 1.622e-05 	 2.858e-06 	 4.133e-06 	 1.449e-06 
  74.86 	  143.62 	    5.84 	 2.042e-03 	 1.045e-03 	 1.809e-05 	 3.919e-06 	 4.879e-06 	 1.936e-06 
  77.32 	  144.83 	    5.61 	 2.482e-03 	 1.298e-03 	 2.060e-05 	 5.742e-06 	 5.692e-06 	 2.443e-06 
  79.78 	  145.05 	    5.25 	 3.004e-03 	 1.590e-03 	 2.485e-05 	 9.330e-06 	 6.366e-06 	 2.975e-06 
  82.22 	  145.80 	    4.81 	 3.371e-03 	 1.730e-03 	 3.052e-05 	 1.400e-05 	 6.562e-06 	 3.304e-06 
  84.66 	  148.49 	    5.35 	 3.787e-03 	 1.733e-03 	 3.719e-05 	 1.926e-05 	 6.300e-06 	 3.324e-06 
  87.08 	  152.93 	    6.36 	 4.489e-03 	 1.960e-03 	 4.190e-05 	 2.271e-05 	 5.579e-06 	 2.847e-06 
  89.51 	  156.50 	    7.67 	 3.936e-03 	 1.760e-03 	 3.577e-05 	 1.808e-05 	 4.681e-06 	 2.076e-06 
