Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   24.64 	  159.89 	    3.99 	 8.081e-04 	 1.707e-04 	 8.445e-06 	 8.873e-07 	 1.866e-06 	 9.515e-08 
  27.03 	  157.15 	    4.29 	 7.840e-04 	 1.331e-04 	 8.279e-06 	 6.326e-07 	 1.800e-06 	 1.096e-07 
  29.41 	  156.45 	    3.92 	 8.416e-04 	 9.408e-05 	 8.747e-06 	 4.766e-07 	 1.907e-06 	 1.514e-07 
  31.79 	  155.95 	    3.70 	 9.307e-04 	 1.602e-04 	 9.221e-06 	 5.909e-07 	 2.160e-06 	 2.743e-07 
  34.16 	  156.43 	    3.47 	 9.811e-04 	 1.916e-04 	 9.603e-06 	 8.770e-07 	 2.100e-06 	 2.726e-07 
  36.53 	  157.72 	    3.55 	 9.729e-04 	 1.618e-04 	 9.498e-06 	 7.377e-07 	 1.997e-06 	 2.489e-07 
  38.88 	  160.56 	    4.11 	 1.002e-03 	 1.234e-04 	 9.619e-06 	 6.477e-07 	 2.058e-06 	 2.081e-07 
  41.24 	  165.14 	    4.16 	 1.131e-03 	 7.386e-05 	 1.056e-05 	 5.852e-07 	 2.192e-06 	 2.212e-07 
  43.59 	  169.91 	    4.20 	 1.070e-03 	 1.054e-04 	 1.047e-05 	 5.381e-07 	 2.178e-06 	 2.900e-07 
  45.92 	  172.87 	    4.29 	 9.989e-04 	 9.220e-05 	 9.621e-06 	 5.801e-07 	 2.026e-06 	 3.297e-07 
  48.25 	  172.76 	    4.07 	 9.992e-04 	 9.194e-05 	 9.483e-06 	 6.857e-07 	 1.950e-06 	 3.652e-07 
  50.58 	  170.01 	    4.02 	 9.742e-04 	 1.127e-04 	 9.773e-06 	 6.403e-07 	 1.982e-06 	 4.274e-07 
  52.90 	  165.69 	    4.24 	 1.015e-03 	 1.275e-04 	 1.001e-05 	 6.999e-07 	 2.048e-06 	 5.134e-07 
  55.21 	  160.39 	    4.68 	 1.095e-03 	 1.714e-04 	 1.024e-05 	 8.650e-07 	 2.120e-06 	 6.041e-07 
  57.51 	  154.75 	    5.40 	 1.172e-03 	 2.583e-04 	 1.045e-05 	 1.082e-06 	 2.121e-06 	 6.710e-07 
  59.81 	  148.37 	    6.10 	 1.251e-03 	 4.153e-04 	 1.061e-05 	 1.126e-06 	 2.067e-06 	 7.304e-07 
  62.10 	  140.66 	    6.45 	 1.321e-03 	 6.221e-04 	 1.080e-05 	 1.388e-06 	 2.040e-06 	 8.072e-07 
  64.38 	  131.37 	    6.42 	 1.446e-03 	 8.717e-04 	 1.114e-05 	 1.746e-06 	 2.092e-06 	 9.248e-07 
  66.66 	  124.37 	    6.18 	 1.655e-03 	 1.209e-03 	 1.169e-05 	 2.186e-06 	 2.241e-06 	 1.108e-06 
  68.92 	  123.06 	    5.90 	 1.985e-03 	 1.712e-03 	 1.225e-05 	 2.616e-06 	 2.456e-06 	 1.337e-06 
  71.18 	  125.82 	    5.67 	 2.450e-03 	 2.429e-03 	 1.325e-05 	 3.300e-06 	 2.750e-06 	 1.621e-06 
  73.44 	  129.57 	    5.51 	 3.095e-03 	 3.388e-03 	 1.544e-05 	 4.422e-06 	 3.274e-06 	 2.198e-06 
  75.68 	  135.63 	    5.37 	 3.952e-03 	 4.570e-03 	 1.902e-05 	 6.211e-06 	 4.317e-06 	 3.598e-06 
  77.92 	  144.39 	    6.08 	 4.938e-03 	 5.820e-03 	 2.408e-05 	 8.897e-06 	 6.451e-06 	 6.828e-06 
  80.16 	  149.32 	    6.89 	 6.038e-03 	 7.247e-03 	 3.127e-05 	 1.276e-05 	 1.067e-05 	 1.355e-05 
  82.38 	  150.19 	    7.88 	 7.590e-03 	 9.578e-03 	 4.153e-05 	 1.838e-05 	 1.904e-05 	 2.694e-05 
  84.60 	  147.78 	    9.14 	 1.040e-02 	 1.459e-02 	 5.629e-05 	 2.775e-05 	 2.970e-05 	 4.261e-05 
  86.81 	  146.80 	   10.79 	 1.360e-02 	 2.121e-02 	 7.143e-05 	 4.110e-05 	 2.695e-05 	 3.915e-05 
  89.02 	  144.63 	   12.94 	 8.498e-03 	 1.152e-02 	 6.073e-05 	 3.508e-05 	 1.472e-05 	 2.018e-05 
