Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    5.42 	  185.18 	   37.80 	 7.591e-04 	 9.788e-02 	 8.652e-06 	 1.413e-03 	 1.543e-06 	 2.800e-04 
   7.23 	  177.17 	   37.80 	 7.793e-04 	 1.023e-01 	 8.885e-06 	 1.012e-03 	 1.584e-06 	 2.128e-04 
   8.13 	  174.58 	   37.80 	 7.934e-04 	 1.447e-01 	 9.049e-06 	 1.166e-03 	 1.613e-06 	 2.105e-04 
   9.04 	  172.85 	   37.80 	 8.058e-04 	 1.758e-01 	 9.182e-06 	 2.004e-03 	 1.638e-06 	 2.382e-04 
  10.40 	  169.32 	   37.80 	 8.190e-04 	 1.501e-01 	 9.338e-06 	 8.973e-04 	 1.665e-06 	 3.633e-04 
  11.77 	  165.04 	   37.80 	 8.264e-04 	 1.803e-01 	 9.417e-06 	 2.106e-03 	 1.680e-06 	 1.302e-04 
  12.69 	  162.21 	   37.80 	 8.300e-04 	 1.525e-01 	 9.464e-06 	 9.532e-04 	 1.687e-06 	 2.236e-04 
  13.60 	  159.78 	   37.80 	 8.338e-04 	 1.110e-01 	 9.501e-06 	 2.073e-03 	 1.695e-06 	 3.888e-04 
  14.52 	  157.90 	   37.80 	 8.367e-04 	 1.126e-01 	 9.540e-06 	 1.180e-03 	 1.701e-06 	 2.125e-04 
  15.44 	  156.30 	   37.80 	 8.398e-04 	 1.546e-01 	 9.576e-06 	 1.603e-03 	 1.707e-06 	 2.136e-04 
  16.36 	  154.26 	   37.80 	 8.423e-04 	 1.551e-01 	 9.599e-06 	 1.464e-03 	 1.712e-06 	 2.552e-04 
  17.28 	  152.37 	   37.80 	 8.443e-04 	 1.842e-01 	 9.627e-06 	 9.331e-04 	 1.716e-06 	 1.423e-04 
  19.13 	  150.75 	   37.80 	 8.458e-04 	 1.846e-01 	 9.637e-06 	 2.155e-03 	 1.719e-06 	 2.293e-04 
  20.06 	  151.14 	   37.80 	 8.468e-04 	 1.244e-01 	 9.648e-06 	 2.106e-03 	 1.721e-06 	 1.821e-04 
  20.98 	  152.22 	   37.80 	 8.469e-04 	 1.848e-01 	 9.654e-06 	 8.749e-04 	 1.721e-06 	 3.849e-04 
  22.36 	  153.35 	   37.80 	 8.470e-04 	 1.848e-01 	 9.651e-06 	 2.214e-03 	 1.722e-06 	 1.429e-04 
  23.75 	  154.74 	   37.80 	 8.454e-04 	 9.979e-02 	 9.636e-06 	 1.068e-03 	 1.718e-06 	 1.526e-04 
  24.68 	  156.29 	   37.80 	 8.456e-04 	 1.373e-01 	 9.639e-06 	 1.068e-03 	 1.719e-06 	 1.310e-04 
  25.61 	  157.76 	   37.80 	 8.470e-04 	 1.358e-01 	 9.651e-06 	 1.199e-03 	 1.722e-06 	 2.161e-04 
  26.55 	  158.87 	   37.80 	 8.479e-04 	 1.850e-01 	 9.660e-06 	 1.365e-03 	 1.723e-06 	 3.761e-04 
  27.49 	  159.82 	   37.80 	 8.485e-04 	 1.852e-01 	 9.667e-06 	 2.162e-03 	 1.725e-06 	 2.815e-04 
  28.42 	  160.83 	   37.80 	 8.485e-04 	 1.852e-01 	 9.669e-06 	 1.622e-03 	 1.725e-06 	 2.548e-04 
  29.36 	  162.01 	   37.80 	 8.478e-04 	 1.378e-01 	 9.661e-06 	 1.817e-03 	 1.723e-06 	 1.533e-04 
  30.30 	  163.44 	   37.80 	 8.478e-04 	 1.850e-01 	 9.658e-06 	 1.475e-03 	 1.723e-06 	 1.824e-04 
  31.25 	  164.85 	   37.80 	 8.470e-04 	 1.001e-01 	 9.650e-06 	 2.158e-03 	 1.722e-06 	 2.542e-04 
  33.13 	  166.15 	   37.80 	 8.463e-04 	 1.847e-01 	 9.643e-06 	 1.617e-03 	 1.720e-06 	 1.344e-04 
  34.07 	  167.09 	   37.80 	 8.458e-04 	 1.558e-01 	 9.635e-06 	 1.615e-03 	 1.719e-06 	 1.188e-04 
  35.02 	  167.88 	   37.80 	 8.461e-04 	 1.559e-01 	 9.639e-06 	 1.812e-03 	 1.720e-06 	 1.799e-04 
  35.97 	  168.24 	   37.80 	 8.466e-04 	 1.357e-01 	 9.644e-06 	 2.105e-03 	 1.721e-06 	 3.755e-04 
  36.91 	  168.62 	   37.80 	 8.490e-04 	 1.248e-01 	 9.672e-06 	 1.622e-03 	 1.726e-06 	 2.549e-04 
  37.87 	  169.54 	   37.80 	 8.524e-04 	 1.572e-01 	 9.710e-06 	 2.119e-03 	 1.732e-06 	 1.544e-04 
  38.82 	  171.27 	   37.80 	 8.547e-04 	 1.865e-01 	 9.736e-06 	 2.125e-03 	 1.737e-06 	 3.885e-04 
  39.77 	  172.57 	   37.80 	 8.586e-04 	 1.381e-01 	 9.782e-06 	 1.645e-03 	 1.745e-06 	 3.808e-04 
  41.18 	  173.32 	   37.80 	 8.691e-04 	 1.896e-01 	 9.901e-06 	 1.017e-03 	 1.766e-06 	 3.277e-04 
  42.60 	  174.86 	   37.80 	 8.820e-04 	 1.059e-01 	 1.005e-05 	 1.118e-03 	 1.793e-06 	 3.912e-04 
  43.55 	  175.30 	   37.80 	 8.851e-04 	 1.643e-01 	 1.008e-05 	 5.539e-04 	 1.799e-06 	 1.836e-04 
  44.51 	  175.00 	   37.80 	 8.860e-04 	 1.933e-01 	 1.009e-05 	 5.833e-04 	 1.801e-06 	 1.689e-04 
  45.47 	  174.12 	   37.80 	 8.871e-04 	 1.936e-01 	 1.011e-05 	 1.249e-03 	 1.803e-06 	 2.975e-04 
  46.43 	  173.50 	   37.80 	 8.894e-04 	 1.941e-01 	 1.013e-05 	 8.032e-04 	 1.808e-06 	 1.786e-04 
  47.39 	  172.95 	   37.80 	 8.971e-04 	 1.958e-01 	 1.022e-05 	 6.465e-04 	 1.823e-06 	 2.185e-04 
  48.34 	  171.32 	   37.80 	 9.069e-04 	 1.979e-01 	 1.033e-05 	 1.461e-03 	 1.843e-06 	 1.535e-04 
