Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   11.41 	  163.95 	    1.26 	 7.476e-04 	 1.281e-04 	 8.521e-06 	 6.610e-07 	 1.802e-06 	 9.585e-08 
  14.65 	  157.00 	    1.40 	 7.448e-04 	 1.136e-04 	 8.577e-06 	 8.037e-07 	 1.777e-06 	 9.613e-08 
  17.87 	  153.35 	    1.37 	 8.575e-04 	 1.338e-04 	 9.002e-06 	 8.711e-07 	 1.840e-06 	 1.133e-07 
  21.08 	  150.13 	    1.34 	 1.020e-03 	 2.031e-04 	 9.760e-06 	 8.291e-07 	 2.038e-06 	 1.623e-07 
  24.27 	  149.38 	    1.41 	 1.124e-03 	 1.374e-04 	 1.016e-05 	 5.423e-07 	 2.068e-06 	 9.219e-08 
  27.46 	  149.04 	    1.13 	 1.287e-03 	 1.068e-04 	 1.166e-05 	 8.942e-07 	 2.427e-06 	 7.588e-08 
  30.63 	  146.85 	    1.10 	 1.461e-03 	 1.204e-04 	 1.492e-05 	 5.950e-07 	 2.956e-06 	 1.410e-07 
  33.79 	  149.25 	    1.75 	 1.596e-03 	 8.503e-05 	 1.432e-05 	 1.214e-06 	 3.007e-06 	 1.515e-07 
  36.94 	  151.72 	    1.67 	 1.707e-03 	 1.517e-04 	 1.498e-05 	 1.195e-06 	 3.392e-06 	 1.577e-07 
  41.62 	  153.32 	    1.26 	 2.169e-03 	 8.691e-05 	 2.139e-05 	 1.033e-06 	 4.095e-06 	 2.897e-07 
  46.28 	  158.10 	    1.88 	 2.070e-03 	 1.342e-04 	 1.938e-05 	 1.441e-06 	 4.040e-06 	 4.381e-07 
  49.38 	  161.35 	    2.78 	 1.792e-03 	 1.377e-04 	 1.753e-05 	 1.095e-06 	 3.573e-06 	 5.103e-07 
  52.48 	  164.13 	    3.61 	 1.711e-03 	 1.125e-04 	 1.571e-05 	 1.172e-06 	 3.223e-06 	 5.124e-07 
  55.56 	  163.25 	    4.04 	 1.530e-03 	 1.507e-04 	 1.466e-05 	 1.476e-06 	 3.141e-06 	 5.437e-07 
  58.62 	  159.11 	    4.26 	 1.354e-03 	 2.244e-04 	 1.521e-05 	 2.006e-06 	 3.275e-06 	 6.880e-07 
  61.67 	  156.60 	    4.63 	 1.394e-03 	 2.721e-04 	 1.554e-05 	 2.953e-06 	 3.425e-06 	 8.929e-07 
  64.72 	  159.36 	    5.00 	 1.628e-03 	 2.899e-04 	 1.628e-05 	 3.947e-06 	 3.572e-06 	 1.141e-06 
  67.75 	  166.30 	    5.05 	 1.817e-03 	 2.867e-04 	 1.811e-05 	 5.110e-06 	 3.813e-06 	 1.464e-06 
  70.77 	  171.38 	    4.82 	 1.970e-03 	 3.344e-04 	 2.027e-05 	 6.840e-06 	 4.205e-06 	 1.904e-06 
  73.77 	  169.48 	    4.45 	 2.239e-03 	 4.781e-04 	 2.400e-05 	 1.006e-05 	 5.094e-06 	 2.750e-06 
  76.77 	  165.88 	    3.99 	 2.514e-03 	 6.368e-04 	 2.861e-05 	 1.449e-05 	 5.866e-06 	 3.457e-06 
  79.75 	  166.06 	    4.31 	 2.933e-03 	 8.895e-04 	 3.330e-05 	 1.981e-05 	 5.824e-06 	 3.323e-06 
  82.72 	  163.82 	    5.26 	 3.696e-03 	 1.542e-03 	 3.793e-05 	 2.532e-05 	 5.357e-06 	 2.771e-06 
  87.15 	  159.51 	    7.30 	 3.596e-03 	 1.713e-03 	 3.108e-05 	 1.691e-05 	 4.459e-06 	 1.774e-06 
