Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   43.08 	  168.86 	    5.05 	 8.653e-04 	 1.942e-04 	 8.191e-06 	 1.444e-06 	 2.037e-06 	 4.642e-07 
  45.04 	  167.34 	    5.78 	 9.009e-04 	 2.436e-04 	 8.125e-06 	 1.375e-06 	 2.100e-06 	 5.103e-07 
  46.01 	  168.09 	    6.18 	 9.546e-04 	 1.948e-04 	 7.906e-06 	 9.320e-07 	 1.998e-06 	 4.283e-07 
  46.99 	  170.96 	    6.45 	 9.925e-04 	 8.969e-05 	 7.694e-06 	 5.591e-07 	 1.814e-06 	 3.395e-07 
  47.97 	  172.33 	    6.74 	 9.708e-04 	 7.198e-05 	 7.813e-06 	 5.049e-07 	 1.729e-06 	 3.122e-07 
  49.45 	  173.12 	    7.17 	 9.762e-04 	 5.255e-05 	 7.942e-06 	 4.752e-07 	 1.682e-06 	 2.864e-07 
  50.92 	  174.88 	    7.33 	 9.939e-04 	 5.837e-05 	 7.864e-06 	 4.871e-07 	 1.643e-06 	 2.751e-07 
  51.91 	  174.59 	    7.19 	 9.760e-04 	 7.018e-05 	 7.904e-06 	 5.149e-07 	 1.646e-06 	 2.889e-07 
  52.89 	  174.19 	    7.01 	 9.746e-04 	 6.439e-05 	 7.899e-06 	 5.073e-07 	 1.662e-06 	 3.124e-07 
  53.88 	  173.74 	    6.70 	 9.690e-04 	 6.181e-05 	 7.985e-06 	 4.696e-07 	 1.682e-06 	 3.356e-07 
  54.88 	  172.42 	    6.20 	 9.500e-04 	 5.655e-05 	 8.037e-06 	 4.796e-07 	 1.684e-06 	 3.512e-07 
  55.87 	  170.08 	    5.73 	 9.429e-04 	 5.943e-05 	 8.035e-06 	 5.266e-07 	 1.674e-06 	 3.656e-07 
  56.86 	  166.80 	    5.39 	 9.403e-04 	 6.707e-05 	 7.982e-06 	 5.795e-07 	 1.664e-06 	 3.831e-07 
  57.85 	  163.91 	    5.16 	 9.420e-04 	 5.935e-05 	 7.957e-06 	 6.881e-07 	 1.656e-06 	 4.059e-07 
  58.85 	  161.44 	    5.03 	 9.592e-04 	 5.618e-05 	 8.047e-06 	 7.698e-07 	 1.645e-06 	 4.327e-07 
  59.84 	  159.34 	    4.91 	 9.645e-04 	 6.720e-05 	 8.283e-06 	 8.193e-07 	 1.649e-06 	 4.694e-07 
  60.84 	  158.06 	    4.74 	 9.474e-04 	 9.427e-05 	 8.536e-06 	 8.927e-07 	 1.663e-06 	 5.171e-07 
  61.84 	  156.24 	    4.64 	 9.200e-04 	 1.030e-04 	 8.716e-06 	 9.931e-07 	 1.681e-06 	 5.725e-07 
  62.84 	  153.84 	    4.70 	 9.052e-04 	 1.205e-04 	 8.782e-06 	 1.068e-06 	 1.689e-06 	 6.287e-07 
  63.84 	  152.77 	    4.89 	 8.844e-04 	 1.376e-04 	 8.890e-06 	 1.106e-06 	 1.700e-06 	 6.871e-07 
