Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   22.24 	  162.67 	    1.75 	 1.088e-03 	 1.892e-04 	 1.050e-05 	 5.752e-07 	 2.209e-06 	 1.175e-07 
  25.25 	  162.52 	    1.92 	 1.184e-03 	 1.565e-04 	 1.179e-05 	 8.136e-07 	 2.367e-06 	 9.362e-08 
  28.24 	  161.53 	    1.87 	 1.161e-03 	 1.465e-04 	 1.128e-05 	 9.250e-07 	 2.407e-06 	 1.292e-07 
  31.22 	  160.46 	    1.52 	 1.236e-03 	 1.439e-04 	 1.198e-05 	 5.157e-07 	 2.527e-06 	 1.410e-07 
  34.19 	  160.60 	    1.59 	 1.290e-03 	 1.785e-04 	 1.207e-05 	 6.879e-07 	 2.646e-06 	 2.533e-07 
  37.15 	  160.91 	    1.51 	 1.326e-03 	 1.957e-04 	 1.248e-05 	 5.829e-07 	 2.578e-06 	 2.196e-07 
  40.09 	  163.52 	    1.28 	 1.276e-03 	 1.013e-04 	 1.236e-05 	 4.541e-07 	 2.469e-06 	 1.484e-07 
  43.02 	  166.92 	    1.12 	 1.319e-03 	 7.075e-05 	 1.258e-05 	 6.107e-07 	 2.653e-06 	 1.656e-07 
  45.95 	  169.59 	    0.74 	 1.345e-03 	 1.012e-04 	 1.302e-05 	 6.514e-07 	 2.652e-06 	 1.411e-07 
  48.86 	  172.11 	    1.04 	 1.263e-03 	 9.983e-05 	 1.199e-05 	 7.542e-07 	 2.480e-06 	 1.620e-07 
  51.75 	  172.97 	    1.68 	 1.327e-03 	 1.018e-04 	 1.230e-05 	 6.979e-07 	 2.631e-06 	 1.918e-07 
  54.64 	  172.01 	    1.74 	 1.445e-03 	 9.317e-05 	 1.335e-05 	 9.270e-07 	 2.920e-06 	 2.517e-07 
  57.51 	  171.00 	    1.78 	 1.487e-03 	 1.366e-04 	 1.393e-05 	 1.225e-06 	 3.096e-06 	 3.778e-07 
  61.74 	  169.98 	    2.20 	 1.621e-03 	 1.783e-04 	 1.502e-05 	 1.421e-06 	 3.182e-06 	 6.692e-07 
  65.95 	  161.41 	    3.21 	 1.529e-03 	 2.331e-04 	 1.527e-05 	 1.627e-06 	 3.194e-06 	 1.025e-06 
  68.78 	  155.08 	    4.05 	 1.424e-03 	 2.945e-04 	 1.405e-05 	 1.626e-06 	 3.393e-06 	 1.365e-06 
  71.59 	  152.92 	    4.81 	 1.480e-03 	 3.502e-04 	 1.307e-05 	 1.940e-06 	 3.704e-06 	 1.750e-06 
  74.39 	  153.62 	    5.40 	 1.546e-03 	 4.490e-04 	 1.370e-05 	 2.659e-06 	 4.166e-06 	 2.193e-06 
  77.18 	  157.85 	    5.82 	 1.718e-03 	 5.301e-04 	 1.567e-05 	 4.386e-06 	 4.961e-06 	 2.901e-06 
  79.95 	  162.79 	    6.11 	 2.153e-03 	 6.107e-04 	 1.873e-05 	 7.299e-06 	 6.023e-06 	 3.947e-06 
  82.71 	  167.38 	    6.06 	 2.665e-03 	 7.941e-04 	 2.348e-05 	 1.178e-05 	 7.108e-06 	 5.248e-06 
  85.46 	  168.28 	    5.64 	 2.912e-03 	 9.950e-04 	 2.935e-05 	 1.736e-05 	 7.336e-06 	 5.725e-06 
  88.20 	  165.57 	    4.85 	 2.702e-03 	 9.415e-04 	 2.724e-05 	 1.529e-05 	 6.034e-06 	 4.176e-06 
