Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   24.78 	  155.91 	    3.39 	 8.687e-04 	 1.734e-04 	 9.485e-06 	 1.100e-06 	 2.124e-06 	 3.255e-07 
  27.16 	  162.80 	    3.94 	 8.413e-04 	 1.494e-04 	 1.006e-05 	 1.103e-06 	 2.181e-06 	 2.226e-07 
  29.52 	  162.55 	    4.10 	 8.323e-04 	 1.004e-04 	 1.013e-05 	 7.892e-07 	 2.321e-06 	 2.049e-07 
  31.87 	  162.52 	    3.96 	 9.167e-04 	 1.136e-04 	 1.126e-05 	 7.670e-07 	 2.581e-06 	 2.896e-07 
  34.22 	  162.87 	    3.42 	 9.844e-04 	 1.541e-04 	 1.197e-05 	 1.169e-06 	 2.609e-06 	 2.462e-07 
  37.69 	  163.31 	    3.13 	 1.067e-03 	 8.407e-05 	 1.278e-05 	 8.140e-07 	 2.762e-06 	 2.218e-07 
  41.15 	  165.09 	    3.45 	 1.276e-03 	 5.237e-05 	 1.468e-05 	 6.227e-07 	 3.157e-06 	 1.725e-07 
  44.62 	  166.52 	    3.36 	 1.501e-03 	 1.032e-04 	 1.650e-05 	 1.032e-06 	 3.684e-06 	 2.341e-07 
  48.09 	  166.78 	    2.85 	 1.734e-03 	 9.987e-05 	 1.948e-05 	 8.725e-07 	 4.074e-06 	 3.923e-07 
  50.39 	  168.85 	    2.83 	 1.833e-03 	 1.020e-04 	 1.943e-05 	 1.254e-06 	 4.086e-06 	 4.958e-07 
  52.69 	  172.02 	    3.04 	 1.891e-03 	 1.309e-04 	 2.036e-05 	 1.488e-06 	 4.403e-06 	 5.128e-07 
  54.98 	  176.06 	    3.20 	 2.034e-03 	 1.224e-04 	 2.257e-05 	 1.414e-06 	 4.756e-06 	 5.187e-07 
  58.38 	  180.92 	    3.29 	 2.065e-03 	 1.352e-04 	 2.231e-05 	 1.436e-06 	 4.975e-06 	 8.259e-07 
  61.77 	  181.97 	    3.50 	 1.721e-03 	 1.695e-04 	 1.987e-05 	 1.625e-06 	 4.814e-06 	 1.110e-06 
  64.03 	  180.22 	    3.88 	 1.705e-03 	 1.739e-04 	 1.914e-05 	 1.777e-06 	 4.665e-06 	 1.180e-06 
  66.28 	  177.56 	    4.41 	 1.816e-03 	 1.534e-04 	 1.913e-05 	 1.868e-06 	 4.584e-06 	 1.311e-06 
  68.53 	  176.05 	    4.95 	 1.880e-03 	 1.799e-04 	 1.994e-05 	 2.075e-06 	 4.767e-06 	 1.535e-06 
  70.77 	  175.60 	    5.37 	 2.225e-03 	 2.418e-04 	 2.157e-05 	 2.492e-06 	 5.297e-06 	 1.877e-06 
  73.01 	  175.85 	    5.59 	 2.615e-03 	 3.753e-04 	 2.286e-05 	 2.762e-06 	 5.918e-06 	 2.273e-06 
  75.24 	  173.74 	    5.59 	 2.707e-03 	 4.203e-04 	 2.379e-05 	 2.788e-06 	 6.620e-06 	 2.750e-06 
  77.46 	  169.85 	    5.43 	 2.987e-03 	 6.948e-04 	 2.472e-05 	 3.485e-06 	 7.588e-06 	 3.494e-06 
  79.67 	  165.86 	    5.15 	 3.238e-03 	 9.043e-04 	 2.612e-05 	 4.851e-06 	 8.985e-06 	 4.653e-06 
  81.88 	  164.56 	    4.77 	 3.597e-03 	 1.075e-03 	 2.890e-05 	 6.700e-06 	 1.061e-05 	 6.104e-06 
  84.08 	  162.67 	    4.31 	 4.419e-03 	 1.170e-03 	 3.320e-05 	 9.160e-06 	 1.144e-05 	 6.988e-06 
  86.28 	  160.68 	    4.80 	 6.276e-03 	 1.399e-03 	 3.799e-05 	 1.163e-05 	 1.082e-05 	 6.593e-06 
  88.46 	  160.20 	    5.73 	 6.699e-03 	 1.777e-03 	 3.695e-05 	 1.133e-05 	 9.045e-06 	 5.068e-06 
