Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   17.21 	  198.24 	    2.23 	 1.164e-03 	 1.468e-04 	 1.389e-05 	 1.260e-06 	 2.758e-06 	 2.428e-07 
  19.91 	  192.60 	    2.25 	 1.255e-03 	 1.730e-04 	 1.422e-05 	 1.002e-06 	 2.931e-06 	 2.661e-07 
  22.60 	  187.69 	    1.90 	 1.261e-03 	 2.018e-04 	 1.459e-05 	 5.501e-07 	 2.918e-06 	 1.346e-07 
  25.27 	  184.90 	    1.64 	 1.202e-03 	 2.093e-04 	 1.389e-05 	 4.055e-07 	 2.821e-06 	 1.190e-07 
  27.94 	  183.24 	    1.84 	 1.258e-03 	 2.087e-04 	 1.408e-05 	 7.534e-07 	 2.896e-06 	 1.220e-07 
  30.60 	  179.87 	    1.65 	 1.120e-03 	 1.787e-04 	 1.281e-05 	 4.792e-07 	 2.741e-06 	 1.083e-07 
  33.25 	  176.27 	    1.21 	 1.234e-03 	 1.480e-04 	 1.371e-05 	 6.304e-07 	 2.840e-06 	 2.126e-07 
  35.89 	  176.26 	    1.14 	 1.296e-03 	 1.591e-04 	 1.397e-05 	 1.134e-06 	 3.179e-06 	 3.509e-07 
  38.53 	  176.00 	    1.40 	 1.099e-03 	 1.110e-04 	 1.255e-05 	 8.340e-07 	 2.876e-06 	 1.693e-07 
  41.16 	  174.31 	    1.12 	 1.105e-03 	 7.476e-05 	 1.294e-05 	 4.801e-07 	 2.682e-06 	 1.158e-07 
  43.77 	  174.07 	    1.11 	 1.166e-03 	 6.468e-05 	 1.274e-05 	 3.674e-07 	 2.658e-06 	 1.340e-07 
  46.38 	  173.28 	    1.29 	 1.231e-03 	 7.475e-05 	 1.269e-05 	 4.447e-07 	 2.687e-06 	 1.927e-07 
  48.97 	  169.33 	    1.22 	 1.189e-03 	 5.395e-05 	 1.295e-05 	 4.509e-07 	 2.752e-06 	 1.850e-07 
  51.56 	  163.34 	    1.27 	 1.154e-03 	 7.206e-05 	 1.289e-05 	 5.746e-07 	 2.672e-06 	 2.713e-07 
  54.14 	  157.26 	    1.65 	 1.174e-03 	 1.133e-04 	 1.269e-05 	 8.277e-07 	 2.535e-06 	 3.248e-07 
  56.70 	  151.91 	    2.39 	 1.140e-03 	 1.553e-04 	 1.220e-05 	 7.011e-07 	 2.472e-06 	 3.978e-07 
  59.26 	  149.44 	    3.62 	 1.155e-03 	 1.970e-04 	 1.251e-05 	 8.147e-07 	 2.500e-06 	 5.281e-07 
  61.81 	  151.06 	    4.90 	 1.307e-03 	 2.692e-04 	 1.363e-05 	 1.421e-06 	 2.564e-06 	 6.612e-07 
  64.35 	  158.09 	    5.94 	 1.380e-03 	 3.046e-04 	 1.379e-05 	 1.953e-06 	 2.627e-06 	 7.966e-07 
  66.88 	  167.30 	    6.73 	 1.374e-03 	 3.002e-04 	 1.364e-05 	 2.379e-06 	 2.750e-06 	 9.566e-07 
  69.40 	  170.07 	    7.38 	 1.315e-03 	 2.835e-04 	 1.372e-05 	 2.885e-06 	 2.913e-06 	 1.142e-06 
  71.92 	  164.60 	    7.80 	 1.259e-03 	 2.672e-04 	 1.436e-05 	 3.794e-06 	 3.131e-06 	 1.335e-06 
  74.42 	  155.97 	    7.86 	 1.272e-03 	 2.726e-04 	 1.529e-05 	 4.908e-06 	 3.358e-06 	 1.512e-06 
  76.91 	  148.52 	    7.58 	 1.367e-03 	 2.978e-04 	 1.624e-05 	 5.800e-06 	 3.540e-06 	 1.654e-06 
  79.40 	  142.79 	    7.04 	 1.626e-03 	 3.593e-04 	 1.866e-05 	 7.417e-06 	 3.779e-06 	 1.787e-06 
  81.87 	  139.87 	    6.37 	 2.078e-03 	 5.297e-04 	 2.288e-05 	 1.056e-05 	 3.891e-06 	 1.804e-06 
  84.34 	  143.47 	    5.70 	 2.828e-03 	 9.193e-04 	 3.017e-05 	 1.659e-05 	 3.930e-06 	 1.708e-06 
  86.79 	  148.42 	    6.12 	 3.665e-03 	 1.481e-03 	 3.962e-05 	 2.601e-05 	 3.854e-06 	 1.489e-06 
  89.24 	  149.91 	    7.52 	 3.383e-03 	 1.365e-03 	 3.588e-05 	 2.225e-05 	 3.700e-06 	 1.202e-06 
