Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   18.42 	  181.50 	    1.42 	 1.051e-03 	 2.498e-04 	 1.059e-05 	 1.160e-06 	 2.279e-06 	 2.007e-07 
  21.30 	  174.54 	    1.57 	 1.139e-03 	 2.727e-04 	 1.125e-05 	 1.413e-06 	 2.357e-06 	 2.303e-07 
  24.16 	  171.49 	    1.59 	 1.090e-03 	 2.118e-04 	 1.063e-05 	 9.460e-07 	 2.378e-06 	 2.009e-07 
  27.00 	  170.32 	    1.62 	 1.276e-03 	 2.035e-04 	 1.217e-05 	 1.642e-06 	 2.433e-06 	 2.689e-07 
  29.84 	  167.72 	    1.45 	 1.106e-03 	 2.530e-04 	 1.081e-05 	 8.361e-07 	 2.313e-06 	 2.826e-07 
  32.67 	  164.44 	    0.87 	 8.615e-04 	 1.576e-04 	 9.652e-06 	 6.036e-07 	 2.359e-06 	 1.823e-07 
  35.49 	  162.49 	    1.12 	 1.074e-03 	 1.218e-04 	 1.136e-05 	 6.162e-07 	 2.553e-06 	 2.569e-07 
  38.30 	  160.92 	    1.48 	 1.315e-03 	 2.888e-04 	 1.194e-05 	 8.684e-07 	 2.713e-06 	 4.494e-07 
  41.10 	  160.03 	    0.98 	 1.172e-03 	 2.076e-04 	 1.184e-05 	 6.586e-07 	 2.568e-06 	 3.879e-07 
  43.88 	  161.70 	    0.90 	 1.148e-03 	 1.176e-04 	 1.141e-05 	 6.104e-07 	 2.364e-06 	 2.308e-07 
  46.66 	  165.53 	    0.95 	 1.191e-03 	 7.083e-05 	 1.194e-05 	 7.920e-07 	 2.532e-06 	 1.836e-07 
  49.42 	  169.47 	    0.74 	 1.181e-03 	 5.881e-05 	 1.206e-05 	 5.954e-07 	 2.628e-06 	 2.013e-07 
  52.17 	  170.97 	    0.72 	 1.216e-03 	 5.748e-05 	 1.214e-05 	 6.856e-07 	 2.581e-06 	 2.815e-07 
  54.91 	  168.41 	    0.96 	 1.236e-03 	 6.933e-05 	 1.202e-05 	 9.301e-07 	 2.606e-06 	 3.065e-07 
  57.65 	  162.94 	    1.59 	 1.251e-03 	 8.480e-05 	 1.256e-05 	 1.035e-06 	 2.775e-06 	 3.921e-07 
  63.12 	  152.96 	    3.36 	 1.368e-03 	 1.118e-04 	 1.423e-05 	 1.827e-06 	 2.916e-06 	 6.640e-07 
  68.56 	  157.40 	    5.78 	 1.506e-03 	 1.819e-04 	 1.328e-05 	 2.258e-06 	 2.552e-06 	 8.998e-07 
  71.23 	  160.47 	    6.83 	 1.574e-03 	 2.456e-04 	 1.399e-05 	 2.753e-06 	 2.579e-06 	 1.088e-06 
  73.90 	  164.01 	    7.48 	 1.539e-03 	 2.678e-04 	 1.502e-05 	 3.671e-06 	 2.774e-06 	 1.359e-06 
  76.56 	  164.44 	    7.74 	 1.486e-03 	 2.344e-04 	 1.605e-05 	 4.445e-06 	 3.176e-06 	 1.774e-06 
  79.20 	  160.52 	    7.60 	 1.508e-03 	 2.311e-04 	 1.774e-05 	 5.476e-06 	 3.822e-06 	 2.408e-06 
  81.83 	  155.18 	    7.14 	 1.638e-03 	 2.690e-04 	 2.127e-05 	 7.717e-06 	 4.706e-06 	 3.278e-06 
  84.46 	  150.95 	    6.43 	 1.874e-03 	 3.579e-04 	 2.719e-05 	 1.078e-05 	 5.435e-06 	 3.906e-06 
  87.07 	  149.02 	    5.55 	 2.099e-03 	 5.396e-04 	 3.793e-05 	 1.795e-05 	 5.462e-06 	 3.687e-06 
  89.67 	  148.02 	    5.62 	 2.002e-03 	 5.090e-04 	 3.648e-05 	 1.942e-05 	 4.789e-06 	 2.722e-06 
