Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    9.77 	  146.00 	    2.07 	 3.513e-03 	 4.821e-04 	 4.322e-05 	 5.563e-06 	 9.372e-06 	 9.739e-07 
  12.08 	  146.08 	    1.78 	 2.727e-03 	 5.031e-04 	 2.995e-05 	 4.771e-06 	 6.181e-06 	 8.500e-07 
  14.37 	  148.90 	    1.83 	 1.687e-03 	 2.746e-04 	 1.582e-05 	 2.620e-06 	 3.082e-06 	 3.518e-07 
  16.67 	  152.69 	    1.49 	 1.412e-03 	 2.351e-04 	 1.066e-05 	 1.340e-06 	 2.120e-06 	 1.225e-07 
  18.95 	  154.76 	    1.38 	 1.380e-03 	 2.311e-04 	 9.958e-06 	 8.788e-07 	 2.038e-06 	 1.112e-07 
  21.23 	  156.81 	    1.43 	 1.362e-03 	 1.535e-04 	 1.042e-05 	 7.323e-07 	 2.136e-06 	 1.385e-07 
  23.50 	  160.43 	    1.65 	 1.294e-03 	 8.567e-05 	 1.063e-05 	 9.011e-07 	 2.213e-06 	 1.129e-07 
  25.77 	  164.67 	    1.70 	 1.152e-03 	 7.753e-05 	 9.873e-06 	 8.983e-07 	 2.106e-06 	 1.156e-07 
  28.03 	  165.65 	    1.60 	 1.067e-03 	 8.303e-05 	 9.762e-06 	 6.400e-07 	 2.092e-06 	 1.090e-07 
  30.29 	  162.67 	    1.56 	 9.817e-04 	 9.708e-05 	 1.017e-05 	 5.767e-07 	 2.190e-06 	 1.333e-07 
  32.54 	  163.79 	    1.43 	 1.105e-03 	 6.756e-05 	 1.065e-05 	 6.416e-07 	 2.301e-06 	 1.734e-07 
  34.79 	  169.78 	    2.04 	 1.368e-03 	 6.245e-05 	 1.156e-05 	 7.989e-07 	 2.419e-06 	 2.067e-07 
  37.02 	  179.63 	    2.34 	 1.227e-03 	 8.066e-05 	 1.072e-05 	 9.429e-07 	 2.329e-06 	 2.476e-07 
  39.26 	  192.37 	    2.50 	 1.290e-03 	 8.260e-05 	 1.051e-05 	 9.294e-07 	 2.272e-06 	 3.181e-07 
  42.59 	  202.72 	    2.46 	 1.426e-03 	 1.068e-04 	 1.223e-05 	 1.060e-06 	 2.454e-06 	 4.812e-07 
  45.90 	  196.33 	    2.93 	 1.191e-03 	 1.110e-04 	 1.303e-05 	 1.263e-06 	 2.671e-06 	 7.008e-07 
  48.12 	  187.66 	    3.38 	 1.090e-03 	 1.075e-04 	 1.330e-05 	 1.584e-06 	 2.747e-06 	 8.657e-07 
  50.32 	  177.48 	    4.08 	 1.054e-03 	 1.321e-04 	 1.276e-05 	 1.807e-06 	 2.665e-06 	 9.938e-07 
  52.52 	  168.67 	    4.91 	 1.022e-03 	 1.501e-04 	 1.190e-05 	 2.003e-06 	 2.521e-06 	 1.084e-06 
  54.71 	  162.27 	    5.66 	 1.009e-03 	 1.753e-04 	 1.150e-05 	 2.207e-06 	 2.448e-06 	 1.204e-06 
  56.90 	  158.82 	    6.29 	 1.065e-03 	 2.100e-04 	 1.161e-05 	 2.500e-06 	 2.508e-06 	 1.391e-06 
  59.08 	  155.88 	    6.69 	 1.079e-03 	 2.505e-04 	 1.181e-05 	 2.783e-06 	 2.645e-06 	 1.610e-06 
  61.25 	  151.89 	    6.84 	 1.072e-03 	 3.278e-04 	 1.216e-05 	 3.097e-06 	 2.868e-06 	 1.888e-06 
  63.42 	  146.76 	    6.73 	 1.113e-03 	 4.325e-04 	 1.266e-05 	 3.507e-06 	 3.254e-06 	 2.322e-06 
  65.58 	  140.31 	    6.34 	 1.219e-03 	 5.659e-04 	 1.297e-05 	 3.946e-06 	 3.847e-06 	 2.961e-06 
  67.74 	  134.36 	    5.77 	 1.466e-03 	 8.111e-04 	 1.360e-05 	 4.589e-06 	 4.625e-06 	 3.766e-06 
  69.89 	  128.03 	    5.08 	 1.932e-03 	 1.272e-03 	 1.476e-05 	 5.482e-06 	 5.589e-06 	 4.736e-06 
  72.03 	  120.91 	    5.45 	 2.648e-03 	 2.015e-03 	 1.610e-05 	 6.590e-06 	 6.685e-06 	 5.856e-06 
  74.17 	  113.43 	    6.86 	 3.407e-03 	 2.826e-03 	 1.749e-05 	 7.746e-06 	 7.763e-06 	 7.081e-06 
  76.30 	  109.09 	    8.69 	 3.953e-03 	 3.381e-03 	 1.889e-05 	 8.837e-06 	 8.955e-06 	 8.780e-06 
  79.48 	  108.17 	   12.38 	 4.230e-03 	 3.514e-03 	 2.103e-05 	 1.019e-05 	 1.167e-05 	 1.349e-05 
  82.66 	  116.17 	   17.29 	 4.242e-03 	 3.337e-03 	 2.370e-05 	 1.211e-05 	 1.516e-05 	 1.985e-05 
  84.77 	  120.28 	   21.32 	 4.037e-03 	 2.998e-03 	 2.536e-05 	 1.396e-05 	 1.632e-05 	 2.172e-05 
  86.87 	  120.62 	   26.30 	 3.467e-03 	 2.315e-03 	 2.469e-05 	 1.373e-05 	 1.304e-05 	 1.656e-05 
  88.96 	  118.52 	   32.60 	 2.812e-03 	 1.708e-03 	 2.173e-05 	 1.046e-05 	 8.774e-06 	 9.547e-06 
