Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    6.22 	  185.10 	    1.40 	 7.569e-04 	 6.422e-05 	 8.254e-06 	 1.069e-06 	 1.639e-06 	 1.423e-07 
   9.29 	  185.11 	    2.03 	 8.458e-04 	 9.175e-05 	 8.380e-06 	 1.225e-06 	 1.661e-06 	 1.677e-07 
  11.35 	  190.45 	    2.31 	 9.979e-04 	 1.440e-04 	 8.794e-06 	 1.130e-06 	 1.748e-06 	 1.525e-07 
  13.40 	  198.01 	    2.07 	 1.011e-03 	 1.409e-04 	 8.653e-06 	 9.015e-07 	 1.756e-06 	 1.204e-07 
  15.45 	  203.75 	    1.98 	 9.168e-04 	 1.170e-04 	 8.478e-06 	 9.213e-07 	 1.755e-06 	 1.775e-07 
  17.50 	  207.03 	    1.78 	 9.010e-04 	 1.450e-04 	 8.938e-06 	 1.023e-06 	 1.795e-06 	 2.121e-07 
  19.54 	  207.18 	    1.52 	 9.103e-04 	 2.138e-04 	 8.954e-06 	 1.024e-06 	 1.766e-06 	 1.828e-07 
  21.58 	  206.23 	    1.59 	 9.484e-04 	 2.793e-04 	 8.678e-06 	 1.293e-06 	 1.791e-06 	 1.931e-07 
  23.61 	  208.67 	    1.67 	 1.053e-03 	 3.821e-04 	 8.681e-06 	 1.664e-06 	 1.960e-06 	 3.541e-07 
  25.65 	  211.31 	    1.48 	 1.056e-03 	 3.765e-04 	 8.826e-06 	 1.665e-06 	 2.081e-06 	 3.917e-07 
  27.67 	  211.30 	    1.10 	 9.935e-04 	 2.787e-04 	 9.085e-06 	 1.182e-06 	 2.048e-06 	 2.604e-07 
  29.70 	  210.22 	    0.78 	 9.772e-04 	 2.082e-04 	 9.431e-06 	 6.020e-07 	 2.022e-06 	 1.863e-07 
  31.72 	  208.02 	    0.74 	 9.450e-04 	 1.485e-04 	 9.446e-06 	 5.144e-07 	 2.092e-06 	 1.515e-07 
  33.74 	  205.01 	    0.80 	 9.792e-04 	 1.145e-04 	 9.590e-06 	 5.362e-07 	 2.160e-06 	 1.772e-07 
  35.76 	  201.62 	    0.90 	 1.012e-03 	 1.366e-04 	 1.031e-05 	 7.683e-07 	 2.219e-06 	 2.782e-07 
  37.77 	  198.35 	    1.01 	 9.887e-04 	 1.374e-04 	 1.052e-05 	 5.581e-07 	 2.244e-06 	 1.798e-07 
  39.78 	  198.03 	    0.89 	 9.047e-04 	 7.225e-05 	 9.514e-06 	 6.979e-07 	 2.076e-06 	 1.237e-07 
  41.78 	  199.92 	    0.60 	 8.968e-04 	 7.476e-05 	 9.103e-06 	 4.062e-07 	 1.955e-06 	 1.273e-07 
  43.78 	  200.77 	    0.45 	 9.390e-04 	 9.678e-05 	 9.415e-06 	 3.817e-07 	 2.001e-06 	 1.117e-07 
  45.78 	  197.63 	    0.45 	 9.292e-04 	 6.695e-05 	 9.637e-06 	 4.785e-07 	 2.034e-06 	 1.144e-07 
  47.77 	  192.59 	    0.49 	 9.258e-04 	 6.638e-05 	 9.794e-06 	 5.621e-07 	 2.041e-06 	 1.504e-07 
  49.76 	  187.18 	    0.47 	 9.516e-04 	 6.982e-05 	 9.646e-06 	 6.792e-07 	 2.037e-06 	 1.711e-07 
  51.75 	  179.13 	    0.51 	 9.662e-04 	 7.083e-05 	 9.842e-06 	 6.182e-07 	 2.087e-06 	 1.846e-07 
  53.73 	  170.59 	    0.92 	 9.829e-04 	 7.983e-05 	 9.962e-06 	 6.419e-07 	 2.095e-06 	 1.996e-07 
  55.71 	  161.45 	    1.48 	 9.830e-04 	 5.914e-05 	 9.972e-06 	 5.998e-07 	 2.015e-06 	 2.060e-07 
  57.68 	  155.62 	    2.42 	 9.189e-04 	 7.196e-05 	 9.592e-06 	 7.649e-07 	 1.969e-06 	 2.714e-07 
  59.66 	  153.04 	    2.55 	 9.163e-04 	 1.044e-04 	 9.293e-06 	 9.894e-07 	 1.988e-06 	 3.949e-07 
  61.62 	  153.17 	    1.93 	 9.632e-04 	 9.149e-05 	 9.424e-06 	 1.011e-06 	 1.986e-06 	 4.021e-07 
  63.59 	  155.80 	    1.51 	 9.881e-04 	 9.835e-05 	 9.744e-06 	 6.706e-07 	 2.028e-06 	 3.973e-07 
  65.55 	  157.59 	    1.70 	 1.005e-03 	 1.149e-04 	 1.045e-05 	 5.656e-07 	 2.104e-06 	 4.309e-07 
  67.50 	  156.79 	    2.21 	 1.028e-03 	 1.481e-04 	 1.084e-05 	 8.739e-07 	 2.178e-06 	 4.788e-07 
  69.45 	  152.22 	    2.93 	 1.046e-03 	 2.102e-04 	 1.079e-05 	 9.703e-07 	 2.260e-06 	 5.490e-07 
  71.41 	  146.45 	    3.62 	 1.076e-03 	 2.631e-04 	 1.110e-05 	 9.681e-07 	 2.362e-06 	 6.000e-07 
  73.35 	  142.35 	    4.23 	 1.143e-03 	 3.056e-04 	 1.177e-05 	 1.056e-06 	 2.518e-06 	 6.729e-07 
  75.29 	  139.68 	    4.79 	 1.270e-03 	 3.793e-04 	 1.240e-05 	 1.313e-06 	 2.762e-06 	 8.333e-07 
  77.22 	  139.20 	    5.32 	 1.414e-03 	 4.901e-04 	 1.313e-05 	 1.468e-06 	 3.101e-06 	 1.124e-06 
  79.16 	  142.97 	    5.82 	 1.602e-03 	 6.102e-04 	 1.478e-05 	 1.854e-06 	 3.441e-06 	 1.454e-06 
  81.08 	  148.59 	    6.29 	 1.850e-03 	 6.998e-04 	 1.796e-05 	 2.955e-06 	 3.659e-06 	 1.658e-06 
  83.01 	  154.60 	    6.60 	 2.203e-03 	 7.301e-04 	 2.278e-05 	 5.125e-06 	 3.720e-06 	 1.702e-06 
  84.93 	  159.92 	    6.67 	 2.730e-03 	 6.887e-04 	 2.882e-05 	 8.425e-06 	 3.655e-06 	 1.635e-06 
  86.84 	  163.63 	    6.45 	 3.295e-03 	 6.432e-04 	 3.372e-05 	 1.227e-05 	 3.477e-06 	 1.473e-06 
  88.75 	  164.65 	    5.83 	 3.210e-03 	 6.368e-04 	 3.077e-05 	 1.134e-05 	 3.208e-06 	 1.220e-06 
