Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   21.42 	  182.03 	    3.35 	 1.029e-03 	 1.209e-04 	 7.804e-06 	 4.066e-07 	 1.730e-06 	 7.593e-08 
  24.59 	  183.07 	    4.27 	 1.088e-03 	 1.171e-04 	 8.929e-06 	 3.811e-07 	 1.912e-06 	 1.287e-07 
  29.30 	  175.68 	    3.00 	 9.430e-04 	 9.943e-05 	 8.142e-06 	 5.292e-07 	 1.793e-06 	 1.279e-07 
  33.99 	  173.80 	    3.20 	 1.023e-03 	 8.807e-05 	 8.934e-06 	 3.297e-07 	 1.862e-06 	 9.751e-08 
  40.13 	  169.34 	    2.56 	 9.506e-04 	 7.387e-05 	 8.725e-06 	 3.635e-07 	 1.916e-06 	 1.118e-07 
  46.25 	  163.29 	    1.68 	 1.013e-03 	 9.003e-05 	 8.423e-06 	 4.135e-07 	 1.867e-06 	 1.991e-07 
  49.32 	  159.87 	    1.83 	 1.182e-03 	 7.224e-05 	 9.405e-06 	 5.610e-07 	 2.004e-06 	 1.830e-07 
  52.37 	  155.38 	    1.57 	 1.011e-03 	 1.288e-04 	 1.005e-05 	 7.875e-07 	 2.169e-06 	 2.524e-07 
  56.90 	  162.32 	    1.35 	 1.200e-03 	 1.274e-04 	 1.190e-05 	 1.039e-06 	 2.468e-06 	 3.777e-07 
  61.41 	  174.39 	    1.13 	 1.891e-03 	 1.187e-04 	 1.436e-05 	 1.392e-06 	 2.898e-06 	 6.394e-07 
  64.42 	  176.29 	    1.89 	 1.804e-03 	 2.055e-04 	 1.618e-05 	 1.999e-06 	 3.198e-06 	 9.118e-07 
  67.42 	  170.31 	    2.60 	 1.771e-03 	 2.350e-04 	 1.797e-05 	 3.059e-06 	 3.505e-06 	 1.238e-06 
  70.41 	  160.16 	    3.02 	 2.009e-03 	 4.044e-04 	 1.861e-05 	 3.688e-06 	 3.757e-06 	 1.653e-06 
  73.39 	  149.66 	    3.31 	 2.282e-03 	 8.505e-04 	 1.891e-05 	 4.396e-06 	 4.105e-06 	 2.274e-06 
  76.35 	  144.12 	    3.44 	 2.451e-03 	 1.305e-03 	 1.887e-05 	 5.542e-06 	 4.575e-06 	 3.021e-06 
  79.30 	  139.56 	    3.56 	 2.383e-03 	 1.266e-03 	 1.888e-05 	 7.544e-06 	 4.872e-06 	 3.585e-06 
  82.24 	  134.92 	    4.65 	 2.180e-03 	 1.022e-03 	 1.985e-05 	 1.073e-05 	 4.842e-06 	 3.737e-06 
  85.17 	  131.21 	    6.11 	 1.942e-03 	 8.025e-04 	 1.927e-05 	 1.190e-05 	 4.390e-06 	 3.248e-06 
  88.09 	  126.93 	    8.13 	 1.693e-03 	 5.793e-04 	 1.654e-05 	 8.598e-06 	 3.635e-06 	 2.156e-06 
