Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   15.81 	  201.11 	    1.21 	 8.492e-04 	 1.479e-04 	 8.069e-06 	 5.042e-07 	 1.702e-06 	 1.600e-07 
  18.06 	  198.86 	    1.00 	 8.861e-04 	 1.782e-04 	 8.081e-06 	 5.035e-07 	 1.725e-06 	 1.475e-07 
  20.31 	  198.61 	    0.83 	 8.653e-04 	 1.622e-04 	 8.375e-06 	 3.822e-07 	 1.786e-06 	 1.500e-07 
  22.55 	  201.29 	    0.95 	 8.370e-04 	 1.131e-04 	 8.489e-06 	 3.369e-07 	 1.788e-06 	 1.474e-07 
  24.79 	  203.45 	    0.71 	 8.844e-04 	 1.004e-04 	 8.593e-06 	 5.084e-07 	 1.770e-06 	 1.425e-07 
  27.02 	  200.34 	    0.68 	 8.740e-04 	 1.028e-04 	 8.389e-06 	 3.368e-07 	 1.759e-06 	 1.025e-07 
  29.25 	  194.50 	    0.79 	 8.602e-04 	 1.097e-04 	 8.507e-06 	 2.935e-07 	 1.814e-06 	 9.771e-08 
  31.47 	  190.29 	    0.73 	 8.799e-04 	 1.074e-04 	 8.547e-06 	 2.816e-07 	 1.874e-06 	 1.097e-07 
  33.70 	  187.30 	    0.62 	 9.085e-04 	 1.077e-04 	 8.637e-06 	 2.230e-07 	 1.890e-06 	 1.200e-07 
  35.91 	  186.30 	    0.52 	 9.080e-04 	 1.044e-04 	 8.804e-06 	 4.200e-07 	 1.915e-06 	 2.206e-07 
  38.12 	  186.72 	    0.59 	 9.254e-04 	 1.175e-04 	 9.216e-06 	 6.008e-07 	 1.988e-06 	 2.815e-07 
  40.33 	  183.92 	    0.58 	 9.501e-04 	 8.802e-05 	 8.694e-06 	 4.430e-07 	 1.947e-06 	 2.257e-07 
  42.53 	  175.16 	    0.66 	 8.465e-04 	 7.176e-05 	 8.403e-06 	 5.066e-07 	 1.923e-06 	 2.602e-07 
  44.73 	  166.76 	    0.91 	 8.949e-04 	 7.482e-05 	 8.977e-06 	 6.125e-07 	 1.871e-06 	 2.659e-07 
  46.92 	  158.81 	    1.12 	 1.034e-03 	 1.298e-04 	 8.439e-06 	 5.702e-07 	 1.727e-06 	 2.984e-07 
  49.11 	  147.85 	    1.27 	 9.923e-04 	 3.222e-04 	 8.795e-06 	 8.390e-07 	 1.811e-06 	 4.390e-07 
  51.30 	  142.45 	    1.31 	 9.785e-04 	 4.843e-04 	 9.529e-06 	 9.167e-07 	 1.982e-06 	 6.088e-07 
  53.48 	  148.30 	    1.16 	 9.553e-04 	 2.958e-04 	 8.625e-06 	 3.881e-07 	 1.798e-06 	 4.314e-07 
  55.65 	  157.26 	    0.98 	 1.040e-03 	 1.057e-04 	 8.486e-06 	 7.277e-07 	 1.765e-06 	 3.002e-07 
  57.82 	  158.32 	    1.95 	 9.965e-04 	 1.340e-04 	 9.146e-06 	 7.069e-07 	 1.900e-06 	 3.226e-07 
  61.05 	  149.04 	    2.86 	 8.797e-04 	 7.981e-05 	 9.851e-06 	 5.296e-07 	 2.096e-06 	 4.181e-07 
  64.28 	  141.44 	    4.18 	 8.994e-04 	 8.237e-05 	 1.030e-05 	 7.288e-07 	 2.273e-06 	 5.740e-07 
  66.43 	  138.24 	    5.14 	 9.763e-04 	 1.202e-04 	 1.084e-05 	 1.121e-06 	 2.345e-06 	 6.653e-07 
  68.58 	  137.19 	    5.84 	 1.148e-03 	 1.638e-04 	 1.148e-05 	 9.802e-07 	 2.372e-06 	 7.425e-07 
  70.72 	  140.31 	    6.37 	 1.346e-03 	 1.647e-04 	 1.206e-05 	 1.218e-06 	 2.440e-06 	 8.607e-07 
  72.86 	  145.56 	    6.89 	 1.490e-03 	 1.951e-04 	 1.296e-05 	 1.547e-06 	 2.641e-06 	 1.070e-06 
  74.99 	  152.57 	    7.28 	 1.645e-03 	 2.363e-04 	 1.473e-05 	 1.947e-06 	 3.036e-06 	 1.380e-06 
  77.12 	  160.33 	    7.42 	 1.925e-03 	 2.896e-04 	 1.728e-05 	 2.576e-06 	 3.650e-06 	 1.837e-06 
  79.24 	  167.60 	    7.36 	 2.091e-03 	 3.528e-04 	 2.062e-05 	 3.978e-06 	 4.474e-06 	 2.505e-06 
  81.36 	  170.12 	    7.17 	 2.120e-03 	 4.296e-04 	 2.438e-05 	 5.655e-06 	 5.356e-06 	 3.296e-06 
  83.48 	  169.81 	    6.89 	 2.195e-03 	 5.005e-04 	 2.750e-05 	 7.751e-06 	 5.940e-06 	 3.967e-06 
  85.58 	  169.83 	    6.51 	 2.537e-03 	 5.404e-04 	 3.174e-05 	 1.157e-05 	 6.034e-06 	 4.215e-06 
  87.69 	  171.56 	    5.99 	 3.233e-03 	 6.405e-04 	 3.682e-05 	 1.738e-05 	 5.535e-06 	 3.775e-06 
  89.79 	  172.55 	    5.29 	 3.233e-03 	 8.022e-04 	 3.303e-05 	 1.620e-05 	 4.732e-06 	 2.916e-06 
