Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   32.32 	  171.41 	    4.72 	 9.080e-04 	 1.171e-04 	 1.130e-05 	 1.312e-06 	 2.593e-06 	 5.298e-07 
  33.92 	  174.79 	    5.33 	 9.326e-04 	 1.274e-04 	 1.134e-05 	 1.367e-06 	 2.760e-06 	 5.905e-07 
  35.52 	  175.64 	    5.95 	 1.008e-03 	 1.003e-04 	 1.157e-05 	 1.253e-06 	 2.935e-06 	 6.285e-07 
  37.12 	  175.89 	    6.03 	 1.161e-03 	 1.288e-04 	 1.263e-05 	 1.591e-06 	 3.032e-06 	 6.245e-07 
  38.72 	  175.86 	    5.59 	 1.043e-03 	 1.389e-04 	 1.325e-05 	 1.200e-06 	 3.185e-06 	 6.166e-07 
  40.32 	  174.68 	    5.20 	 8.010e-04 	 1.105e-04 	 1.309e-05 	 1.995e-06 	 3.336e-06 	 5.639e-07 
  41.91 	  172.45 	    4.95 	 8.313e-04 	 1.132e-04 	 1.237e-05 	 1.439e-06 	 3.394e-06 	 5.981e-07 
  43.50 	  169.51 	    4.82 	 9.771e-04 	 1.058e-04 	 1.211e-05 	 8.255e-07 	 3.265e-06 	 5.536e-07 
  45.10 	  167.11 	    4.69 	 1.036e-03 	 8.665e-05 	 1.237e-05 	 7.956e-07 	 2.953e-06 	 4.042e-07 
  46.69 	  165.83 	    4.50 	 1.103e-03 	 6.323e-05 	 1.206e-05 	 9.092e-07 	 2.754e-06 	 2.887e-07 
  48.29 	  164.67 	    4.27 	 1.126e-03 	 7.631e-05 	 1.181e-05 	 8.729e-07 	 2.748e-06 	 2.994e-07 
  49.88 	  162.25 	    4.25 	 1.083e-03 	 9.477e-05 	 1.197e-05 	 6.931e-07 	 2.773e-06 	 3.585e-07 
  51.46 	  157.93 	    4.33 	 1.058e-03 	 1.060e-04 	 1.207e-05 	 8.124e-07 	 2.757e-06 	 4.011e-07 
  53.05 	  152.76 	    4.33 	 1.108e-03 	 1.353e-04 	 1.202e-05 	 8.903e-07 	 2.713e-06 	 4.548e-07 
  54.64 	  147.82 	    4.25 	 1.148e-03 	 1.654e-04 	 1.151e-05 	 1.114e-06 	 2.639e-06 	 5.078e-07 
  56.99 	  142.36 	    3.85 	 1.244e-03 	 2.249e-04 	 1.164e-05 	 1.459e-06 	 2.625e-06 	 6.259e-07 
  59.34 	  139.24 	    3.40 	 1.347e-03 	 3.269e-04 	 1.196e-05 	 1.622e-06 	 2.735e-06 	 7.343e-07 
  60.92 	  136.88 	    3.15 	 1.369e-03 	 4.557e-04 	 1.177e-05 	 1.767e-06 	 2.895e-06 	 8.319e-07 
  62.50 	  132.85 	    2.95 	 1.381e-03 	 6.560e-04 	 1.168e-05 	 2.106e-06 	 3.098e-06 	 9.670e-07 
  64.08 	  127.50 	    2.69 	 1.486e-03 	 9.054e-04 	 1.188e-05 	 2.535e-06 	 3.386e-06 	 1.159e-06 
  65.65 	  121.75 	    2.63 	 1.679e-03 	 1.195e-03 	 1.217e-05 	 3.032e-06 	 3.712e-06 	 1.392e-06 
  67.23 	  116.81 	    3.11 	 1.904e-03 	 1.480e-03 	 1.255e-05 	 3.707e-06 	 4.104e-06 	 1.678e-06 
  68.81 	  113.78 	    3.65 	 2.154e-03 	 1.774e-03 	 1.308e-05 	 4.520e-06 	 4.662e-06 	 2.141e-06 
  70.38 	  112.61 	    4.26 	 2.430e-03 	 2.105e-03 	 1.374e-05 	 5.200e-06 	 5.414e-06 	 2.814e-06 
  71.95 	  112.91 	    4.92 	 2.751e-03 	 2.502e-03 	 1.468e-05 	 5.865e-06 	 6.252e-06 	 3.591e-06 
  74.28 	  117.35 	    5.96 	 3.309e-03 	 3.237e-03 	 1.669e-05 	 7.224e-06 	 7.493e-06 	 4.810e-06 
  76.61 	  127.91 	    7.02 	 4.006e-03 	 4.110e-03 	 1.971e-05 	 8.912e-06 	 8.979e-06 	 6.218e-06 
  78.18 	  136.39 	    7.73 	 4.391e-03 	 4.530e-03 	 2.235e-05 	 1.042e-05 	 9.961e-06 	 7.111e-06 
  79.74 	  141.02 	    8.48 	 4.478e-03 	 4.407e-03 	 2.498e-05 	 1.220e-05 	 1.050e-05 	 7.638e-06 
  81.31 	  140.89 	    9.39 	 4.361e-03 	 3.893e-03 	 2.753e-05 	 1.409e-05 	 1.048e-05 	 7.612e-06 
  83.64 	  135.54 	   11.14 	 3.999e-03 	 3.017e-03 	 3.019e-05 	 1.650e-05 	 9.556e-06 	 6.685e-06 
  85.96 	  128.77 	   13.53 	 3.564e-03 	 2.285e-03 	 3.188e-05 	 1.864e-05 	 8.331e-06 	 5.407e-06 
  87.52 	  125.40 	   15.62 	 3.242e-03 	 1.857e-03 	 3.229e-05 	 1.952e-05 	 7.434e-06 	 4.437e-06 
  89.08 	  125.48 	   18.13 	 2.898e-03 	 1.461e-03 	 2.907e-05 	 1.616e-05 	 6.486e-06 	 3.413e-06 
