Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   18.82 	  201.86 	    2.02 	 7.531e-04 	 1.108e-04 	 8.141e-06 	 8.079e-07 	 1.708e-06 	 1.964e-07 
  21.82 	  194.35 	    2.29 	 7.900e-04 	 1.269e-04 	 7.827e-06 	 9.334e-07 	 1.847e-06 	 2.050e-07 
  24.82 	  187.99 	    2.51 	 8.663e-04 	 1.029e-04 	 8.505e-06 	 5.989e-07 	 1.994e-06 	 2.685e-07 
  30.75 	  181.52 	    2.62 	 7.772e-04 	 1.118e-04 	 8.298e-06 	 6.902e-07 	 1.716e-06 	 2.308e-07 
  36.67 	  177.15 	    2.00 	 4.812e-04 	 7.526e-05 	 5.733e-06 	 1.011e-06 	 1.432e-06 	 3.358e-07 
  39.60 	  175.20 	    1.70 	 5.872e-04 	 6.849e-05 	 6.399e-06 	 6.493e-07 	 1.560e-06 	 3.549e-07 
  42.52 	  173.08 	    1.43 	 7.387e-04 	 6.117e-05 	 7.309e-06 	 4.454e-07 	 1.661e-06 	 2.452e-07 
  45.44 	  169.90 	    1.56 	 7.172e-04 	 3.629e-05 	 6.880e-06 	 2.921e-07 	 1.563e-06 	 2.248e-07 
  48.33 	  166.47 	    1.62 	 7.692e-04 	 3.581e-05 	 7.323e-06 	 3.762e-07 	 1.556e-06 	 2.034e-07 
  51.22 	  164.27 	    1.77 	 6.864e-04 	 5.487e-05 	 6.736e-06 	 3.869e-07 	 1.518e-06 	 2.730e-07 
  54.10 	  164.81 	    1.83 	 6.816e-04 	 2.984e-05 	 6.542e-06 	 3.339e-07 	 1.573e-06 	 3.721e-07 
  56.96 	  165.06 	    1.41 	 7.507e-04 	 4.097e-05 	 7.361e-06 	 4.254e-07 	 1.733e-06 	 4.529e-07 
  59.81 	  164.48 	    1.16 	 8.443e-04 	 3.701e-05 	 7.557e-06 	 5.932e-07 	 1.878e-06 	 5.524e-07 
  62.65 	  164.78 	    1.21 	 9.091e-04 	 5.997e-05 	 7.615e-06 	 7.129e-07 	 1.991e-06 	 7.343e-07 
  65.48 	  164.01 	    1.56 	 1.005e-03 	 9.504e-05 	 8.462e-06 	 8.572e-07 	 2.151e-06 	 1.004e-06 
  68.29 	  160.66 	    2.27 	 1.179e-03 	 1.458e-04 	 9.607e-06 	 1.286e-06 	 2.332e-06 	 1.256e-06 
  71.10 	  154.75 	    2.73 	 1.349e-03 	 2.225e-04 	 1.009e-05 	 1.961e-06 	 2.488e-06 	 1.492e-06 
  73.89 	  147.67 	    3.04 	 1.472e-03 	 3.248e-04 	 1.018e-05 	 2.399e-06 	 2.826e-06 	 1.946e-06 
  76.67 	  142.26 	    3.37 	 1.463e-03 	 4.154e-04 	 1.110e-05 	 2.900e-06 	 3.663e-06 	 2.932e-06 
  80.80 	  133.25 	    3.42 	 1.521e-03 	 4.146e-04 	 1.420e-05 	 3.822e-06 	 6.555e-06 	 6.119e-06 
  84.91 	  129.42 	    4.59 	 1.839e-03 	 3.910e-04 	 2.002e-05 	 6.564e-06 	 1.045e-05 	 1.046e-05 
  87.64 	  127.53 	    6.01 	 1.973e-03 	 3.833e-04 	 2.219e-05 	 7.653e-06 	 8.610e-06 	 7.852e-06 
