Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   14.66 	  134.49 	    0.69 	 1.695e-03 	 3.746e-04 	 1.189e-05 	 2.092e-06 	 2.500e-06 	 3.684e-07 
  17.87 	  131.39 	    0.62 	 1.772e-03 	 4.164e-04 	 1.659e-05 	 2.219e-06 	 3.500e-06 	 1.370e-07 
  25.72 	  137.99 	    1.14 	 1.737e-03 	 1.515e-04 	 1.361e-05 	 2.669e-06 	 2.668e-06 	 1.669e-07 
  33.54 	  159.54 	    0.76 	 1.765e-03 	 1.820e-04 	 1.438e-05 	 1.162e-06 	 2.855e-06 	 2.683e-07 
  36.68 	  167.01 	    0.68 	 1.829e-03 	 1.355e-04 	 1.677e-05 	 8.766e-07 	 3.490e-06 	 2.580e-07 
  41.36 	  174.67 	    0.83 	 1.631e-03 	 1.429e-04 	 1.615e-05 	 1.618e-06 	 3.515e-06 	 3.428e-07 
  46.02 	  183.58 	    1.11 	 1.706e-03 	 1.527e-04 	 1.633e-05 	 1.499e-06 	 3.515e-06 	 5.083e-07 
  49.11 	  186.57 	    1.81 	 1.911e-03 	 1.453e-04 	 1.686e-05 	 1.193e-06 	 3.671e-06 	 6.516e-07 
  52.18 	  184.34 	    3.08 	 1.893e-03 	 2.118e-04 	 1.684e-05 	 1.476e-06 	 3.915e-06 	 8.754e-07 
  55.25 	  178.53 	    4.40 	 1.827e-03 	 1.780e-04 	 1.737e-05 	 1.871e-06 	 4.238e-06 	 1.144e-06 
  58.30 	  171.48 	    5.54 	 1.772e-03 	 2.401e-04 	 1.853e-05 	 2.629e-06 	 4.723e-06 	 1.526e-06 
  61.35 	  168.35 	    6.39 	 1.884e-03 	 3.406e-04 	 1.901e-05 	 3.912e-06 	 5.340e-06 	 2.063e-06 
  64.38 	  166.12 	    6.80 	 2.168e-03 	 4.297e-04 	 2.007e-05 	 5.116e-06 	 6.050e-06 	 2.731e-06 
  67.39 	  162.31 	    6.72 	 2.350e-03 	 5.111e-04 	 2.211e-05 	 6.044e-06 	 6.891e-06 	 3.550e-06 
  70.40 	  153.91 	    6.20 	 2.329e-03 	 5.400e-04 	 2.454e-05 	 7.225e-06 	 7.800e-06 	 4.493e-06 
  73.39 	  142.95 	    5.36 	 2.274e-03 	 6.362e-04 	 2.772e-05 	 9.627e-06 	 8.184e-06 	 5.046e-06 
  76.38 	  132.60 	    5.30 	 2.207e-03 	 6.897e-04 	 3.273e-05 	 1.434e-05 	 7.445e-06 	 4.521e-06 
  79.35 	  122.83 	    7.04 	 2.053e-03 	 6.339e-04 	 4.228e-05 	 2.505e-05 	 6.133e-06 	 3.365e-06 
  82.31 	  115.66 	    9.54 	 1.837e-03 	 5.548e-04 	 6.225e-05 	 5.291e-05 	 4.881e-06 	 2.250e-06 
  85.25 	  116.10 	   12.98 	 1.632e-03 	 6.905e-04 	 8.966e-05 	 9.976e-05 	 3.958e-06 	 1.454e-06 
  88.19 	  126.30 	   17.42 	 1.456e-03 	 8.467e-04 	 4.908e-05 	 4.548e-05 	 3.346e-06 	 1.535e-06 
