Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    6.01 	  192.75 	    1.04 	 9.956e-04 	 1.036e-04 	 8.827e-06 	 1.084e-06 	 1.762e-06 	 2.439e-07 
   8.75 	  199.47 	    1.26 	 1.149e-03 	 1.759e-04 	 9.706e-06 	 1.119e-06 	 1.922e-06 	 2.102e-07 
  10.58 	  203.86 	    1.23 	 1.182e-03 	 2.110e-04 	 9.773e-06 	 8.585e-07 	 1.949e-06 	 1.428e-07 
  12.40 	  205.54 	    1.09 	 1.158e-03 	 1.978e-04 	 9.141e-06 	 6.850e-07 	 1.886e-06 	 1.346e-07 
  14.22 	  207.07 	    1.03 	 1.177e-03 	 1.816e-04 	 9.036e-06 	 5.074e-07 	 1.887e-06 	 1.632e-07 
  16.05 	  209.23 	    0.87 	 1.135e-03 	 1.114e-04 	 9.058e-06 	 6.193e-07 	 1.890e-06 	 2.055e-07 
  17.87 	  211.62 	    0.78 	 1.161e-03 	 1.084e-04 	 9.251e-06 	 5.680e-07 	 1.950e-06 	 1.572e-07 
  19.69 	  213.46 	    0.70 	 1.100e-03 	 1.355e-04 	 9.112e-06 	 5.302e-07 	 1.963e-06 	 7.440e-08 
  21.50 	  211.07 	    0.67 	 1.015e-03 	 1.355e-04 	 8.907e-06 	 6.745e-07 	 1.895e-06 	 1.174e-07 
  23.32 	  207.00 	    0.63 	 1.043e-03 	 1.387e-04 	 9.100e-06 	 5.473e-07 	 1.913e-06 	 1.857e-07 
  25.13 	  202.73 	    0.54 	 1.037e-03 	 1.182e-04 	 9.175e-06 	 5.476e-07 	 1.952e-06 	 2.185e-07 
  26.94 	  201.17 	    0.52 	 1.007e-03 	 1.073e-04 	 9.078e-06 	 6.576e-07 	 1.957e-06 	 2.511e-07 
  28.75 	  202.56 	    0.64 	 1.045e-03 	 1.112e-04 	 9.404e-06 	 6.251e-07 	 1.987e-06 	 3.026e-07 
  30.55 	  203.80 	    0.78 	 1.082e-03 	 1.208e-04 	 9.668e-06 	 6.944e-07 	 2.047e-06 	 3.355e-07 
  32.36 	  202.57 	    0.67 	 9.804e-04 	 1.073e-04 	 9.075e-06 	 6.132e-07 	 2.034e-06 	 2.798e-07 
  34.16 	  199.47 	    0.54 	 9.123e-04 	 9.177e-05 	 8.541e-06 	 3.991e-07 	 1.966e-06 	 2.010e-07 
  35.97 	  197.17 	    0.47 	 9.588e-04 	 9.242e-05 	 8.564e-06 	 4.412e-07 	 1.941e-06 	 1.957e-07 
  37.77 	  192.85 	    0.46 	 9.718e-04 	 9.145e-05 	 8.650e-06 	 4.624e-07 	 1.960e-06 	 2.195e-07 
  39.56 	  186.07 	    0.52 	 9.237e-04 	 9.752e-05 	 8.562e-06 	 5.408e-07 	 1.983e-06 	 2.344e-07 
  41.36 	  179.36 	    0.49 	 9.644e-04 	 8.539e-05 	 8.541e-06 	 4.072e-07 	 1.973e-06 	 2.215e-07 
  43.15 	  173.36 	    0.51 	 9.801e-04 	 9.645e-05 	 8.336e-06 	 4.740e-07 	 1.944e-06 	 2.055e-07 
  44.94 	  168.83 	    0.55 	 9.616e-04 	 1.087e-04 	 8.348e-06 	 7.187e-07 	 1.952e-06 	 3.088e-07 
  46.73 	  165.12 	    0.62 	 1.011e-03 	 1.178e-04 	 9.262e-06 	 8.849e-07 	 2.055e-06 	 4.936e-07 
  48.52 	  161.27 	    0.68 	 1.037e-03 	 1.520e-04 	 1.004e-05 	 1.179e-06 	 2.216e-06 	 6.482e-07 
  50.30 	  156.66 	    0.76 	 1.035e-03 	 2.440e-04 	 1.066e-05 	 1.666e-06 	 2.370e-06 	 7.867e-07 
  52.08 	  150.83 	    1.02 	 9.864e-04 	 3.372e-04 	 1.012e-05 	 1.834e-06 	 2.376e-06 	 7.695e-07 
  53.86 	  149.46 	    1.12 	 8.928e-04 	 2.379e-04 	 8.649e-06 	 1.309e-06 	 2.282e-06 	 6.632e-07 
  55.64 	  152.64 	    1.20 	 8.963e-04 	 1.173e-04 	 8.400e-06 	 7.277e-07 	 2.255e-06 	 6.286e-07 
  57.41 	  157.39 	    1.56 	 9.341e-04 	 8.804e-05 	 9.050e-06 	 5.918e-07 	 2.345e-06 	 6.044e-07 
  59.18 	  161.84 	    2.02 	 9.353e-04 	 1.215e-04 	 9.862e-06 	 6.719e-07 	 2.549e-06 	 6.514e-07 
  61.83 	  164.51 	    2.63 	 9.303e-04 	 1.618e-04 	 1.087e-05 	 9.184e-07 	 2.884e-06 	 8.101e-07 
  64.47 	  161.03 	    3.45 	 8.724e-04 	 1.678e-04 	 1.143e-05 	 1.092e-06 	 3.176e-06 	 9.834e-07 
  66.23 	  156.19 	    4.13 	 8.505e-04 	 1.699e-04 	 1.170e-05 	 1.160e-06 	 3.399e-06 	 1.126e-06 
  68.00 	  150.99 	    4.87 	 8.495e-04 	 1.917e-04 	 1.179e-05 	 1.289e-06 	 3.635e-06 	 1.284e-06 
  69.75 	  147.33 	    5.55 	 8.463e-04 	 2.018e-04 	 1.197e-05 	 1.547e-06 	 3.911e-06 	 1.474e-06 
  71.51 	  148.59 	    6.08 	 8.998e-04 	 2.166e-04 	 1.256e-05 	 2.022e-06 	 4.294e-06 	 1.775e-06 
  73.26 	  156.14 	    6.49 	 1.013e-03 	 2.477e-04 	 1.352e-05 	 2.768e-06 	 4.808e-06 	 2.209e-06 
  75.01 	  165.24 	    6.77 	 1.099e-03 	 2.614e-04 	 1.489e-05 	 3.777e-06 	 5.629e-06 	 2.850e-06 
  76.76 	  172.29 	    6.94 	 1.114e-03 	 2.725e-04 	 1.612e-05 	 4.871e-06 	 6.719e-06 	 3.717e-06 
  78.51 	  177.56 	    7.01 	 1.117e-03 	 2.904e-04 	 1.712e-05 	 5.966e-06 	 8.032e-06 	 4.796e-06 
  80.25 	  179.03 	    6.95 	 1.143e-03 	 3.013e-04 	 1.821e-05 	 7.207e-06 	 9.671e-06 	 6.177e-06 
  81.99 	  179.50 	    6.73 	 1.174e-03 	 2.922e-04 	 1.926e-05 	 8.507e-06 	 1.142e-05 	 7.810e-06 
  83.73 	  178.00 	    6.36 	 1.216e-03 	 2.828e-04 	 2.016e-05 	 9.630e-06 	 1.227e-05 	 8.883e-06 
  87.17 	  170.55 	    5.24 	 1.261e-03 	 3.098e-04 	 1.912e-05 	 8.455e-06 	 8.827e-06 	 5.966e-06 
