Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   10.72 	  137.15 	    0.81 	 1.559e-03 	 1.287e-04 	 1.440e-05 	 1.505e-06 	 3.021e-06 	 2.116e-07 
  14.34 	  133.49 	    0.70 	 1.776e-03 	 2.388e-04 	 1.513e-05 	 1.397e-06 	 3.189e-06 	 2.066e-07 
  16.77 	  134.25 	    0.97 	 1.998e-03 	 2.677e-04 	 1.744e-05 	 1.343e-06 	 3.583e-06 	 2.420e-07 
  19.20 	  137.33 	    1.10 	 1.906e-03 	 2.003e-04 	 1.574e-05 	 1.348e-06 	 3.348e-06 	 2.651e-07 
  21.61 	  139.95 	    0.94 	 2.248e-03 	 2.228e-04 	 2.028e-05 	 1.051e-06 	 4.163e-06 	 2.550e-07 
  24.03 	  142.02 	    0.93 	 1.865e-03 	 2.406e-04 	 1.716e-05 	 1.372e-06 	 3.609e-06 	 3.220e-07 
  26.43 	  145.51 	    0.96 	 1.407e-03 	 2.235e-04 	 1.287e-05 	 1.274e-06 	 2.838e-06 	 2.809e-07 
  29.98 	  149.06 	    1.00 	 1.897e-03 	 1.062e-04 	 1.731e-05 	 6.232e-07 	 3.500e-06 	 2.119e-07 
  34.72 	  153.64 	    1.36 	 1.554e-03 	 2.757e-04 	 1.491e-05 	 1.212e-06 	 3.246e-06 	 3.396e-07 
  38.28 	  160.62 	    1.44 	 1.647e-03 	 2.799e-04 	 1.519e-05 	 7.982e-07 	 3.247e-06 	 4.504e-07 
  41.83 	  169.10 	    1.69 	 2.100e-03 	 3.871e-04 	 1.737e-05 	 9.182e-07 	 3.588e-06 	 6.965e-07 
  45.37 	  169.13 	    2.76 	 2.114e-03 	 6.452e-04 	 1.876e-05 	 2.006e-06 	 3.981e-06 	 1.076e-06 
  47.73 	  167.70 	    3.61 	 2.450e-03 	 7.782e-04 	 2.257e-05 	 2.070e-06 	 4.602e-06 	 1.376e-06 
  50.08 	  166.82 	    4.54 	 2.716e-03 	 9.752e-04 	 2.536e-05 	 1.862e-06 	 5.190e-06 	 1.642e-06 
  52.42 	  165.31 	    5.62 	 2.742e-03 	 1.195e-03 	 2.617e-05 	 2.480e-06 	 5.501e-06 	 1.908e-06 
  54.76 	  164.53 	    6.70 	 3.161e-03 	 1.376e-03 	 2.852e-05 	 2.761e-06 	 6.013e-06 	 2.401e-06 
  57.09 	  166.08 	    7.61 	 3.508e-03 	 1.577e-03 	 3.169e-05 	 3.665e-06 	 6.994e-06 	 3.237e-06 
  59.42 	  168.89 	    8.39 	 3.683e-03 	 1.712e-03 	 3.495e-05 	 4.760e-06 	 8.367e-06 	 4.447e-06 
  61.74 	  172.05 	    9.02 	 4.413e-03 	 1.679e-03 	 3.790e-05 	 6.067e-06 	 9.819e-06 	 5.808e-06 
  64.05 	  176.42 	    9.38 	 4.264e-03 	 1.482e-03 	 3.699e-05 	 7.425e-06 	 1.101e-05 	 7.048e-06 
  66.36 	  180.02 	    9.43 	 3.332e-03 	 1.166e-03 	 3.460e-05 	 8.690e-06 	 1.231e-05 	 8.442e-06 
  68.67 	  178.98 	    9.14 	 2.765e-03 	 9.221e-04 	 3.311e-05 	 9.528e-06 	 1.386e-05 	 1.011e-05 
  72.10 	  166.92 	    8.20 	 2.547e-03 	 7.217e-04 	 3.208e-05 	 1.121e-05 	 1.665e-05 	 1.343e-05 
  75.52 	  146.72 	    6.94 	 2.813e-03 	 8.719e-04 	 3.323e-05 	 1.375e-05 	 2.154e-05 	 1.865e-05 
  77.79 	  135.35 	    6.06 	 3.239e-03 	 1.253e-03 	 3.599e-05 	 1.573e-05 	 2.700e-05 	 2.356e-05 
  80.07 	  131.78 	    6.69 	 3.868e-03 	 1.837e-03 	 3.952e-05 	 1.826e-05 	 3.219e-05 	 2.775e-05 
  82.33 	  134.68 	    8.20 	 4.530e-03 	 2.432e-03 	 4.305e-05 	 2.151e-05 	 4.013e-05 	 3.684e-05 
  84.60 	  138.08 	    9.95 	 4.859e-03 	 2.745e-03 	 4.263e-05 	 2.225e-05 	 4.554e-05 	 4.619e-05 
  86.85 	  140.08 	   12.14 	 4.545e-03 	 2.550e-03 	 3.769e-05 	 1.912e-05 	 3.562e-05 	 3.801e-05 
  89.10 	  147.48 	   14.69 	 3.616e-03 	 1.832e-03 	 3.085e-05 	 1.393e-05 	 2.053e-05 	 2.029e-05 
