Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   25.61 	  156.97 	    3.76 	 1.077e-03 	 1.991e-04 	 1.100e-05 	 1.269e-06 	 2.433e-06 	 1.983e-07 
  28.06 	  160.67 	    5.02 	 1.111e-03 	 1.459e-04 	 1.105e-05 	 6.680e-07 	 2.397e-06 	 1.628e-07 
  30.50 	  169.77 	    6.36 	 1.312e-03 	 1.159e-04 	 1.081e-05 	 8.246e-07 	 2.222e-06 	 1.585e-07 
  32.14 	  179.68 	    5.89 	 1.481e-03 	 1.355e-04 	 1.060e-05 	 7.578e-07 	 2.166e-06 	 1.640e-07 
  33.77 	  182.96 	    5.15 	 1.307e-03 	 1.373e-04 	 1.104e-05 	 5.014e-07 	 2.284e-06 	 1.650e-07 
  35.41 	  178.24 	    5.20 	 1.130e-03 	 9.994e-05 	 1.164e-05 	 4.352e-07 	 2.467e-06 	 1.873e-07 
  37.04 	  174.53 	    4.96 	 1.131e-03 	 9.825e-05 	 1.186e-05 	 4.462e-07 	 2.535e-06 	 2.369e-07 
  39.48 	  172.56 	    4.60 	 1.233e-03 	 8.251e-05 	 1.187e-05 	 4.913e-07 	 2.521e-06 	 3.418e-07 
  41.91 	  173.44 	    4.88 	 1.237e-03 	 9.459e-05 	 1.149e-05 	 6.416e-07 	 2.451e-06 	 4.333e-07 
  43.53 	  173.64 	    4.49 	 1.221e-03 	 9.649e-05 	 1.149e-05 	 6.342e-07 	 2.427e-06 	 4.097e-07 
  45.16 	  171.02 	    4.01 	 1.154e-03 	 1.083e-04 	 1.171e-05 	 6.477e-07 	 2.445e-06 	 3.997e-07 
  46.78 	  165.23 	    3.74 	 1.097e-03 	 1.299e-04 	 1.195e-05 	 6.679e-07 	 2.483e-06 	 4.209e-07 
  48.40 	  158.44 	    3.80 	 1.110e-03 	 1.381e-04 	 1.185e-05 	 6.892e-07 	 2.500e-06 	 4.525e-07 
  50.01 	  152.05 	    4.17 	 1.166e-03 	 1.691e-04 	 1.159e-05 	 6.862e-07 	 2.504e-06 	 4.862e-07 
