Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   11.62 	  134.87 	    1.50 	 1.535e-03 	 1.880e-04 	 1.530e-05 	 8.805e-07 	 3.190e-06 	 1.663e-07 
  14.26 	  134.83 	    1.60 	 1.826e-03 	 2.913e-04 	 1.674e-05 	 1.677e-06 	 3.448e-06 	 1.948e-07 
  16.90 	  135.28 	    1.80 	 1.826e-03 	 2.664e-04 	 1.630e-05 	 1.561e-06 	 3.341e-06 	 1.868e-07 
  19.53 	  136.15 	    1.29 	 1.979e-03 	 2.122e-04 	 1.887e-05 	 1.692e-06 	 3.830e-06 	 2.128e-07 
  22.14 	  139.39 	    1.02 	 1.817e-03 	 2.427e-04 	 1.697e-05 	 1.599e-06 	 3.545e-06 	 2.112e-07 
  24.76 	  141.63 	    1.49 	 1.580e-03 	 2.544e-04 	 1.474e-05 	 1.040e-06 	 3.022e-06 	 1.614e-07 
  27.36 	  144.47 	    1.81 	 1.686e-03 	 1.373e-04 	 1.554e-05 	 8.967e-07 	 3.200e-06 	 1.737e-07 
  29.97 	  148.17 	    1.45 	 1.743e-03 	 8.420e-05 	 1.606e-05 	 6.749e-07 	 3.404e-06 	 2.039e-07 
  32.56 	  152.89 	    1.59 	 1.756e-03 	 8.008e-05 	 1.795e-05 	 8.204e-07 	 3.580e-06 	 2.043e-07 
  35.15 	  160.60 	    2.16 	 1.867e-03 	 9.903e-05 	 1.798e-05 	 1.119e-06 	 3.686e-06 	 2.139e-07 
  37.73 	  165.63 	    2.43 	 2.085e-03 	 1.212e-04 	 1.982e-05 	 9.902e-07 	 4.028e-06 	 2.425e-07 
  40.30 	  165.54 	    2.39 	 2.070e-03 	 1.563e-04 	 2.178e-05 	 1.141e-06 	 4.158e-06 	 3.247e-07 
  42.86 	  165.90 	    2.60 	 1.788e-03 	 1.514e-04 	 1.832e-05 	 1.247e-06 	 3.509e-06 	 3.504e-07 
  45.42 	  167.53 	    3.29 	 1.682e-03 	 1.242e-04 	 1.663e-05 	 1.211e-06 	 3.109e-06 	 4.221e-07 
  47.97 	  168.21 	    4.18 	 1.769e-03 	 1.258e-04 	 1.801e-05 	 1.295e-06 	 3.245e-06 	 5.490e-07 
  50.51 	  167.13 	    5.14 	 2.076e-03 	 1.745e-04 	 2.192e-05 	 1.675e-06 	 3.719e-06 	 7.794e-07 
  54.31 	  166.54 	    6.61 	 2.477e-03 	 1.871e-04 	 2.785e-05 	 2.560e-06 	 4.487e-06 	 1.202e-06 
  58.09 	  177.70 	    7.98 	 3.033e-03 	 3.325e-04 	 3.233e-05 	 4.210e-06 	 5.015e-06 	 1.684e-06 
  60.60 	  184.40 	    8.82 	 3.651e-03 	 4.523e-04 	 3.651e-05 	 4.667e-06 	 5.281e-06 	 1.987e-06 
  64.33 	  181.88 	    9.85 	 3.268e-03 	 6.347e-04 	 3.659e-05 	 6.126e-06 	 5.279e-06 	 2.300e-06 
  68.05 	  180.22 	   10.69 	 2.784e-03 	 9.125e-04 	 3.307e-05 	 8.800e-06 	 5.390e-06 	 2.817e-06 
  70.53 	  180.30 	   11.03 	 2.694e-03 	 1.365e-03 	 3.207e-05 	 1.076e-05 	 5.673e-06 	 3.374e-06 
  73.01 	  175.35 	   10.93 	 2.750e-03 	 1.988e-03 	 3.258e-05 	 1.320e-05 	 5.842e-06 	 3.801e-06 
  75.48 	  165.23 	   10.37 	 2.696e-03 	 2.050e-03 	 3.472e-05 	 1.590e-05 	 5.792e-06 	 3.988e-06 
  77.94 	  152.34 	    9.39 	 2.583e-03 	 1.868e-03 	 3.862e-05 	 1.921e-05 	 5.377e-06 	 3.687e-06 
  80.40 	  142.63 	    8.12 	 2.397e-03 	 1.659e-03 	 4.353e-05 	 2.305e-05 	 4.658e-06 	 2.918e-06 
  85.23 	  136.79 	    9.63 	 1.782e-03 	 9.264e-04 	 3.096e-05 	 1.455e-05 	 3.408e-06 	 1.479e-06 
