Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   19.95 	  203.22 	    3.06 	 1.076e-03 	 1.392e-04 	 1.221e-05 	 1.270e-06 	 2.614e-06 	 3.645e-07 
  22.32 	  197.99 	    3.23 	 1.150e-03 	 1.424e-04 	 1.233e-05 	 8.837e-07 	 2.697e-06 	 3.180e-07 
  25.83 	  191.17 	    2.84 	 1.158e-03 	 1.548e-04 	 1.265e-05 	 1.386e-06 	 2.785e-06 	 3.352e-07 
  30.49 	  185.50 	    2.13 	 1.006e-03 	 1.565e-04 	 1.260e-05 	 6.147e-07 	 2.856e-06 	 2.229e-07 
  33.97 	  182.91 	    1.97 	 1.162e-03 	 1.161e-04 	 1.315e-05 	 6.727e-07 	 2.770e-06 	 2.609e-07 
  36.30 	  180.61 	    2.11 	 1.232e-03 	 1.047e-04 	 1.221e-05 	 1.143e-06 	 2.785e-06 	 3.824e-07 
  38.62 	  178.29 	    2.22 	 1.217e-03 	 1.453e-04 	 1.232e-05 	 8.770e-07 	 2.809e-06 	 4.536e-07 
  40.93 	  176.97 	    2.45 	 1.395e-03 	 1.638e-04 	 1.286e-05 	 9.056e-07 	 2.806e-06 	 4.415e-07 
  43.23 	  175.30 	    2.34 	 9.735e-04 	 1.158e-04 	 1.126e-05 	 1.520e-06 	 2.866e-06 	 3.814e-07 
  45.53 	  172.83 	    1.96 	 8.370e-04 	 7.701e-05 	 1.142e-05 	 1.303e-06 	 2.943e-06 	 2.395e-07 
  48.94 	  171.86 	    1.57 	 1.160e-03 	 6.541e-05 	 1.224e-05 	 8.057e-07 	 2.797e-06 	 2.274e-07 
  52.34 	  171.29 	    1.35 	 1.167e-03 	 7.491e-05 	 1.159e-05 	 4.781e-07 	 2.391e-06 	 3.026e-07 
  54.62 	  167.65 	    1.37 	 1.122e-03 	 8.428e-05 	 1.203e-05 	 4.323e-07 	 2.361e-06 	 3.416e-07 
  56.88 	  161.74 	    1.56 	 1.136e-03 	 8.072e-05 	 1.191e-05 	 5.348e-07 	 2.419e-06 	 4.179e-07 
  59.14 	  154.99 	    1.77 	 1.172e-03 	 8.577e-05 	 1.169e-05 	 7.919e-07 	 2.417e-06 	 5.366e-07 
  61.39 	  149.60 	    2.20 	 1.191e-03 	 9.548e-05 	 1.166e-05 	 8.804e-07 	 2.358e-06 	 6.400e-07 
  63.64 	  148.13 	    2.76 	 1.186e-03 	 9.717e-05 	 1.135e-05 	 7.898e-07 	 2.298e-06 	 7.497e-07 
  65.88 	  150.64 	    3.27 	 1.184e-03 	 1.242e-04 	 1.146e-05 	 8.374e-07 	 2.425e-06 	 9.660e-07 
  68.11 	  153.59 	    3.57 	 1.207e-03 	 1.668e-04 	 1.194e-05 	 1.133e-06 	 2.735e-06 	 1.315e-06 
  72.50 	  152.51 	    3.60 	 1.139e-03 	 2.418e-04 	 1.111e-05 	 1.914e-06 	 3.247e-06 	 1.969e-06 
  76.89 	  149.71 	    3.33 	 1.183e-03 	 3.763e-04 	 1.120e-05 	 3.274e-06 	 4.353e-06 	 2.989e-06 
  79.09 	  148.83 	    3.27 	 1.270e-03 	 4.498e-04 	 1.187e-05 	 4.287e-06 	 5.515e-06 	 3.901e-06 
  82.37 	  145.31 	    4.16 	 1.407e-03 	 5.954e-04 	 1.379e-05 	 6.312e-06 	 7.880e-06 	 6.173e-06 
  85.64 	  145.07 	    5.33 	 1.572e-03 	 7.558e-04 	 1.657e-05 	 8.708e-06 	 1.039e-05 	 9.130e-06 
  87.81 	  148.60 	    6.30 	 1.683e-03 	 8.155e-04 	 1.819e-05 	 9.790e-06 	 1.124e-05 	 1.008e-05 
  89.99 	  149.96 	    7.54 	 1.682e-03 	 7.568e-04 	 1.846e-05 	 9.035e-06 	 9.123e-06 	 7.616e-06 
