Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    9.69 	  184.89 	    1.99 	 1.147e-03 	 1.920e-04 	 8.236e-06 	 5.586e-07 	 1.708e-06 	 1.346e-07 
  12.93 	  189.95 	    1.76 	 1.238e-03 	 1.827e-04 	 9.108e-06 	 5.684e-07 	 1.883e-06 	 1.192e-07 
  16.17 	  196.65 	    1.38 	 1.174e-03 	 1.484e-04 	 8.702e-06 	 3.378e-07 	 1.838e-06 	 7.273e-08 
  19.39 	  203.66 	    1.25 	 1.216e-03 	 1.535e-04 	 8.784e-06 	 2.737e-07 	 1.909e-06 	 1.248e-07 
  22.60 	  204.70 	    1.17 	 1.176e-03 	 1.396e-04 	 9.096e-06 	 2.942e-07 	 1.958e-06 	 1.044e-07 
  25.79 	  201.03 	    1.20 	 1.102e-03 	 1.150e-04 	 8.655e-06 	 3.397e-07 	 1.897e-06 	 8.436e-08 
  28.97 	  199.35 	    1.04 	 1.045e-03 	 1.061e-04 	 8.861e-06 	 3.644e-07 	 1.889e-06 	 1.234e-07 
  33.69 	  187.95 	    0.88 	 1.024e-03 	 9.911e-05 	 8.785e-06 	 2.681e-07 	 1.898e-06 	 1.098e-07 
  38.38 	  167.14 	    0.56 	 1.104e-03 	 9.182e-05 	 9.217e-06 	 6.560e-07 	 2.035e-06 	 2.530e-07 
  41.52 	  158.61 	    0.97 	 1.121e-03 	 9.540e-05 	 9.376e-06 	 5.193e-07 	 2.134e-06 	 2.828e-07 
  44.64 	  151.57 	    1.48 	 1.023e-03 	 1.584e-04 	 9.038e-06 	 5.552e-07 	 2.272e-06 	 3.382e-07 
  47.75 	  145.17 	    1.52 	 1.098e-03 	 1.171e-04 	 8.828e-06 	 5.916e-07 	 2.105e-06 	 2.787e-07 
  50.85 	  143.68 	    0.83 	 8.772e-04 	 7.777e-05 	 9.439e-06 	 5.631e-07 	 1.933e-06 	 2.408e-07 
  53.94 	  155.35 	    0.85 	 9.797e-04 	 1.047e-04 	 9.939e-06 	 7.464e-07 	 2.002e-06 	 2.923e-07 
  57.02 	  167.83 	    1.74 	 1.437e-03 	 7.666e-05 	 1.058e-05 	 9.130e-07 	 2.273e-06 	 4.819e-07 
  60.08 	  169.95 	    2.90 	 1.382e-03 	 2.277e-04 	 1.352e-05 	 1.024e-06 	 2.716e-06 	 7.794e-07 
  64.60 	  166.11 	    4.62 	 1.661e-03 	 1.869e-04 	 1.723e-05 	 2.020e-06 	 3.397e-06 	 1.228e-06 
  72.05 	  155.00 	    5.99 	 2.141e-03 	 3.390e-04 	 1.720e-05 	 2.833e-06 	 4.043e-06 	 1.899e-06 
  78.01 	  143.33 	    5.88 	 1.624e-03 	 6.245e-04 	 2.085e-05 	 5.371e-06 	 4.264e-06 	 2.214e-06 
  80.98 	  137.87 	    5.54 	 1.617e-03 	 7.027e-04 	 2.542e-05 	 8.734e-06 	 4.326e-06 	 2.232e-06 
  83.95 	  131.00 	    6.05 	 1.762e-03 	 9.056e-04 	 3.018e-05 	 1.304e-05 	 4.096e-06 	 1.972e-06 
  86.91 	  125.21 	    7.98 	 1.795e-03 	 9.791e-04 	 3.145e-05 	 1.415e-05 	 3.698e-06 	 1.539e-06 
  89.85 	  120.44 	   10.71 	 1.590e-03 	 7.276e-04 	 2.503e-05 	 1.014e-05 	 3.226e-06 	 1.054e-06 
