Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    7.06 	  141.43 	    1.44 	 1.454e-03 	 1.199e-04 	 1.698e-05 	 2.382e-06 	 3.073e-06 	 2.694e-07 
   9.76 	  139.32 	    1.66 	 1.530e-03 	 1.398e-04 	 1.759e-05 	 2.379e-06 	 3.382e-06 	 2.835e-07 
  12.46 	  138.24 	    1.86 	 1.412e-03 	 1.286e-04 	 1.728e-05 	 1.753e-06 	 3.489e-06 	 2.616e-07 
  15.16 	  137.01 	    1.58 	 1.231e-03 	 9.493e-05 	 1.690e-05 	 2.126e-06 	 3.236e-06 	 2.853e-07 
  17.84 	  141.10 	    1.06 	 1.408e-03 	 6.334e-05 	 1.619e-05 	 1.961e-06 	 3.372e-06 	 2.381e-07 
  21.83 	  142.23 	    2.67 	 1.584e-03 	 1.748e-04 	 1.979e-05 	 1.701e-06 	 4.030e-06 	 2.116e-07 
  27.12 	  151.78 	    2.70 	 1.407e-03 	 8.949e-05 	 1.715e-05 	 1.774e-06 	 3.517e-06 	 2.387e-07 
  31.10 	  167.71 	    1.59 	 1.788e-03 	 7.680e-05 	 1.759e-05 	 1.257e-06 	 3.563e-06 	 2.236e-07 
  33.73 	  167.13 	    1.35 	 1.842e-03 	 2.018e-04 	 2.013e-05 	 6.443e-07 	 4.083e-06 	 2.637e-07 
  36.37 	  161.16 	    0.87 	 1.880e-03 	 1.350e-04 	 2.148e-05 	 9.368e-07 	 4.468e-06 	 3.266e-07 
  38.99 	  158.88 	    0.71 	 1.891e-03 	 1.668e-04 	 2.051e-05 	 1.391e-06 	 4.161e-06 	 3.765e-07 
  41.61 	  161.03 	    1.15 	 1.574e-03 	 1.545e-04 	 1.688e-05 	 1.112e-06 	 3.540e-06 	 3.923e-07 
  44.22 	  165.98 	    1.34 	 1.557e-03 	 1.513e-04 	 1.632e-05 	 9.874e-07 	 3.432e-06 	 4.606e-07 
  46.83 	  171.14 	    1.89 	 1.861e-03 	 1.785e-04 	 1.973e-05 	 1.109e-06 	 3.967e-06 	 6.758e-07 
  49.42 	  174.13 	    2.59 	 2.151e-03 	 2.277e-04 	 2.323e-05 	 1.419e-06 	 4.610e-06 	 1.038e-06 
  52.01 	  176.62 	    3.28 	 2.362e-03 	 2.789e-04 	 2.509e-05 	 1.798e-06 	 4.997e-06 	 1.297e-06 
  54.59 	  176.93 	    4.00 	 2.609e-03 	 3.193e-04 	 2.759e-05 	 2.035e-06 	 5.318e-06 	 1.507e-06 
  57.16 	  175.23 	    4.77 	 2.750e-03 	 3.338e-04 	 2.988e-05 	 2.953e-06 	 5.664e-06 	 1.738e-06 
  59.73 	  170.60 	    5.40 	 2.753e-03 	 3.672e-04 	 3.033e-05 	 3.706e-06 	 5.934e-06 	 1.946e-06 
  62.28 	  164.50 	    5.88 	 2.580e-03 	 4.410e-04 	 2.981e-05 	 4.243e-06 	 6.023e-06 	 2.102e-06 
  64.84 	  158.66 	    6.13 	 2.569e-03 	 4.738e-04 	 2.962e-05 	 5.108e-06 	 6.166e-06 	 2.348e-06 
  68.64 	  153.30 	    5.99 	 2.650e-03 	 4.519e-04 	 3.086e-05 	 6.362e-06 	 6.838e-06 	 3.280e-06 
  72.44 	  149.88 	    5.58 	 2.460e-03 	 4.557e-04 	 3.544e-05 	 9.577e-06 	 7.882e-06 	 4.720e-06 
  76.17 	  147.29 	    5.02 	 2.412e-03 	 7.169e-04 	 4.237e-05 	 1.506e-05 	 9.499e-06 	 6.909e-06 
  79.89 	  151.82 	    6.35 	 2.544e-03 	 1.194e-03 	 5.132e-05 	 2.401e-05 	 1.094e-05 	 9.315e-06 
  82.39 	  152.27 	    7.59 	 2.579e-03 	 1.351e-03 	 5.953e-05 	 3.171e-05 	 1.124e-05 	 1.001e-05 
  84.88 	  148.96 	    9.10 	 2.330e-03 	 1.191e-03 	 6.102e-05 	 3.454e-05 	 9.900e-06 	 8.579e-06 
  87.36 	  150.29 	   10.93 	 2.018e-03 	 9.428e-04 	 5.336e-05 	 2.995e-05 	 7.987e-06 	 6.292e-06 
  89.83 	  153.03 	   13.29 	 1.744e-03 	 6.948e-04 	 4.066e-05 	 2.050e-05 	 6.192e-06 	 4.134e-06 
