Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   20.17 	  149.50 	    0.98 	 1.169e-03 	 1.480e-04 	 1.079e-05 	 1.281e-06 	 2.171e-06 	 1.472e-07 
  23.08 	  149.19 	    1.03 	 1.264e-03 	 1.589e-04 	 1.109e-05 	 1.434e-06 	 2.265e-06 	 1.469e-07 
  25.99 	  150.28 	    1.05 	 1.409e-03 	 1.776e-04 	 1.201e-05 	 1.491e-06 	 2.449e-06 	 1.708e-07 
  28.87 	  151.84 	    1.24 	 1.339e-03 	 2.065e-04 	 1.126e-05 	 9.368e-07 	 2.439e-06 	 1.572e-07 
  31.75 	  154.00 	    1.00 	 1.305e-03 	 1.508e-04 	 1.205e-05 	 8.301e-07 	 2.451e-06 	 1.771e-07 
  34.62 	  158.49 	    1.06 	 1.313e-03 	 9.973e-05 	 1.123e-05 	 1.007e-06 	 2.423e-06 	 1.983e-07 
  37.48 	  162.22 	    1.28 	 1.374e-03 	 1.185e-04 	 1.225e-05 	 7.566e-07 	 2.598e-06 	 1.900e-07 
  41.69 	  165.64 	    1.32 	 1.362e-03 	 1.376e-04 	 1.281e-05 	 9.472e-07 	 2.684e-06 	 2.537e-07 
  45.88 	  171.25 	    0.99 	 1.525e-03 	 6.540e-05 	 1.238e-05 	 9.505e-07 	 2.520e-06 	 2.978e-07 
  48.69 	  174.20 	    0.81 	 1.579e-03 	 1.474e-04 	 1.463e-05 	 7.757e-07 	 2.837e-06 	 3.904e-07 
  51.49 	  174.68 	    0.99 	 1.643e-03 	 1.525e-04 	 1.579e-05 	 1.128e-06 	 3.256e-06 	 5.673e-07 
  54.28 	  173.38 	    1.39 	 1.792e-03 	 1.677e-04 	 1.664e-05 	 1.409e-06 	 3.343e-06 	 6.536e-07 
  57.06 	  168.95 	    1.83 	 1.743e-03 	 2.153e-04 	 1.609e-05 	 1.648e-06 	 3.229e-06 	 7.420e-07 
  59.83 	  164.16 	    2.42 	 1.655e-03 	 2.002e-04 	 1.573e-05 	 1.564e-06 	 3.229e-06 	 9.996e-07 
  62.58 	  160.31 	    3.06 	 1.598e-03 	 2.559e-04 	 1.588e-05 	 1.675e-06 	 3.345e-06 	 1.410e-06 
  65.33 	  158.11 	    3.49 	 1.581e-03 	 3.545e-04 	 1.591e-05 	 1.692e-06 	 3.551e-06 	 1.867e-06 
  68.06 	  155.72 	    3.83 	 1.554e-03 	 5.490e-04 	 1.672e-05 	 2.125e-06 	 3.857e-06 	 2.397e-06 
  70.78 	  153.41 	    4.14 	 1.585e-03 	 7.824e-04 	 1.788e-05 	 2.749e-06 	 4.224e-06 	 2.954e-06 
  73.50 	  152.28 	    4.28 	 1.700e-03 	 1.059e-03 	 1.931e-05 	 3.294e-06 	 4.723e-06 	 3.662e-06 
  76.19 	  149.38 	    4.24 	 1.841e-03 	 1.297e-03 	 2.140e-05 	 3.816e-06 	 5.325e-06 	 4.519e-06 
  80.17 	  146.24 	    4.23 	 2.120e-03 	 1.509e-03 	 2.683e-05 	 6.097e-06 	 5.558e-06 	 4.698e-06 
  84.14 	  152.11 	    5.66 	 2.763e-03 	 1.906e-03 	 3.711e-05 	 1.218e-05 	 5.239e-06 	 3.885e-06 
  86.79 	  157.28 	    6.85 	 3.473e-03 	 2.380e-03 	 4.810e-05 	 1.899e-05 	 5.042e-06 	 3.312e-06 
  89.44 	  157.83 	    8.39 	 3.224e-03 	 2.048e-03 	 4.541e-05 	 1.757e-05 	 4.725e-06 	 2.595e-06 
