Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   18.88 	  196.93 	    3.13 	 8.234e-04 	 8.466e-05 	 7.225e-06 	 1.175e-06 	 1.497e-06 	 1.401e-07 
  23.46 	  185.65 	    3.17 	 1.035e-03 	 1.297e-04 	 8.387e-06 	 5.426e-07 	 1.896e-06 	 1.207e-07 
  26.50 	  183.79 	    2.73 	 1.135e-03 	 1.791e-04 	 8.690e-06 	 6.680e-07 	 1.943e-06 	 2.079e-07 
  29.53 	  181.62 	    2.78 	 9.984e-04 	 1.359e-04 	 8.197e-06 	 7.226e-07 	 1.809e-06 	 1.665e-07 
  32.54 	  179.06 	    2.52 	 9.703e-04 	 1.032e-04 	 8.640e-06 	 3.405e-07 	 1.928e-06 	 1.588e-07 
  35.54 	  178.29 	    2.29 	 9.809e-04 	 9.342e-05 	 8.549e-06 	 5.004e-07 	 1.945e-06 	 1.682e-07 
  38.53 	  176.04 	    2.35 	 8.932e-04 	 7.266e-05 	 7.684e-06 	 3.326e-07 	 1.817e-06 	 2.282e-07 
  41.51 	  172.70 	    2.13 	 8.824e-04 	 6.523e-05 	 7.868e-06 	 3.116e-07 	 1.718e-06 	 1.158e-07 
  44.47 	  170.42 	    2.04 	 9.546e-04 	 6.611e-05 	 8.506e-06 	 4.941e-07 	 1.795e-06 	 1.599e-07 
  47.42 	  167.30 	    1.92 	 9.519e-04 	 4.652e-05 	 8.160e-06 	 5.125e-07 	 1.755e-06 	 2.384e-07 
  50.36 	  162.34 	    1.82 	 9.327e-04 	 6.991e-05 	 8.320e-06 	 6.195e-07 	 1.685e-06 	 2.796e-07 
  53.29 	  158.99 	    1.72 	 9.761e-04 	 1.179e-04 	 8.815e-06 	 9.194e-07 	 1.778e-06 	 3.817e-07 
  56.20 	  158.99 	    1.34 	 9.053e-04 	 6.548e-05 	 8.628e-06 	 9.118e-07 	 1.837e-06 	 4.146e-07 
  59.10 	  160.27 	    1.23 	 9.422e-04 	 6.901e-05 	 9.417e-06 	 9.087e-07 	 1.878e-06 	 4.348e-07 
  63.42 	  165.29 	    1.68 	 1.038e-03 	 1.040e-04 	 1.004e-05 	 1.480e-06 	 1.891e-06 	 5.474e-07 
  67.72 	  170.11 	    2.82 	 1.036e-03 	 1.121e-04 	 1.040e-05 	 2.045e-06 	 1.944e-06 	 6.286e-07 
  70.58 	  172.97 	    3.68 	 1.120e-03 	 1.228e-04 	 1.190e-05 	 2.425e-06 	 2.183e-06 	 7.694e-07 
  73.41 	  176.23 	    4.33 	 1.252e-03 	 1.576e-04 	 1.307e-05 	 3.159e-06 	 2.432e-06 	 9.775e-07 
  76.24 	  180.30 	    4.71 	 1.444e-03 	 2.288e-04 	 1.532e-05 	 4.512e-06 	 2.950e-06 	 1.375e-06 
  79.05 	  183.75 	    4.93 	 1.624e-03 	 3.004e-04 	 1.884e-05 	 6.625e-06 	 3.840e-06 	 2.143e-06 
  81.85 	  183.35 	    4.97 	 2.001e-03 	 4.023e-04 	 2.384e-05 	 9.284e-06 	 5.409e-06 	 3.755e-06 
  84.64 	  179.50 	    4.73 	 2.666e-03 	 7.013e-04 	 3.007e-05 	 1.221e-05 	 7.533e-06 	 6.219e-06 
  87.42 	  174.72 	    4.18 	 2.811e-03 	 8.640e-04 	 3.022e-05 	 1.200e-05 	 6.353e-06 	 4.924e-06 
