Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   12.22 	  179.77 	    1.80 	 6.511e-04 	 1.360e-04 	 8.826e-06 	 6.000e-07 	 2.018e-06 	 1.781e-07 
  16.02 	  173.31 	    1.87 	 7.720e-04 	 1.506e-04 	 1.006e-05 	 7.153e-07 	 2.208e-06 	 1.261e-07 
  18.55 	  172.68 	    1.33 	 9.556e-04 	 1.261e-04 	 1.118e-05 	 1.057e-06 	 2.307e-06 	 9.123e-08 
  21.07 	  174.02 	    1.44 	 1.065e-03 	 1.320e-04 	 1.176e-05 	 8.799e-07 	 2.422e-06 	 6.012e-08 
  23.58 	  177.22 	    1.43 	 1.063e-03 	 1.240e-04 	 1.158e-05 	 7.135e-07 	 2.484e-06 	 9.848e-08 
  26.08 	  183.27 	    1.49 	 1.035e-03 	 1.221e-04 	 1.194e-05 	 7.034e-07 	 2.545e-06 	 9.339e-08 
  28.58 	  193.19 	    1.62 	 1.104e-03 	 1.324e-04 	 1.164e-05 	 5.907e-07 	 2.524e-06 	 9.096e-08 
  31.07 	  194.11 	    1.85 	 1.092e-03 	 1.317e-04 	 1.169e-05 	 5.035e-07 	 2.523e-06 	 9.553e-08 
  33.56 	  190.06 	    1.66 	 1.095e-03 	 1.031e-04 	 1.194e-05 	 5.284e-07 	 2.575e-06 	 9.374e-08 
  36.04 	  187.69 	    1.25 	 1.115e-03 	 9.770e-05 	 1.154e-05 	 5.375e-07 	 2.588e-06 	 1.029e-07 
  38.52 	  183.01 	    1.17 	 1.122e-03 	 9.602e-05 	 1.198e-05 	 4.053e-07 	 2.649e-06 	 1.363e-07 
  40.99 	  176.89 	    1.17 	 1.134e-03 	 8.328e-05 	 1.163e-05 	 4.855e-07 	 2.584e-06 	 1.389e-07 
  43.44 	  169.01 	    1.39 	 1.125e-03 	 9.115e-05 	 1.198e-05 	 4.686e-07 	 2.634e-06 	 1.604e-07 
  45.90 	  160.56 	    1.35 	 1.137e-03 	 6.720e-05 	 1.187e-05 	 4.977e-07 	 2.603e-06 	 2.174e-07 
  48.35 	  152.03 	    1.47 	 1.175e-03 	 8.150e-05 	 1.130e-05 	 4.766e-07 	 2.527e-06 	 1.995e-07 
  50.79 	  144.26 	    2.21 	 1.266e-03 	 1.431e-04 	 1.200e-05 	 5.701e-07 	 2.666e-06 	 2.523e-07 
  54.41 	  137.81 	    3.57 	 1.218e-03 	 1.727e-04 	 1.215e-05 	 7.829e-07 	 2.653e-06 	 3.339e-07 
  58.01 	  134.13 	    4.98 	 1.218e-03 	 1.990e-04 	 1.202e-05 	 8.734e-07 	 2.564e-06 	 5.334e-07 
  60.43 	  136.18 	    5.78 	 1.311e-03 	 2.191e-04 	 1.225e-05 	 9.116e-07 	 2.859e-06 	 8.553e-07 
  62.84 	  140.26 	    6.23 	 1.343e-03 	 2.422e-04 	 1.274e-05 	 1.639e-06 	 3.436e-06 	 1.311e-06 
  65.25 	  147.05 	    6.47 	 1.367e-03 	 2.633e-04 	 1.364e-05 	 2.420e-06 	 4.149e-06 	 1.801e-06 
  67.64 	  156.76 	    6.67 	 1.401e-03 	 2.742e-04 	 1.487e-05 	 3.102e-06 	 4.978e-06 	 2.352e-06 
  70.04 	  163.64 	    6.81 	 1.437e-03 	 2.771e-04 	 1.644e-05 	 3.949e-06 	 6.000e-06 	 3.048e-06 
  72.42 	  163.46 	    6.74 	 1.404e-03 	 2.812e-04 	 1.810e-05 	 5.242e-06 	 7.258e-06 	 3.973e-06 
  74.80 	  156.41 	    6.41 	 1.372e-03 	 3.285e-04 	 1.966e-05 	 6.792e-06 	 8.611e-06 	 5.069e-06 
  77.17 	  147.12 	    5.86 	 1.470e-03 	 4.794e-04 	 2.195e-05 	 9.286e-06 	 9.855e-06 	 6.136e-06 
  79.53 	  138.59 	    5.15 	 1.648e-03 	 6.857e-04 	 2.600e-05 	 1.307e-05 	 1.131e-05 	 7.454e-06 
  81.89 	  131.51 	    4.87 	 1.784e-03 	 8.515e-04 	 3.125e-05 	 1.746e-05 	 1.338e-05 	 9.996e-06 
  84.24 	  126.63 	    6.11 	 1.792e-03 	 8.790e-04 	 3.586e-05 	 2.115e-05 	 1.610e-05 	 1.468e-05 
  87.72 	  135.31 	    8.57 	 1.600e-03 	 6.433e-04 	 2.994e-05 	 1.550e-05 	 9.417e-06 	 7.231e-06 
