Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   46.27 	  153.04 	    2.71 	 6.082e-04 	 7.776e-05 	 6.353e-06 	 7.885e-07 	 1.615e-06 	 4.330e-07 
  47.93 	  150.26 	    3.09 	 6.267e-04 	 8.850e-05 	 6.267e-06 	 9.456e-07 	 1.701e-06 	 5.169e-07 
  49.60 	  149.77 	    3.50 	 7.774e-04 	 1.829e-04 	 6.957e-06 	 1.340e-06 	 1.964e-06 	 7.123e-07 
  51.25 	  149.86 	    3.90 	 9.568e-04 	 3.962e-04 	 7.758e-06 	 1.873e-06 	 2.243e-06 	 9.922e-07 
  52.91 	  148.98 	    4.25 	 1.005e-03 	 5.523e-04 	 8.164e-06 	 2.685e-06 	 2.164e-06 	 9.909e-07 
  54.58 	  147.53 	    4.63 	 8.965e-04 	 4.171e-04 	 7.554e-06 	 2.433e-06 	 1.785e-06 	 7.174e-07 
  56.23 	  147.30 	    4.74 	 7.990e-04 	 2.326e-04 	 6.788e-06 	 1.354e-06 	 1.547e-06 	 5.189e-07 
  57.88 	  150.32 	    4.25 	 7.816e-04 	 1.222e-04 	 6.667e-06 	 8.450e-07 	 1.458e-06 	 4.006e-07 
  59.54 	  155.64 	    3.54 	 8.260e-04 	 7.943e-05 	 6.795e-06 	 7.520e-07 	 1.435e-06 	 3.513e-07 
  61.18 	  161.22 	    3.11 	 8.379e-04 	 5.315e-05 	 7.018e-06 	 8.796e-07 	 1.426e-06 	 3.410e-07 
  63.63 	  164.05 	    3.06 	 8.511e-04 	 7.975e-05 	 7.691e-06 	 1.007e-06 	 1.513e-06 	 3.942e-07 
  66.06 	  164.43 	    3.54 	 9.183e-04 	 1.160e-04 	 8.331e-06 	 1.120e-06 	 1.689e-06 	 4.789e-07 
  67.70 	  164.18 	    4.11 	 9.003e-04 	 1.228e-04 	 8.006e-06 	 1.135e-06 	 1.698e-06 	 5.029e-07 
  69.34 	  163.19 	    4.84 	 8.343e-04 	 1.581e-04 	 7.625e-06 	 1.115e-06 	 1.669e-06 	 5.248e-07 
  70.97 	  160.56 	    5.64 	 8.220e-04 	 2.105e-04 	 7.877e-06 	 1.245e-06 	 1.746e-06 	 5.854e-07 
  72.61 	  156.72 	    6.32 	 8.249e-04 	 2.630e-04 	 8.212e-06 	 1.505e-06 	 1.837e-06 	 6.488e-07 
  74.23 	  152.18 	    6.87 	 8.493e-04 	 3.032e-04 	 8.577e-06 	 1.723e-06 	 1.949e-06 	 7.203e-07 
  75.86 	  149.71 	    7.25 	 9.336e-04 	 3.450e-04 	 9.316e-06 	 1.962e-06 	 2.128e-06 	 8.359e-07 
  77.49 	  149.27 	    7.48 	 1.052e-03 	 3.959e-04 	 1.036e-05 	 2.324e-06 	 2.392e-06 	 1.009e-06 
  79.11 	  148.68 	    7.52 	 1.185e-03 	 4.439e-04 	 1.163e-05 	 2.844e-06 	 2.735e-06 	 1.235e-06 
  81.51 	  146.91 	    7.31 	 1.460e-03 	 4.905e-04 	 1.444e-05 	 4.044e-06 	 3.345e-06 	 1.648e-06 
  83.91 	  146.80 	    6.86 	 1.786e-03 	 5.558e-04 	 1.843e-05 	 5.513e-06 	 4.054e-06 	 2.161e-06 
  85.53 	  147.05 	    6.42 	 1.938e-03 	 5.968e-04 	 2.194e-05 	 6.850e-06 	 4.468e-06 	 2.477e-06 
  87.14 	  145.34 	    5.85 	 1.976e-03 	 5.772e-04 	 2.581e-05 	 8.883e-06 	 4.552e-06 	 2.493e-06 
  88.74 	  140.80 	    5.34 	 1.937e-03 	 5.267e-04 	 2.582e-05 	 9.276e-06 	 4.310e-06 	 2.160e-06 
