Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   19.10 	  202.53 	    1.16 	 7.058e-04 	 6.659e-05 	 6.849e-06 	 7.992e-07 	 1.546e-06 	 2.558e-07 
  22.19 	  194.78 	    1.03 	 7.345e-04 	 7.384e-05 	 6.811e-06 	 7.594e-07 	 1.600e-06 	 2.539e-07 
  25.26 	  188.55 	    1.15 	 6.843e-04 	 7.746e-05 	 6.591e-06 	 6.125e-07 	 1.551e-06 	 1.891e-07 
  28.31 	  184.02 	    1.22 	 7.405e-04 	 7.742e-05 	 7.219e-06 	 3.811e-07 	 1.571e-06 	 2.276e-07 
  31.35 	  180.49 	    1.11 	 5.991e-04 	 8.388e-05 	 5.542e-06 	 5.884e-07 	 1.369e-06 	 2.130e-07 
  34.38 	  175.77 	    0.96 	 6.708e-04 	 4.815e-05 	 6.927e-06 	 2.968e-07 	 1.425e-06 	 1.076e-07 
  37.40 	  171.87 	    0.91 	 6.248e-04 	 5.819e-05 	 6.271e-06 	 4.286e-07 	 1.427e-06 	 9.170e-08 
  40.40 	  170.31 	    0.58 	 6.907e-04 	 3.857e-05 	 6.886e-06 	 2.382e-07 	 1.486e-06 	 7.962e-08 
  43.39 	  170.75 	    0.65 	 6.749e-04 	 4.750e-05 	 6.880e-06 	 3.593e-07 	 1.529e-06 	 8.699e-08 
  46.37 	  169.95 	    0.87 	 6.324e-04 	 3.978e-05 	 6.151e-06 	 3.730e-07 	 1.373e-06 	 1.208e-07 
  49.34 	  169.09 	    1.04 	 7.049e-04 	 2.601e-05 	 7.038e-06 	 5.039e-07 	 1.408e-06 	 1.495e-07 
  52.29 	  168.18 	    1.07 	 6.523e-04 	 3.703e-05 	 6.426e-06 	 4.715e-07 	 1.427e-06 	 1.507e-07 
  55.23 	  167.05 	    1.14 	 7.811e-04 	 7.861e-05 	 7.496e-06 	 5.265e-07 	 1.512e-06 	 1.613e-07 
  58.15 	  166.08 	    1.32 	 7.376e-04 	 7.114e-05 	 7.357e-06 	 5.209e-07 	 1.586e-06 	 2.161e-07 
  61.07 	  165.12 	    1.63 	 6.937e-04 	 6.507e-05 	 7.618e-06 	 5.803e-07 	 1.672e-06 	 3.194e-07 
  63.97 	  164.51 	    1.91 	 7.641e-04 	 8.977e-05 	 8.321e-06 	 8.793e-07 	 1.869e-06 	 5.145e-07 
  66.86 	  164.59 	    2.04 	 9.087e-04 	 1.565e-04 	 8.756e-06 	 1.253e-06 	 2.182e-06 	 7.907e-07 
  69.74 	  162.73 	    2.51 	 9.415e-04 	 1.932e-04 	 9.851e-06 	 1.788e-06 	 2.626e-06 	 1.103e-06 
  72.60 	  156.32 	    2.52 	 9.020e-04 	 2.040e-04 	 1.084e-05 	 2.305e-06 	 3.323e-06 	 1.538e-06 
  75.46 	  149.61 	    2.28 	 8.757e-04 	 2.031e-04 	 1.100e-05 	 2.709e-06 	 4.214e-06 	 2.148e-06 
  78.30 	  143.38 	    2.30 	 8.864e-04 	 2.122e-04 	 1.163e-05 	 3.583e-06 	 5.224e-06 	 2.860e-06 
  81.12 	  137.34 	    2.96 	 9.997e-04 	 2.331e-04 	 1.367e-05 	 4.906e-06 	 6.882e-06 	 4.023e-06 
  83.93 	  131.77 	    3.88 	 1.340e-03 	 3.147e-04 	 1.865e-05 	 8.512e-06 	 1.004e-05 	 6.246e-06 
  88.08 	  128.98 	    5.91 	 1.735e-03 	 4.146e-04 	 2.371e-05 	 1.307e-05 	 8.469e-06 	 5.182e-06 
