Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   30.86 	  178.25 	    1.62 	 7.688e-04 	 2.159e-04 	 8.913e-06 	 1.211e-06 	 2.077e-06 	 3.020e-07 
  32.87 	  179.40 	    1.93 	 7.497e-04 	 1.811e-04 	 8.632e-06 	 9.397e-07 	 2.110e-06 	 3.034e-07 
  34.87 	  179.14 	    2.04 	 8.822e-04 	 1.644e-04 	 9.398e-06 	 7.058e-07 	 2.174e-06 	 2.701e-07 
  36.88 	  177.56 	    1.89 	 1.019e-03 	 1.375e-04 	 1.015e-05 	 5.873e-07 	 2.242e-06 	 2.610e-07 
  38.87 	  174.78 	    1.88 	 9.593e-04 	 1.164e-04 	 9.888e-06 	 5.918e-07 	 2.237e-06 	 2.306e-07 
  40.87 	  172.54 	    1.55 	 9.686e-04 	 8.218e-05 	 9.941e-06 	 7.037e-07 	 2.217e-06 	 2.806e-07 
  42.85 	  169.82 	    1.45 	 9.832e-04 	 8.992e-05 	 1.003e-05 	 8.614e-07 	 2.170e-06 	 3.444e-07 
  44.84 	  166.28 	    1.43 	 1.028e-03 	 1.010e-04 	 1.019e-05 	 1.221e-06 	 2.100e-06 	 3.452e-07 
  47.78 	  166.08 	    1.39 	 1.103e-03 	 6.907e-05 	 1.078e-05 	 7.220e-07 	 2.144e-06 	 3.833e-07 
  52.64 	  154.90 	    1.39 	 1.029e-03 	 2.676e-04 	 1.100e-05 	 1.670e-06 	 2.306e-06 	 7.182e-07 
  56.51 	  155.92 	    1.40 	 1.118e-03 	 2.117e-04 	 1.051e-05 	 9.437e-07 	 2.175e-06 	 5.476e-07 
  61.36 	  156.23 	    1.62 	 1.128e-03 	 1.578e-04 	 1.093e-05 	 1.124e-06 	 2.061e-06 	 4.755e-07 
  66.20 	  151.95 	    2.61 	 1.057e-03 	 3.367e-04 	 1.118e-05 	 1.327e-06 	 2.165e-06 	 6.868e-07 
  68.13 	  145.71 	    2.95 	 1.087e-03 	 4.656e-04 	 1.155e-05 	 1.492e-06 	 2.186e-06 	 7.519e-07 
  70.07 	  139.01 	    3.08 	 1.186e-03 	 6.532e-04 	 1.191e-05 	 1.754e-06 	 2.180e-06 	 8.229e-07 
  71.99 	  132.13 	    3.14 	 1.301e-03 	 8.066e-04 	 1.211e-05 	 1.873e-06 	 2.296e-06 	 9.637e-07 
  73.91 	  126.00 	    3.11 	 1.378e-03 	 8.785e-04 	 1.240e-05 	 2.166e-06 	 2.494e-06 	 1.169e-06 
  75.82 	  122.41 	    3.23 	 1.460e-03 	 8.827e-04 	 1.304e-05 	 2.762e-06 	 2.712e-06 	 1.378e-06 
  77.74 	  120.56 	    3.92 	 1.565e-03 	 8.794e-04 	 1.390e-05 	 3.604e-06 	 2.924e-06 	 1.553e-06 
  79.64 	  117.46 	    4.74 	 1.765e-03 	 9.456e-04 	 1.576e-05 	 4.290e-06 	 3.236e-06 	 1.747e-06 
  81.55 	  113.28 	    5.75 	 2.048e-03 	 1.080e-03 	 1.902e-05 	 4.738e-06 	 3.575e-06 	 1.908e-06 
  83.44 	  111.77 	    6.98 	 2.372e-03 	 1.252e-03 	 2.404e-05 	 5.862e-06 	 3.779e-06 	 1.931e-06 
  86.26 	  122.66 	    9.17 	 2.853e-03 	 1.517e-03 	 3.578e-05 	 1.218e-05 	 3.925e-06 	 1.780e-06 
  89.07 	  135.25 	   11.89 	 2.710e-03 	 1.276e-03 	 3.676e-05 	 1.388e-05 	 3.900e-06 	 1.454e-06 
