Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    9.22 	  182.16 	    1.18 	 1.083e-03 	 1.874e-04 	 1.070e-05 	 1.418e-06 	 2.180e-06 	 2.251e-07 
  11.87 	  188.11 	    1.23 	 1.088e-03 	 1.328e-04 	 1.016e-05 	 8.041e-07 	 2.138e-06 	 2.263e-07 
  14.50 	  196.23 	    1.13 	 1.142e-03 	 8.749e-05 	 1.017e-05 	 5.841e-07 	 2.049e-06 	 2.242e-07 
  17.14 	  207.70 	    0.71 	 1.057e-03 	 8.388e-05 	 9.760e-06 	 3.907e-07 	 2.007e-06 	 1.101e-07 
  21.07 	  218.34 	    0.65 	 1.032e-03 	 1.625e-04 	 9.443e-06 	 4.196e-07 	 2.059e-06 	 1.308e-07 
  24.99 	  216.59 	    0.87 	 1.050e-03 	 1.659e-04 	 9.707e-06 	 3.666e-07 	 2.178e-06 	 3.127e-07 
  27.60 	  210.79 	    0.85 	 9.773e-04 	 1.456e-04 	 9.353e-06 	 5.182e-07 	 2.154e-06 	 2.670e-07 
  30.20 	  203.65 	    0.58 	 9.800e-04 	 1.465e-04 	 9.457e-06 	 4.820e-07 	 2.118e-06 	 2.213e-07 
  32.79 	  197.62 	    0.60 	 9.601e-04 	 1.349e-04 	 8.683e-06 	 2.964e-07 	 2.032e-06 	 1.851e-07 
  35.38 	  193.57 	    0.65 	 9.346e-04 	 1.187e-04 	 9.194e-06 	 3.849e-07 	 2.054e-06 	 1.749e-07 
  40.48 	  190.94 	    0.57 	 9.531e-04 	 9.024e-05 	 9.654e-06 	 3.506e-07 	 2.085e-06 	 2.504e-07 
  45.56 	  181.77 	    0.75 	 9.771e-04 	 7.918e-05 	 8.806e-06 	 5.071e-07 	 1.959e-06 	 2.447e-07 
  49.36 	  167.96 	    0.92 	 9.374e-04 	 5.655e-05 	 9.477e-06 	 5.937e-07 	 2.088e-06 	 2.456e-07 
  53.14 	  158.37 	    1.95 	 9.208e-04 	 7.742e-05 	 8.974e-06 	 7.874e-07 	 2.143e-06 	 3.498e-07 
  55.67 	  154.18 	    2.66 	 9.964e-04 	 1.421e-04 	 8.836e-06 	 9.992e-07 	 2.136e-06 	 4.330e-07 
  58.19 	  148.54 	    3.37 	 1.003e-03 	 2.128e-04 	 8.939e-06 	 1.405e-06 	 2.231e-06 	 5.455e-07 
  60.70 	  142.59 	    4.02 	 8.875e-04 	 1.567e-04 	 9.254e-06 	 1.551e-06 	 2.448e-06 	 6.798e-07 
  63.21 	  142.04 	    4.82 	 8.684e-04 	 1.087e-04 	 1.027e-05 	 1.388e-06 	 2.723e-06 	 7.927e-07 
  65.71 	  149.07 	    6.14 	 9.888e-04 	 1.067e-04 	 1.115e-05 	 1.420e-06 	 3.068e-06 	 9.315e-07 
  68.20 	  157.39 	    7.35 	 1.137e-03 	 1.480e-04 	 1.191e-05 	 1.730e-06 	 3.476e-06 	 1.131e-06 
  70.69 	  161.84 	    8.03 	 1.129e-03 	 1.464e-04 	 1.350e-05 	 2.395e-06 	 4.037e-06 	 1.450e-06 
  73.18 	  161.62 	    8.27 	 1.117e-03 	 1.476e-04 	 1.554e-05 	 3.358e-06 	 4.830e-06 	 1.970e-06 
  75.65 	  157.14 	    8.24 	 1.194e-03 	 1.687e-04 	 1.763e-05 	 4.565e-06 	 5.849e-06 	 2.772e-06 
  78.11 	  151.41 	    8.00 	 1.418e-03 	 2.776e-04 	 2.025e-05 	 6.138e-06 	 6.985e-06 	 3.887e-06 
  80.57 	  148.92 	    7.51 	 1.818e-03 	 5.289e-04 	 2.356e-05 	 7.685e-06 	 7.715e-06 	 4.817e-06 
  84.23 	  153.03 	    6.37 	 2.380e-03 	 8.897e-04 	 2.722e-05 	 9.308e-06 	 6.789e-06 	 4.288e-06 
  87.89 	  158.35 	    5.27 	 2.004e-03 	 6.723e-04 	 2.288e-05 	 7.659e-06 	 4.873e-06 	 2.508e-06 
