Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   15.51 	  180.88 	    1.65 	 9.175e-04 	 1.407e-04 	 7.628e-06 	 5.208e-07 	 1.656e-06 	 1.089e-07 
  18.46 	  181.53 	    1.89 	 1.101e-03 	 1.659e-04 	 8.222e-06 	 6.091e-07 	 1.777e-06 	 8.691e-08 
  21.39 	  181.11 	    1.36 	 1.188e-03 	 2.280e-04 	 8.683e-06 	 4.864e-07 	 1.858e-06 	 8.847e-08 
  24.32 	  180.06 	    1.24 	 1.091e-03 	 1.870e-04 	 8.542e-06 	 3.088e-07 	 1.878e-06 	 8.877e-08 
  27.23 	  180.61 	    1.52 	 1.035e-03 	 1.501e-04 	 8.460e-06 	 3.810e-07 	 1.835e-06 	 6.106e-08 
  30.14 	  180.67 	    1.19 	 1.058e-03 	 1.511e-04 	 8.483e-06 	 4.070e-07 	 1.879e-06 	 9.654e-08 
  33.04 	  176.16 	    1.08 	 9.904e-04 	 1.011e-04 	 8.309e-06 	 2.056e-07 	 1.917e-06 	 1.706e-07 
  35.93 	  168.56 	    0.97 	 9.518e-04 	 7.501e-05 	 8.434e-06 	 3.599e-07 	 1.821e-06 	 1.264e-07 
  38.81 	  162.17 	    1.05 	 9.721e-04 	 7.040e-05 	 8.738e-06 	 4.950e-07 	 1.806e-06 	 1.492e-07 
  41.68 	  157.13 	    1.35 	 9.766e-04 	 6.292e-05 	 8.551e-06 	 5.260e-07 	 1.756e-06 	 1.180e-07 
  44.54 	  153.75 	    1.01 	 9.305e-04 	 3.458e-05 	 8.670e-06 	 4.211e-07 	 1.791e-06 	 1.286e-07 
  47.39 	  155.67 	    0.68 	 9.290e-04 	 4.709e-05 	 8.833e-06 	 4.679e-07 	 1.866e-06 	 1.976e-07 
  50.23 	  161.79 	    1.32 	 1.033e-03 	 5.981e-05 	 9.366e-06 	 6.452e-07 	 2.018e-06 	 3.935e-07 
  53.05 	  166.04 	    1.92 	 1.203e-03 	 6.801e-05 	 1.055e-05 	 7.148e-07 	 2.248e-06 	 5.993e-07 
  57.28 	  166.28 	    3.33 	 1.254e-03 	 1.045e-04 	 1.168e-05 	 1.101e-06 	 2.628e-06 	 9.142e-07 
  61.48 	  165.10 	    6.08 	 1.152e-03 	 1.528e-04 	 1.225e-05 	 1.643e-06 	 3.086e-06 	 1.353e-06 
  64.27 	  166.11 	    7.84 	 1.262e-03 	 1.795e-04 	 1.299e-05 	 2.220e-06 	 3.598e-06 	 1.765e-06 
  67.05 	  166.42 	    9.35 	 1.405e-03 	 2.518e-04 	 1.400e-05 	 3.074e-06 	 4.242e-06 	 2.278e-06 
  69.83 	  162.97 	   10.47 	 1.463e-03 	 3.480e-04 	 1.515e-05 	 4.108e-06 	 5.084e-06 	 2.913e-06 
  72.59 	  154.96 	   10.96 	 1.490e-03 	 3.918e-04 	 1.635e-05 	 5.420e-06 	 6.138e-06 	 3.690e-06 
  75.34 	  145.51 	   10.78 	 1.565e-03 	 4.507e-04 	 1.794e-05 	 6.856e-06 	 7.576e-06 	 4.910e-06 
  78.08 	  136.34 	   10.04 	 1.700e-03 	 6.000e-04 	 1.975e-05 	 8.819e-06 	 9.552e-06 	 6.939e-06 
  80.82 	  132.52 	    8.92 	 2.052e-03 	 9.985e-04 	 2.250e-05 	 1.232e-05 	 1.219e-05 	 1.010e-05 
  83.54 	  132.92 	    7.64 	 2.681e-03 	 1.773e-03 	 2.725e-05 	 1.928e-05 	 1.509e-05 	 1.407e-05 
  86.25 	  132.74 	    8.33 	 2.943e-03 	 2.166e-03 	 3.830e-05 	 3.732e-05 	 1.659e-05 	 1.705e-05 
  88.96 	  129.07 	   10.85 	 2.338e-03 	 1.448e-03 	 2.959e-05 	 2.623e-05 	 1.017e-05 	 9.291e-06 
