Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   48.61 	  151.19 	    3.44 	 8.387e-04 	 1.244e-04 	 7.916e-06 	 1.016e-06 	 1.683e-06 	 4.468e-07 
  50.78 	  148.21 	    3.89 	 8.356e-04 	 1.204e-04 	 8.045e-06 	 1.333e-06 	 1.811e-06 	 5.627e-07 
  52.95 	  143.75 	    4.29 	 8.720e-04 	 1.245e-04 	 7.494e-06 	 7.426e-07 	 1.891e-06 	 6.324e-07 
  54.40 	  143.02 	    4.75 	 9.534e-04 	 1.280e-04 	 7.083e-06 	 7.082e-07 	 1.759e-06 	 5.173e-07 
  55.85 	  143.43 	    5.29 	 1.036e-03 	 1.491e-04 	 6.993e-06 	 8.267e-07 	 1.644e-06 	 4.210e-07 
  58.02 	  142.62 	    5.78 	 1.092e-03 	 1.664e-04 	 7.738e-06 	 9.456e-07 	 1.607e-06 	 3.284e-07 
  60.18 	  139.46 	    6.10 	 1.128e-03 	 2.542e-04 	 8.540e-06 	 1.061e-06 	 1.661e-06 	 4.008e-07 
  62.33 	  136.36 	    6.73 	 1.156e-03 	 3.822e-04 	 9.076e-06 	 1.229e-06 	 1.765e-06 	 6.160e-07 
  64.48 	  133.98 	    7.91 	 1.113e-03 	 5.169e-04 	 9.658e-06 	 1.467e-06 	 1.909e-06 	 8.379e-07 
  65.92 	  132.39 	    9.03 	 1.111e-03 	 6.012e-04 	 9.961e-06 	 1.660e-06 	 2.016e-06 	 9.882e-07 
  67.36 	  132.55 	   10.38 	 1.164e-03 	 7.281e-04 	 1.013e-05 	 1.898e-06 	 2.130e-06 	 1.137e-06 
  68.79 	  135.22 	   11.89 	 1.253e-03 	 8.846e-04 	 1.019e-05 	 2.230e-06 	 2.254e-06 	 1.293e-06 
  70.22 	  140.25 	   13.39 	 1.373e-03 	 1.078e-03 	 1.043e-05 	 2.728e-06 	 2.403e-06 	 1.465e-06 
  71.66 	  147.22 	   14.67 	 1.525e-03 	 1.319e-03 	 1.103e-05 	 3.330e-06 	 2.592e-06 	 1.665e-06 
  73.09 	  152.06 	   15.69 	 1.728e-03 	 1.634e-03 	 1.195e-05 	 3.878e-06 	 2.842e-06 	 1.909e-06 
  74.52 	  153.16 	   16.32 	 1.969e-03 	 2.027e-03 	 1.290e-05 	 4.302e-06 	 3.145e-06 	 2.192e-06 
  75.95 	  149.03 	   16.59 	 2.256e-03 	 2.513e-03 	 1.396e-05 	 4.884e-06 	 3.532e-06 	 2.539e-06 
  77.37 	  141.83 	   16.44 	 2.571e-03 	 3.020e-03 	 1.516e-05 	 5.751e-06 	 4.042e-06 	 2.978e-06 
  78.80 	  133.98 	   15.87 	 2.792e-03 	 3.284e-03 	 1.612e-05 	 6.671e-06 	 4.627e-06 	 3.471e-06 
  80.22 	  126.79 	   14.99 	 2.946e-03 	 3.288e-03 	 1.709e-05 	 7.778e-06 	 5.341e-06 	 4.078e-06 
  81.64 	  123.40 	   13.95 	 3.096e-03 	 3.168e-03 	 1.881e-05 	 9.468e-06 	 6.191e-06 	 4.830e-06 
  83.06 	  123.24 	   12.82 	 3.274e-03 	 3.052e-03 	 2.193e-05 	 1.222e-05 	 7.028e-06 	 5.597e-06 
  84.49 	  122.77 	   11.61 	 3.432e-03 	 2.962e-03 	 2.672e-05 	 1.654e-05 	 7.616e-06 	 6.152e-06 
  85.91 	  120.04 	   10.35 	 3.460e-03 	 2.811e-03 	 3.341e-05 	 2.352e-05 	 7.661e-06 	 6.183e-06 
  87.32 	  119.14 	    9.11 	 3.323e-03 	 2.528e-03 	 3.998e-05 	 3.144e-05 	 7.192e-06 	 5.620e-06 
  88.73 	  120.14 	   10.59 	 2.978e-03 	 2.030e-03 	 3.429e-05 	 2.486e-05 	 6.225e-06 	 4.406e-06 
