Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    5.36 	  194.70 	    2.24 	 8.186e-04 	 1.425e-04 	 7.245e-06 	 8.926e-07 	 1.620e-06 	 2.176e-07 
   7.14 	  199.36 	    1.76 	 9.218e-04 	 1.894e-04 	 7.786e-06 	 1.081e-06 	 1.722e-06 	 2.492e-07 
   8.93 	  202.22 	    1.17 	 1.082e-03 	 2.562e-04 	 8.693e-06 	 1.171e-06 	 1.847e-06 	 2.464e-07 
  10.72 	  203.35 	    1.11 	 1.160e-03 	 2.906e-04 	 9.176e-06 	 1.011e-06 	 1.927e-06 	 2.075e-07 
  13.39 	  202.44 	    0.82 	 1.200e-03 	 3.048e-04 	 9.487e-06 	 9.735e-07 	 2.005e-06 	 2.044e-07 
  16.06 	  200.29 	    0.55 	 1.173e-03 	 2.624e-04 	 8.947e-06 	 9.638e-07 	 1.935e-06 	 2.556e-07 
  17.83 	  199.53 	    0.49 	 1.204e-03 	 2.497e-04 	 8.881e-06 	 9.013e-07 	 1.951e-06 	 3.189e-07 
  19.61 	  200.19 	    0.50 	 1.249e-03 	 2.573e-04 	 9.305e-06 	 9.954e-07 	 1.979e-06 	 3.049e-07 
  21.38 	  200.01 	    0.51 	 1.100e-03 	 1.721e-04 	 9.115e-06 	 7.688e-07 	 1.980e-06 	 2.422e-07 
  24.03 	  198.84 	    0.63 	 1.033e-03 	 1.587e-04 	 9.038e-06 	 4.276e-07 	 2.034e-06 	 2.142e-07 
  27.53 	  192.22 	    0.80 	 1.009e-03 	 1.677e-04 	 9.530e-06 	 5.254e-07 	 2.090e-06 	 2.237e-07 
  30.15 	  185.53 	    0.46 	 9.128e-04 	 1.264e-04 	 9.309e-06 	 5.729e-07 	 2.080e-06 	 2.720e-07 
  31.91 	  185.20 	    0.42 	 9.428e-04 	 1.352e-04 	 9.138e-06 	 5.553e-07 	 2.058e-06 	 2.908e-07 
  33.67 	  185.72 	    0.43 	 9.372e-04 	 1.243e-04 	 9.251e-06 	 5.425e-07 	 2.093e-06 	 2.840e-07 
  35.43 	  182.77 	    0.44 	 9.308e-04 	 1.160e-04 	 9.464e-06 	 5.310e-07 	 2.172e-06 	 3.220e-07 
  37.19 	  179.09 	    0.47 	 9.481e-04 	 1.100e-04 	 9.486e-06 	 4.732e-07 	 2.228e-06 	 3.658e-07 
  38.94 	  174.78 	    0.50 	 9.387e-04 	 8.925e-05 	 9.526e-06 	 7.012e-07 	 2.250e-06 	 3.699e-07 
  40.69 	  171.39 	    0.52 	 9.539e-04 	 9.802e-05 	 9.273e-06 	 5.731e-07 	 2.120e-06 	 3.394e-07 
  42.44 	  169.01 	    0.52 	 1.004e-03 	 1.465e-04 	 9.162e-06 	 6.586e-07 	 2.066e-06 	 4.309e-07 
  44.19 	  165.63 	    0.63 	 1.043e-03 	 1.844e-04 	 9.107e-06 	 8.566e-07 	 2.154e-06 	 6.176e-07 
  45.93 	  161.66 	    0.70 	 9.792e-04 	 1.641e-04 	 8.867e-06 	 8.699e-07 	 2.232e-06 	 6.401e-07 
  47.68 	  156.69 	    0.83 	 8.553e-04 	 1.288e-04 	 8.927e-06 	 8.448e-07 	 2.296e-06 	 4.812e-07 
  49.41 	  154.83 	    0.93 	 8.679e-04 	 1.312e-04 	 9.335e-06 	 7.638e-07 	 2.354e-06 	 4.095e-07 
  52.88 	  156.53 	    1.86 	 9.556e-04 	 1.427e-04 	 9.715e-06 	 7.436e-07 	 2.250e-06 	 4.062e-07 
  56.34 	  151.04 	    2.49 	 8.851e-04 	 1.483e-04 	 9.627e-06 	 7.638e-07 	 2.140e-06 	 5.627e-07 
  58.07 	  149.31 	    3.01 	 8.894e-04 	 1.604e-04 	 9.823e-06 	 9.927e-07 	 2.151e-06 	 6.602e-07 
  59.80 	  150.02 	    3.64 	 9.242e-04 	 1.919e-04 	 1.014e-05 	 1.130e-06 	 2.243e-06 	 8.182e-07 
  61.52 	  154.83 	    4.44 	 9.531e-04 	 2.228e-04 	 1.042e-05 	 1.075e-06 	 2.395e-06 	 1.048e-06 
  63.24 	  160.40 	    5.41 	 9.759e-04 	 2.443e-04 	 1.067e-05 	 1.065e-06 	 2.595e-06 	 1.320e-06 
  64.96 	  162.51 	    6.52 	 9.893e-04 	 2.711e-04 	 1.092e-05 	 1.324e-06 	 2.855e-06 	 1.620e-06 
  66.68 	  161.41 	    7.81 	 1.005e-03 	 3.180e-04 	 1.133e-05 	 1.811e-06 	 3.190e-06 	 1.952e-06 
  68.39 	  159.17 	    9.37 	 1.027e-03 	 3.897e-04 	 1.187e-05 	 2.286e-06 	 3.588e-06 	 2.330e-06 
  70.11 	  157.21 	   11.19 	 1.062e-03 	 4.947e-04 	 1.233e-05 	 2.707e-06 	 4.025e-06 	 2.729e-06 
  71.81 	  156.64 	   13.06 	 1.118e-03 	 6.322e-04 	 1.285e-05 	 3.221e-06 	 4.535e-06 	 3.205e-06 
  73.52 	  155.62 	   14.63 	 1.211e-03 	 8.017e-04 	 1.367e-05 	 3.925e-06 	 5.216e-06 	 3.891e-06 
  75.23 	  155.02 	   15.87 	 1.362e-03 	 1.025e-03 	 1.482e-05 	 4.842e-06 	 6.097e-06 	 4.804e-06 
  76.93 	  152.75 	   16.75 	 1.565e-03 	 1.329e-03 	 1.616e-05 	 5.987e-06 	 7.152e-06 	 5.929e-06 
  78.63 	  150.75 	   17.22 	 1.831e-03 	 1.732e-03 	 1.790e-05 	 7.468e-06 	 8.497e-06 	 7.433e-06 
  80.33 	  150.03 	   17.36 	 2.210e-03 	 2.301e-03 	 2.024e-05 	 9.427e-06 	 1.015e-05 	 9.395e-06 
  82.02 	  151.23 	   17.20 	 2.712e-03 	 3.043e-03 	 2.344e-05 	 1.232e-05 	 1.168e-05 	 1.134e-05 
  83.71 	  153.59 	   16.75 	 3.283e-03 	 3.892e-03 	 2.792e-05 	 1.676e-05 	 1.236e-05 	 1.233e-05 
  85.40 	  157.34 	   15.94 	 3.730e-03 	 4.574e-03 	 3.312e-05 	 2.220e-05 	 1.181e-05 	 1.179e-05 
  87.09 	  161.15 	   14.75 	 3.713e-03 	 4.522e-03 	 3.547e-05 	 2.465e-05 	 1.031e-05 	 9.905e-06 
  88.77 	  162.99 	   13.17 	 3.104e-03 	 3.453e-03 	 3.127e-05 	 2.036e-05 	 8.450e-06 	 7.387e-06 
