Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   34.07 	  183.11 	    5.08 	 8.938e-04 	 1.491e-04 	 7.615e-06 	 8.054e-07 	 1.776e-06 	 2.324e-07 
  35.34 	  182.30 	    5.44 	 9.096e-04 	 1.517e-04 	 7.483e-06 	 7.317e-07 	 1.786e-06 	 2.276e-07 
  36.61 	  181.47 	    5.92 	 8.948e-04 	 1.354e-04 	 7.595e-06 	 6.643e-07 	 1.788e-06 	 2.111e-07 
  37.89 	  180.88 	    6.13 	 8.912e-04 	 1.377e-04 	 7.756e-06 	 6.179e-07 	 1.793e-06 	 1.938e-07 
  39.16 	  180.36 	    5.79 	 8.653e-04 	 1.285e-04 	 7.916e-06 	 5.528e-07 	 1.799e-06 	 1.896e-07 
  40.43 	  179.20 	    5.30 	 8.266e-04 	 1.147e-04 	 8.053e-06 	 5.015e-07 	 1.747e-06 	 2.233e-07 
  41.71 	  176.91 	    5.08 	 8.298e-04 	 1.330e-04 	 7.841e-06 	 4.502e-07 	 1.635e-06 	 3.028e-07 
  42.98 	  174.29 	    5.07 	 8.447e-04 	 1.502e-04 	 7.810e-06 	 6.509e-07 	 1.572e-06 	 3.899e-07 
  44.25 	  171.91 	    5.03 	 8.302e-04 	 1.123e-04 	 8.001e-06 	 8.059e-07 	 1.626e-06 	 4.275e-07 
  45.52 	  169.68 	    4.88 	 8.352e-04 	 8.128e-05 	 8.135e-06 	 9.486e-07 	 1.760e-06 	 4.432e-07 
  46.79 	  167.65 	    4.69 	 8.848e-04 	 1.815e-04 	 8.519e-06 	 1.493e-06 	 1.910e-06 	 4.819e-07 
  48.06 	  166.83 	    4.51 	 9.056e-04 	 2.664e-04 	 8.960e-06 	 2.145e-06 	 2.056e-06 	 5.464e-07 
  49.33 	  167.41 	    4.36 	 8.393e-04 	 2.476e-04 	 9.036e-06 	 2.304e-06 	 2.206e-06 	 6.224e-07 
  50.60 	  167.36 	    4.23 	 7.556e-04 	 1.925e-04 	 8.916e-06 	 2.103e-06 	 2.318e-06 	 6.673e-07 
  51.87 	  165.77 	    4.17 	 7.124e-04 	 1.620e-04 	 8.698e-06 	 1.882e-06 	 2.322e-06 	 6.464e-07 
  53.14 	  163.97 	    4.18 	 7.048e-04 	 1.441e-04 	 8.291e-06 	 1.639e-06 	 2.187e-06 	 5.592e-07 
  54.41 	  162.65 	    4.25 	 6.977e-04 	 1.249e-04 	 7.678e-06 	 1.300e-06 	 1.993e-06 	 4.598e-07 
  55.68 	  161.28 	    4.42 	 6.834e-04 	 9.109e-05 	 7.284e-06 	 1.051e-06 	 1.858e-06 	 4.238e-07 
  56.94 	  160.34 	    4.76 	 6.928e-04 	 9.011e-05 	 7.682e-06 	 1.080e-06 	 1.855e-06 	 4.980e-07 
  58.85 	  160.93 	    5.30 	 7.830e-04 	 1.925e-04 	 9.376e-06 	 1.577e-06 	 2.084e-06 	 7.774e-07 
  60.75 	  158.62 	    6.04 	 8.490e-04 	 2.950e-04 	 9.850e-06 	 2.241e-06 	 2.241e-06 	 1.018e-06 
  62.01 	  154.16 	    6.61 	 7.779e-04 	 2.819e-04 	 8.299e-06 	 1.890e-06 	 2.058e-06 	 9.960e-07 
  63.28 	  149.89 	    7.14 	 7.156e-04 	 2.425e-04 	 7.274e-06 	 1.540e-06 	 1.852e-06 	 9.637e-07 
  64.55 	  147.68 	    7.43 	 7.464e-04 	 2.029e-04 	 7.283e-06 	 1.631e-06 	 1.787e-06 	 1.002e-06 
  65.81 	  147.11 	    7.38 	 8.144e-04 	 1.817e-04 	 7.349e-06 	 1.680e-06 	 1.771e-06 	 1.038e-06 
  67.08 	  148.22 	    7.16 	 8.470e-04 	 1.931e-04 	 7.344e-06 	 1.548e-06 	 1.751e-06 	 1.053e-06 
  68.34 	  149.40 	    6.98 	 8.588e-04 	 2.128e-04 	 7.533e-06 	 1.528e-06 	 1.729e-06 	 1.071e-06 
  69.61 	  150.86 	    6.91 	 8.758e-04 	 2.346e-04 	 7.912e-06 	 1.727e-06 	 1.730e-06 	 1.116e-06 
  70.87 	  152.66 	    6.92 	 9.066e-04 	 2.695e-04 	 8.408e-06 	 2.149e-06 	 1.752e-06 	 1.191e-06 
  72.75 	  156.33 	    6.90 	 9.716e-04 	 3.317e-04 	 8.920e-06 	 2.626e-06 	 1.813e-06 	 1.347e-06 
  75.26 	  159.11 	    7.18 	 1.099e-03 	 4.200e-04 	 9.550e-06 	 2.883e-06 	 2.039e-06 	 1.722e-06 
  77.14 	  158.65 	    7.60 	 1.244e-03 	 4.879e-04 	 1.041e-05 	 3.222e-06 	 2.408e-06 	 2.230e-06 
  78.40 	  159.31 	    7.88 	 1.374e-03 	 5.401e-04 	 1.136e-05 	 3.618e-06 	 2.790e-06 	 2.724e-06 
  79.66 	  162.98 	    8.13 	 1.513e-03 	 6.127e-04 	 1.273e-05 	 4.264e-06 	 3.268e-06 	 3.341e-06 
  80.92 	  171.29 	    8.39 	 1.633e-03 	 6.943e-04 	 1.472e-05 	 5.201e-06 	 3.902e-06 	 4.164e-06 
  82.18 	  179.17 	    8.62 	 1.696e-03 	 7.902e-04 	 1.701e-05 	 6.253e-06 	 4.671e-06 	 5.188e-06 
  83.44 	  183.31 	    8.74 	 1.758e-03 	 8.973e-04 	 1.933e-05 	 7.327e-06 	 5.516e-06 	 6.323e-06 
  84.70 	  183.48 	    8.70 	 1.870e-03 	 9.969e-04 	 2.206e-05 	 8.676e-06 	 6.329e-06 	 7.394e-06 
  85.95 	  181.68 	    8.51 	 2.083e-03 	 1.085e-03 	 2.658e-05 	 1.113e-05 	 7.188e-06 	 8.456e-06 
  87.21 	  180.15 	    8.21 	 2.358e-03 	 1.138e-03 	 3.328e-05 	 1.519e-05 	 7.776e-06 	 9.091e-06 
  88.46 	  178.70 	    7.77 	 2.645e-03 	 1.138e-03 	 3.842e-05 	 1.875e-05 	 7.674e-06 	 8.723e-06 
  89.71 	  177.58 	    7.20 	 2.840e-03 	 1.235e-03 	 3.681e-05 	 1.809e-05 	 7.008e-06 	 7.471e-06 
