Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   20.89 	  193.80 	    4.09 	 1.024e-03 	 3.047e-04 	 8.453e-06 	 7.659e-07 	 1.869e-06 	 1.904e-07 
  27.08 	  189.28 	    4.73 	 8.734e-04 	 1.329e-04 	 8.836e-06 	 6.710e-07 	 1.931e-06 	 2.501e-07 
  33.26 	  171.80 	    1.81 	 8.866e-04 	 8.207e-05 	 8.698e-06 	 4.744e-07 	 1.934e-06 	 2.638e-07 
  36.34 	  165.34 	    1.48 	 1.126e-03 	 1.824e-04 	 9.111e-06 	 1.038e-06 	 1.912e-06 	 2.674e-07 
  39.40 	  156.81 	    0.84 	 1.055e-03 	 1.022e-04 	 9.305e-06 	 8.234e-07 	 2.133e-06 	 3.040e-07 
  42.45 	  153.86 	    0.92 	 7.203e-04 	 4.983e-05 	 8.746e-06 	 5.610e-07 	 2.114e-06 	 3.282e-07 
  45.50 	  169.04 	    1.26 	 8.716e-04 	 6.315e-05 	 8.836e-06 	 7.353e-07 	 1.882e-06 	 1.962e-07 
  48.53 	  188.59 	    1.66 	 1.161e-03 	 6.590e-05 	 1.055e-05 	 6.040e-07 	 2.100e-06 	 2.771e-07 
  51.55 	  197.07 	    2.41 	 1.177e-03 	 9.050e-05 	 1.180e-05 	 6.796e-07 	 2.333e-06 	 3.544e-07 
  54.56 	  193.49 	    2.43 	 1.181e-03 	 4.427e-05 	 1.171e-05 	 9.355e-07 	 2.404e-06 	 5.298e-07 
  57.55 	  184.03 	    1.62 	 1.158e-03 	 5.897e-05 	 1.217e-05 	 1.115e-06 	 2.478e-06 	 7.470e-07 
  60.54 	  173.36 	    1.23 	 1.161e-03 	 6.754e-05 	 1.244e-05 	 8.030e-07 	 2.551e-06 	 9.529e-07 
  63.51 	  163.20 	    1.78 	 1.078e-03 	 1.010e-04 	 1.257e-05 	 1.091e-06 	 2.546e-06 	 1.120e-06 
  66.47 	  153.56 	    2.58 	 9.965e-04 	 1.625e-04 	 1.265e-05 	 1.334e-06 	 2.600e-06 	 1.354e-06 
  69.43 	  144.16 	    3.08 	 9.730e-04 	 2.122e-04 	 1.303e-05 	 1.357e-06 	 2.858e-06 	 1.763e-06 
  73.79 	  133.82 	    3.15 	 1.094e-03 	 2.094e-04 	 1.467e-05 	 2.020e-06 	 3.208e-06 	 2.276e-06 
  78.13 	  135.40 	    4.08 	 1.453e-03 	 2.122e-04 	 1.627e-05 	 3.344e-06 	 3.317e-06 	 2.508e-06 
  81.03 	  137.89 	    5.03 	 1.842e-03 	 3.268e-04 	 1.789e-05 	 5.139e-06 	 3.238e-06 	 2.366e-06 
  83.92 	  144.94 	    6.11 	 2.418e-03 	 5.382e-04 	 2.006e-05 	 8.162e-06 	 2.987e-06 	 1.944e-06 
  86.81 	  154.78 	    7.41 	 3.059e-03 	 7.611e-04 	 2.177e-05 	 1.102e-05 	 2.743e-06 	 1.517e-06 
  89.68 	  159.57 	    9.17 	 2.763e-03 	 6.589e-04 	 1.922e-05 	 8.723e-06 	 2.536e-06 	 1.141e-06 
